Katsesõna	Tähendus	vastus	põhjendus
pasandama	(vedelat) roojama	informaalsetes	Sõna 'pasandama' on kõnekeelne ja madalstiilne väljend, mida kasutatakse peamiselt informaalsetes kontekstides. See on tuletis sõnast 'pask', mis on samuti vulgaarne. Ametlikes või neutraalsetes tekstides kasutatakse selle asemel eufemisme või neutraalsemaid väljendeid nagu 'roojama', 'väljaheidet eritama' või meditsiinilises kontekstis 'defekatsioon'. Sõna 'pasandama' võib kohata peamiselt kõnekeeles, internetifoorumites, kommentaariumides või ilukirjanduses tegelaste kõnes, kus see annab edasi kõnekeelset või vulgaarset stiili.
pasane	pasaga koos, räpane, väga määrdunud	informaalsetes	Sõna 'pasane' tähenduses 'pasaga koos, räpane, väga määrdunud' on pigem informaalse registri sõna, kuna see on seotud fekaalidega ja on oma otsekohesuse tõttu mõnevõrra robustne. Seda kasutatakse enamasti kõnekeeles, blogides, foorumites või ilukirjanduses tegelaste kõnes, kuid mitte ametlikes või formaalsetes tekstides. Neutraalses või formaalses kontekstis eelistatakse tavaliselt pehmemaid sünonüüme nagu 'määrdunud', 'räpane' või 'mustunud'.
peale hüppama	sõnadega ründama, kellegagi kärkima	informaalsetes	"Väljend ""peale hüppama"" tähenduses ""sõnadega ründama, kellegagi kärkima"" on kujundlik ja kõnekeelne. See on metafoorne väljend, mis on levinud pigem vabamas suhtluses ja informaalsetes tekstides nagu foorumid, kommentaariumid ja sotsiaalmeedia postitused. Formaalsetes tekstides (ametlikud dokumendid, akadeemilised tekstid) kasutatakse tavaliselt neutraalsemaid väljendeid nagu ""kritiseerima"", ""süüdistama"" või ""ründama"". Väljendi kõnekeelne iseloom ja emotsionaalne laeng viitavad selgelt informaalsele kasutusele."
penss	"igakuiselt makstav rahasumma vanaduse, invaliidsuse või toitjakaotuse korral või nõutava pikkusega tööpanuse olemasolul	 raha, mida riik maksab iga kuu vanale inimesele, kes enam ei tööta"	informaalsetes	"Sõna ""penss"" on kõnekeelne lühend sõnast ""pension"". Seda kasutatakse peamiselt informaalsetes kontekstides nagu igapäevases suhtluses, foorumites, kommentaariumides ja sotsiaalmeedia postitustes. Formaalsetes tekstides (ametlikud dokumendid, seadused, uudised) kasutatakse täispikka vormi ""pension"". ""Penss"" on selgelt argikeelne variant, mida kasutatakse, kui soovitakse väljenduda lühemalt ja vabamalt."
personaalia	"asutuse või ettevõtte töötajad	 organisatsiooni liikmed"	neutraalsetes/formaalsetes	"Sõna ""personaalia"" tähenduses ""asutuse või ettevõtte töötajad, organisatsiooni liikmed"" kasutatakse peamiselt ametlikes või neutraalsetes kontekstides nagu ametlikud dokumendid, aruanded, organisatsioonide sisekirjad ja ametlikud teadaanded. See on pigem formaalne termin, mida kasutatakse organisatsioonilises kontekstis, mitte niivõrd igapäevases kõnekeeles või informaalsetes suhtlussituatsioonides. Sõna on laadilt ametlik ja kuulub pigem asjaajamiskeelde."
pinss	"igakuiselt makstav rahasumma vanaduse, invaliidsuse või toitjakaotuse korral või nõutava pikkusega tööpanuse olemasolul	 raha, mida riik maksab iga kuu vanale inimesele, kes enam ei tööta"	informaalsetes	Sõna 'pinss' on kõnekeelne lühend sõnast 'pension', mida kasutatakse peamiselt informaalsetes suhtlusolukordades. See esineb sageli blogides, foorumites, sotsiaalmeedia postitustes ja igapäevases kõnekeeles. Ametlikes dokumentides, seadustes ja formaalsetes tekstides kasutatakse täispikka vormi 'pension'. 'Pinss' on selgelt argikeelne variant, millel on familiaarne varjund.
pissu	"(lastega ühenduses:) piss	 pissimine"	informaalsetes	"Sõna 'pissu' on lastekeelne hellitav variant sõnast 'piss', mida kasutatakse peamiselt väikeste lastega suheldes või lastega seotud kontekstis. See on tüüpiline näide informaalsest keelekasutusest, mida kohtab eelkõige pereringis, lastega suhtlemisel või informaalsetes vestlustes laste teemadel. Ametlikes või formaalsetes tekstides kasutatakse tavaliselt neutraalsemaid väljendeid nagu ""urineerimine"" või ""põie tühjendamine"". Sõna 'pissu' on oma olemuselt hellitav ja lapsekeelne, mistõttu sobib see informaalsesse registrisse."
pleku	plekist nõu, ahi, velg vm ese	informaalsetes	Sõna 'pleku' tähenduses 'plekist nõu, ahi, velg vm ese' on kõnekeelne vorm, mida kasutatakse pigem informaalsetes kontekstides. See on lühenenud või mugandunud vorm sõnast 'plekk'. Sellised lühenenud vormid on tüüpilised just argikõnes ja informaalsetes tekstides nagu foorumid, sotsiaalmeedia postitused või igapäevased vestlused. Neutraalses või formaalses keelekasutuses eelistatakse täpsemat väljendit, näiteks 'plekist ese' või konkreetsem nimetus nagu 'plekk-kann', 'plekk-ahi' jne.
pleku	(auto)plekksepp	informaalsetes	"Sõna 'pleku' tähenduses '(auto)plekksepp' on kõnekeelne lühend, mida kasutatakse peamiselt informaalsetes kontekstides. See on argikeelne variant ametlikust ametinimetusest ""plekksepp"". Sellist lühendit kohtab tõenäoliselt suulises kõnes, foorumites, sotsiaalmeedia postitustes ja muudes mitteametlikes suhtlussituatsioonides, kus kasutatakse vabama stiiliga keelt. Ametlikes dokumentides või formaalsetes tekstides kasutataks täispikka ametinimetust."
pläru	"sigaret	 sigaret või pabeross"	informaalsetes	"Sõna ""pläru"" tähenduses ""sigaret või pabeross"" on slängisõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes suhtlusolukordades. See ei ole neutraalne või ametlik termin sigareti kohta, vaid pigem argikõnes või vabamas õhkkonnas kasutatav väljend. Seda tüüpi sõnu kohtab sageli just informaalsetes tekstides nagu foorumid, sotsiaalmeedia postitused, blogid või ilukirjanduses tegelaste kõnepruugis, kus püütakse edasi anda autentset kõnekeelt."
poja	pojake, poisike	informaalsetes	Sõna 'poja' tähenduses 'pojake, poisike' on hellitav, vähendav vorm, mida kasutatakse peamiselt informaalsetes kontekstides. See on tüüpiline kõnekeelne, emotsionaalne pöördumine, mida võib kohata vestlustes, sotsiaalmeedia postitustes, foorumites või ilukirjanduses tegelaste otsekõnes. Ametlikes või formaalsetes tekstides eelistatakse neutraalsemaid vorme nagu 'poeg' või täpsemaid kirjeldusi. Hellitusvormid nagu 'poja' kannavad endas emotsionaalset lähedust, mis on omane just informaalsele suhtlusele.
poju	pojake, poisike	informaalsetes	Sõna 'poju' on hellitav, vähendav vorm sõnast 'poeg' või 'poiss' ning seda kasutatakse peamiselt informaalsetes kontekstides. See on tüüpiline kõnekeelne, emotsionaalselt laetud sõna, mida võib kohata perekondlikus suhtluses, sotsiaalmeedia postitustes või mitteametlikes vestlustes. Formaalsetes tekstides (nt ametlikud dokumendid, akadeemilised tekstid) kasutataks neutraalsemaid sõnu nagu 'poeg', 'poiss' või 'laps'. Sõna 'poju' kannab endas hellitavat, familiaarsuse varjundit, mis viitab selgelt informaalsele kasutusele.
pookstav	omakäeliselt kirjatähtedega kirjutatud nimi teksti all	ei kohaldu	"Sõna ""pookstav"" tähenduses ""omakäeliselt kirjatähtedega kirjutatud nimi teksti all"" ei ole minu treeningandmetes levinud kasutusega eesti keele sõna. See ei tundu olevat tavaline termin allkirja või käsikirjalise nime tähistamiseks. Tavaliselt kasutatakse eesti keeles sellises kontekstis sõnu nagu ""allkiri"" või ""autograaf"". Kuna mul puuduvad andmed selle sõna kasutuse kohta erinevates registrites, ei saa ma määrata, kas see on pigem informaalne või formaalne väljend."
poose	moekas, eriti soositud, (väga) populaarne	informaalsetes	Sõna 'poose' tähenduses 'moekas, eriti soositud, (väga) populaarne' on slängisõna, mis on levinud peamiselt noorte kõnekeeles ja internetisuhtluses. See on inglise keelest tuletatud laensõna (tõenäoliselt sõnast 'posh'), mida kasutatakse valdavalt informaalsetes kontekstides nagu sotsiaalmeedia, blogid, foorumid ja noorte omavahelises suhtluses. Sõna ei ole osa standardsest eesti kirjakeelest ning seda ei kohta tavaliselt formaalsetes või neutraalsetes tekstides nagu ametlikud dokumendid, uudised või akadeemilised tekstid.
poriorikas	(porise, määrdunud inimese kohta)	informaalsetes	"Sõna ""poriorikas"" on kõnekeelne, veidi humoorikas või pilkav väljend, mida kasutatakse määrdunud või porise inimese kirjeldamiseks. See pole neutraalne kirjeldav termin, vaid pigem kujundlik väljend, mida kohtab tõenäolisemalt informaalsetes kontekstides nagu suuline kõne, sotsiaalmeedia postitused või ilukirjanduslik dialoog. Ametlikes või formaalsetes tekstides eelistatakse neutraalsemaid väljendeid nagu ""määrdunud"" või ""porine""."
porken	köögiviljana kasvatatav sulgjate lehtede ja hrl oranžika pikliku juurikaga rohttaim	neutraalsetes/formaalsetes	"Sõna ""porken"" on murdekeelne sõna porgandi kohta, mida kasutatakse peamiselt Lõuna-Eesti murretes. Kuigi see on murdekeelne vorm, esineb see ka neutraalsetes ja formaalsetes kontekstides, eriti kui kirjeldatakse traditsioonilisi toite, põllumajandust või botaanikat. Sõna kasutatakse ka teaduslikes ja hariduslikutes tekstides, kus käsitletakse eesti murdesõnavara või traditsioonilisi köögivilju. Sõna ei ole otseselt informaalne, vaid pigem regionaalne variant, mis on leidnud koha ka neutraalses keelekasutuses."
porno	"suguelundeid ja seksi nilbelt kujutav film, foto, raamat vm	 suguelundite ja seksi nilbe kujutamine pildis ja sõnas"	neutraalsetes/formaalsetes	"Sõna ""porno"" on eesti keeles kasutusel neutraalse terminina, mis tähistab pornograafilist sisu. Seda kasutatakse nii ajakirjanduses, teadustekstides kui ka ametlikes dokumentides, kus räägitakse pornograafilisest materjalist. Kuigi teema on delikaatne, ei ole sõna ise slängisõna ega vulgaarne väljend, vaid neutraalne termin vastava nähtuse kirjeldamiseks. Sõna kasutatakse ka formaalsetes kontekstides, näiteks seadusandluses, meediaregulatsioonis või akadeemilistes uurimustes, kus käsitletakse pornograafia teemat."
praavitama	(tervisega seoses:) ravima, ravides terveks tegema	informaalsetes	Sõna 'praavitama' tähenduses 'ravima, terveks tegema' on murdelise päritoluga ja tänapäeva eesti kirjakeeles kasutatakse seda pigem informaalsetes kontekstides. See on kõnekeelne või murdekeelne variant standardsest sõnast 'ravima'. Sõna võib esineda blogides, foorumites, sotsiaalmeedia postitustes või ilukirjanduses tegelaste kõnes, eriti kui soovitakse edasi anda rahvapärast või vanamoodsat kõnepruuki. Neutraalses või formaalses keelekasutuses (nt ametlikes dokumentides, teadustekstides, uudistes) eelistatakse sõna 'ravima'.
prill	"kahest (optilisest) klaasist ja raamist koosnev ese, mida kantakse nägemise parandamiseks ja korrigeerimiseks või silmade kaitseks	 kahest klaasist ja raamist koosnev ese, mida inimesed kannavad silmade ees, et paremini näha"	neutraalsetes/formaalsetes	"Sõna ""prill"" ainsuse vormis on pigem haruldane kasutus, tavaliselt kasutatakse mitmuse vormi ""prillid"". Ainsuse vorm ""prill"" esineb peamiselt neutraalsetes või formaalsetes kontekstides, näiteks erialaterminoloogias või teaduslikes tekstides, kus võidakse rääkida üksikust prilliosast või -komponendist. Sõna ""prill"" ei ole slängisõna ega kanna informaalset varjundit, vaid on neutraalne termin nägemist korrigeeriva või silmi kaitsva abivahendi kohta. Seda kasutatakse nii igapäevases kõnes kui ka ametlikes dokumentides, meditsiinitekstides ja optikavaldkonna kirjanduses."
proff	"mingil alal kutseliselt tegev isik	 oma ala meister"	informaalsetes	"Sõna ""proff"" on kõnekeelne lühend sõnast ""professionaal"" ning seda kasutatakse peamiselt informaalsetes kontekstides. See esineb sageli sporditekstides, blogides, foorumites ja sotsiaalmeedia postitustes, kus räägitakse kutselistest sportlastest või oma ala asjatundjatest. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutatakse tavaliselt täispikka vormi ""professionaal"" või ""kutseline"". Sõna ""proff"" kannab endas kõnekeelset varjundit ja on stiililt mitteametlik."
prohvus	omaaegne leebe kirumissõna	informaalsetes	"Sõna 'prohvus' kui omaaegne leebe kirumissõna on oma olemuselt informaalse registri väljend. Kirumissõnad ja vandesõnad kuuluvad tavaliselt informaalsesse keelekasutusse, mitte ametlikku või neutraalsesse konteksti. Lisaks viitab määratlus ""omaaegne"" sellele, et tegemist on pigem vanamoelise väljendiga, mida tänapäeval võib kohata peamiselt ilukirjanduses tegelaste kõnes või ajaloolises kontekstis. Kirumissõnad, isegi leebed, ei sobi formaalsesse või neutraalsesse keelekasutusse, mistõttu tuleks sõnale lisada informaalse registri märgend."
pussakas	"(vana ja) imelik, korratult istuv riideese	 pulstunud, sassis karvaga loom"	informaalsetes	"Sõna ""pussakas"" on kõnekeelne, ekspressiivne väljend, mida kasutatakse pigem informaalsetes kontekstides. See on emotsionaalselt laetud sõna, millega väljendatakse midagi korratu, sassis või imelikuna. Sellist sõna kohtab tõenäolisemalt argivestlustes, blogides, sotsiaalmeedia postitustes või ilukirjanduses tegelaste kõnes, mitte aga ametlikes dokumentides või akadeemilistes tekstides. Sõna häälikuline kuju (reduplikatiivne struktuur) ja tähendusvarjund viitavad samuti selle informaalsele kasutusele."
püüne	lava näidendi vm lavateose esitamiseks, ka teatri kohta üldse	neutraalsetes/formaalsetes	"Sõna ""püüne"" tähenduses ""lava näidendi vm lavateose esitamiseks, ka teatri kohta üldse"" on pigem neutraalse või formaalse registri sõna. See on kirjanduslik, veidi kõrgema stiiliga teatrialane termin, mida kasutatakse sageli kultuuritekstides, teatriarvustustes ja kirjanduslikes kontekstides. See ei ole argikõnes või informaalsetes vestlustes tavapärane sõna - seal kasutataks pigem lihtsalt sõna ""lava"". ""Püüne"" kannab teatud poeetilist või kultuurilist kaalu, mis viitab selle kasutusele pigem formaalsetes või kultuurilistes kontekstides."
rahapaber	paberist vm pehmest materjalist maksevahend	neutraalsetes/formaalsetes	"Sõna ""rahapaber"" on neutraalne termin, mida kasutatakse ametlikus kontekstis rahatähtede või paberraha kohta. See on pigem tehniline või kirjeldav termin, mida võib kohata majandustekstides, ajakirjanduses või ametlikes dokumentides. Sõnal puudub informaalne või kõnekeelne varjund - see ei ole slängisõna ega emotsionaalselt laetud väljend. Igapäevases kõnekeeles kasutatakse sagedamini lihtsalt sõna ""raha"" või ""paberraha"", kuid ""rahapaber"" on sobiv neutraalses või formaalses kontekstis."
raksus	vargil, varastamas	informaalsetes	"Sõna ""raksus"" tähenduses ""vargil, varastamas"" on slängisõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes kontekstides. See on argooliline väljend, mis on levinud pigem mitteametlikus suhtluses, noorte kõnepruugis ja võib-olla kuritegelikus slängis. Ametlikes tekstides või neutraalses keelekasutuses kasutatakse selle asemel pigem väljendeid nagu ""vargil käima"" või ""varastama"". Sõna ""raksus"" sellises tähenduses ei kuulu standardkeele sõnavarasse."
rets	kurjategija, kes pärast karistuse kandmist paneb toime uue kuriteo, paadunud kurjategija	informaalsetes	"Sõna ""rets"" antud tähenduses on slängisõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes kontekstides. See on lühend sõnast ""retsidivist"", mis on ametlik termin korduvkurjategija kohta. Lühendatud vormi ""rets"" võib kohata pigem vabamas suhtluses, foorumites, kommentaariumides või tegelaskõnes, kus kasutatakse argisemat keelt. Ametlikes või formaalsetes tekstides (nt õigusalastes dokumentides, uudistes) kasutatakse tavaliselt täispikka terminit ""retsidivist"" või neutraalsemaid väljendeid nagu ""korduvkurjategija""."
ruudune	pindalalt teatud arvu ruutmeetrite suurune	informaalsetes	Sõna 'ruudune' tähenduses 'pindalalt teatud arvu ruutmeetrite suurune' on pigem kõnekeelne ja informaalne väljend. Standardkeeles kasutatakse sellises kontekstis tavaliselt täpsemat väljendit 'ruutmeetri suurune' või 'x ruutmeetrit suur'. Näiteks informaalses kõnes võib kuulda 'see on 50 ruudune korter' formaalse 'see on 50 ruutmeetri suurune korter' asemel. Selline lühendatud vorm on tüüpiline informaalsele keelekasutusele, kus püütakse ökonoomsemalt väljenduda.
ruunama	isast hobust (täkku) vm isaslooma kastreerima	neutraalsetes/formaalsetes	"Sõna ""ruunama"" on veterinaarmeditsiini ja loomakasvatuse valdkonna termin, mida kasutatakse neutraalses või formaalses kontekstis, kui räägitakse isaslooma kastreerimisest. See on erialane termin, mida leiab põllumajanduse, veterinaarmeditsiini ja loomakasvatuse tekstides. Kuigi see on spetsiifiline termin, ei ole see slängisõna ega informaalne väljend, vaid pigem neutraalne erialatermin, mida kasutatakse asjalikus kontekstis, kui kirjeldatakse vastavat protseduuri."
saltser	tsingi lahustamisel soolhappega saadava ühendi vesilahus, mida kasutatakse erinevate metallide (nt raua, terase, vase) tinaga jootmisel või puidu immutamiseks	neutraalsetes/formaalsetes	Sõna 'saltser' on tehniline termin, mida kasutatakse peamiselt erialases kontekstis, näiteks keemia, metallurgia või puutöö valdkonnas. See on spetsiifiline keemiline aine, mille kirjeldus on teaduslik ja täpne. Selliseid tehnilisi termineid kasutatakse tavaliselt neutraalsetes või formaalsetes tekstides nagu õpikud, teadusartiklid, tehnilised juhendid või erialased käsiraamatud. Mul pole andmeid, mis viitaksid, et see oleks kõnekeelne või informaalsetes kontekstides laialdaselt kasutatav sõna.
samagonn	kodustes tingimustes valmistatud viin	informaalsetes	"Sõna ""samagonn"" on laensõna vene keelest (самогон) ja tähistab ebaseaduslikult või mitteametlikult kodus valmistatud alkoholi. Seda kasutatakse pigem kõnekeeles ja informaalsetes kontekstides nagu foorumid, blogid või vestlused. Ametlikus või formaalses keelekasutuses eelistatakse neutraalsemaid väljendeid nagu ""puskar"", ""koduviin"" või ""isetehtud alkohol"". Sõnal on teatav slängiline või argine varjund, mis viitab informaalsele kasutusele."
samasooihar	inimene, kes tunneb seksuaalset ja emotsionaalset tõmmet samast soost inimese vastu	informaalsetes	Sõna 'samasooihar' on pigem kõnekeelne ja kohati halvustava varjundiga väljend, mida kasutatakse enamasti informaalsetes kontekstides nagu kommentaariumid, foorumid või sotsiaalmeedia postitused. Neutraalsetes või formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid, uudised) kasutatakse tavaliselt neutraalsemaid termineid nagu 'homoseksuaal', 'gei', 'lesbi' või 'samasooliste suhetes olev inimene'. Sõna 'ihar' komponent viitab liigsele seksuaalsele ihale, mis annab sõnale negatiivse konnotatsiooni.
sedapsi	sedamoodi, niimoodi	informaalsetes	"Sõna ""sedapsi"" on kõnekeelne variant sõnadest ""sedamoodi"" või ""niimoodi"". See on tüüpiline kõnekeelne lühendatud vorm, mida kohtab peamiselt informaalsetes kontekstides nagu suuline kõne, sotsiaalmeedia postitused, foorumid ja muud vabama keelekasutusega keskkonnad. Ametlikus kirjakeeles või formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) eelistatakse tavaliselt standardseid vorme ""sedamoodi"" või ""niimoodi"". ""Sedapsi"" on seega selgelt informaalse registri sõna."
seebikas	peamiselt suhteid käsitlev (sentimentaalne, melodramaatiline) televisioonisari, milles on palju tegelasi ja tegevusliine ning mida näidatakse hrl igal argipäeval	informaalsetes	"Sõna ""seebikas"" on kõnekeelne lühend sõnast ""seebiooper"", mis viitab teatud tüüpi teleseriaalidele. See on slängisõna, mida kasutatakse peamiselt informaalsetes kontekstides nagu vestlused, sotsiaalmeedia, foorumid ja blogid. Formaalsetes tekstides (nt akadeemilistes artiklites, ametlikes dokumentides) kasutatakse pigem täispikka terminit ""seebiooper"" või neutraalsemat väljendit ""teleseriaal"". Sõna ""seebikas"" häälduslik vorm ja -kas liide viitavad samuti kõnekeelsusele."
seesamane	sama, seesama	neutraalsetes/formaalsetes	"Sõna ""seesamane"" on sünonüüm sõnadele ""sama"" ja ""seesama"", kuid see on mõnevõrra kirjanduslikum või formaalsem variant. Seda kasutatakse sageli kirjalikus keeles, ilukirjanduses ja ametlikumas kõnes. See ei ole tüüpiline informaalse kõnekeele sõna, vaid pigem neutraalse või formaalse registri väljend. Sõna ""seesamane"" on grammatiliselt korrektne ja sobib hästi ka ametlikesse tekstidesse, kuigi igapäevases kõnekeeles võidakse eelistada lühemaid vorme ""sama"" või ""seesama""."
seesamune	sama, seesama	informaalsetes	"Sõna ""seesamune"" on kõnekeelne variant sõnadest ""sama"" või ""seesama"". See esineb peamiselt informaalsetes kontekstides nagu vestlused, blogid ja sotsiaalmeedia. Sõna on moodustatud sõnast ""seesama"" koos kõnekeelse sufiksiga ""-mune"", mis annab sellele veidi familiaarse või mängulise varjundi. Formaalsetes tekstides (ametlikud dokumendid, teadusartiklid jne) kasutatakse tavaliselt neutraalseid vorme ""sama"" või ""seesama""."
sehkendama	millegagi tegevuses olema, siia-sinna liikudes askeldama	informaalsetes	"Sõna ""sehkendama"" on pigem kõnekeelne ja kasutatakse informaalsetes kontekstides. See on ekspressiivne, veidi familiaarse varjundiga tegusõna, mida kohtab sagedamini suulises kõnes, blogides, foorumites ja sotsiaalmeedia postitustes. Ametlikes dokumentides või akadeemilistes tekstides kasutataks selle asemel neutraalsemaid väljendeid nagu ""askeldama"", ""toimetama"" või ""tegelema"". Sõna kõlab veidi mänguliselt ja deskriptiivselt, mis on omane just informaalsele keelekasutusele."
sellane	selleaegne	informaalsetes	Sõna 'sellane' tähenduses 'selleaegne' on pigem kõnekeelne ja esineb informaalsetes kontekstides. See pole standardkeele osa ja seda võib kohata peamiselt vabamas suhtluses, foorumites, kommentaariumides ja muudes informaalsetes tekstides. Kirjakeeles ja formaalsetes tekstides kasutatakse tavaliselt sõna 'selleaegne' või muid täpsemaid väljendeid. 'Sellane' on lühenenud, mugandunud vorm, mis on omane just vabamale keelekasutusele.
sellane	selline, niisugune	informaalsetes	"Sõna ""sellane"" on kõnekeelne variant sõnast ""selline"" ning esineb peamiselt informaalsetes kontekstides. See on levinud suulises kõnes, internetisuhtluses, foorumites, kommentaariumides ja muudes mitteametlikes tekstides. Kirjakeeles ja formaalsetes tekstides (ametlikud dokumendid, teadusartiklid jms) kasutatakse üldjuhul normeeritud vormi ""selline"". ""Sellane"" võib esineda ka ilukirjanduses tegelaskõnes, kui autor soovib edasi anda kõnekeelset väljendusviisi."
semmima	kellegagi sõbrustama, teda meelitama, hrl millegi saavutamise nimel	informaalsetes	"Sõna ""semmima"" tähenduses ""kellegagi sõbrustama, teda meelitama, hrl millegi saavutamise nimel"" on pigem kõnekeelne ja informaalne väljend. See esineb sagedamini vabamas suhtluses, sotsiaalmeedia postitustes, foorumites ja muudes mitteametlikes kontekstides. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutatakse tavaliselt neutraalsemaid väljendeid nagu ""suhteid looma"", ""head läbisaamist taotlema"" või ""sõbralikke suhteid arendama"". ""Semmima"" kannab endas teatud familiaarsust ja vabama suhtlusstiili varjundit."
sihverplaat	(näo kohta)	informaalsetes	Sõna 'sihverplaat' kasutamine näo kohta on selgelt kõnekeelne ja humoorikas väljend. See on metafoorne ülekanne kella numbrilaualt inimese näole, mis on iseloomulik informaalsele keelekasutusele. Sellist väljendit kohtab pigem vabamas suhtluses, huumoris, slängis või kõnekeeles, mitte ametlikes või neutraalsetes tekstides. Formaalsetes kontekstides kasutatakse näo kohta neutraalseid sõnu nagu 'nägu' või 'pale'.
sihverplaat	kella, mõõteriista tunni- vm jaotisega osa	neutraalsetes/formaalsetes	"Sõna ""sihverplaat"" on tehniline termin, mida kasutatakse peamiselt kellassepatöös ja tehnikavaldkonnas. See on neutraalse registriga erialatermin, mis esineb nii neutraalsetes kui ka formaalsetes kontekstides, näiteks kellassepatöö kirjeldustes, kellade tehnilistes spetsifikatsioonides või muuseumide kataloogides. Kuigi see ei ole väga sagedane sõna igapäevases kõnekeeles, ei ole see ka spetsiifiliselt informaalne. Sõna päritolu on saksa keelest (Zifferblatt) ja see on eesti keeles kasutusel neutraalse tehnilise terminina."
siilipea	lühikeseks lõigatud püstjuuksed	neutraalsetes/formaalsetes	"Sõna ""siilipea"" tähenduses ""lühikeseks lõigatud püstjuuksed"" on üldlevinud ja neutraalne termin, mida kasutatakse nii igapäevases kõnepruugis kui ka formaalsemas kontekstis, näiteks juuksurisalongide teenuste kirjeldustes või ajakirjanduses. See ei ole slängiline ega eriti informaalne väljend, vaid pigem tavaline kirjeldav sõna teatud soengutüübi kohta. Sõna on piisavalt levinud ja neutraalse konnotatsiooniga, et seda võib kasutada ka formaalsemas kontekstis."
sindrima	leebe kirumissõna, mida kasutatakse kellegi või millegi üle pahandades, kedagi sarjates, harva ka tunnustades	informaalsetes	"Sõna ""sindrima"" on leebe kirumissõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes suhtlusolukordades. See esineb tõenäoliselt blogides, foorumites, sotsiaalmeedia postitustes ja tegelaste otsekõnes, kus väljendatakse emotsioone vabamalt. Kuna tegemist on kirumissõnaga, isegi kui leebega, ei sobi see neutraalsesse või formaalsesse keelekasutusse. Formaalsetes tekstides (ametlikud dokumendid, akadeemilised tekstid jms) välditakse tavaliselt selliseid emotsionaalseid väljendeid."
sitane	räpane, väga määrdunud, mustusega või sitaga koos	informaalsetes	Sõna 'sitane' on selgelt madalstiilne ja vulgaarne, kuna see on tuletatud sõnast 'sitt', mis on eesti keeles vulgaarne väljend väljaheite kohta. Seda kasutatakse peamiselt informaalsetes kontekstides nagu kõnekeel, sotsiaalmeedia, foorumid või ilukirjanduses tegelaste otsekõne. Formaalsetes või neutraalsetes tekstides (nt ametlikud dokumendid, uudised, teadusartiklid) kasutataks selle asemel neutraalsemaid sünonüüme nagu 'määrdunud', 'räpane' või 'must'. Sõna 'sitane' kasutamine formaalses kontekstis oleks ebasobiv ja võiks mõjuda lugejale solvavalt.
sitaratas	(sõimusõna)	informaalsetes	Sõna 'sitaratas' on sõimusõna, mis sisaldab vulgaarset sõna 'sit-' (sõnast 'sitt'). Sõimusõnad ja vulgaarsed väljendid kuuluvad üldiselt informaalsesse keelekasutusse. Sellist sõna kasutatakse tõenäoliselt kõnekeeles, internetikommentaarides, sotsiaalmeedia postitustes ja muudes mitteametlikes suhtluskontekstides. Formaalsetes või neutraalsetes tekstides (nt ametlikud dokumendid, uudised, akadeemilised tekstid) välditakse tavaliselt selliseid sõimusõnu, välja arvatud juhul, kui neid tsiteeritakse või analüüsitakse.
sittuma	päraku kaudu väljaheiteid, rooja väljutama	informaalsetes	"Sõna ""sittuma"" on selgelt vulgaarne väljend, mida kasutatakse peamiselt informaalsetes kontekstides nagu kõnekeel, sotsiaalmeedia, foorumid või ilukirjanduses tegelaste kõne kaudu. Neutraalsetes või formaalsetes tekstides (nt teadusartiklid, ametlikud dokumendid, uudised) kasutatakse sama füsioloogilise protsessi kirjeldamiseks eufemisme või neutraalseid meditsiinilisi termineid nagu ""roojama"", ""väljaheidet eritama"" või ""defekeerima"". ""Sittuma"" on tugeva emotsionaalse laenguga sõna, mis ei sobi ametlikku või neutraalsesse keelekasutusse."
sogama	segast juttu rääkima, millegi kohta vassima, fakte moonutama	informaalsetes	"Sõna ""sogama"" tähenduses ""segast juttu rääkima, vassima, fakte moonutama"" on pigem kõnekeelne väljend, mida kohtab sagedamini informaalsetes kontekstides nagu sotsiaalmeedia postitused, kommentaariumid, foorumid ja igapäevane suhtlus. See on kujundlik ja veidi halvustava tooniga sõna, mida kasutatakse, kui keegi räägib ebaselgelt või püüab tõde varjata. Formaalsetes tekstides (ametlikud dokumendid, akadeemilised tekstid) kasutatakse tavaliselt neutraalsemaid väljendeid nagu ""eksitavat informatsiooni jagama"", ""fakte moonutama"" või ""ebaselgelt väljenduma""."
sosku	lutipudel või lutt	informaalsetes	"Sõna ""sosku"" tähenduses ""lutipudel või lutt"" on selgelt kõnekeelne ja hellitav sõna, mida kasutatakse peamiselt informaalsetes kontekstides. See on tüüpiline näide lapsekeelest või lastega suhtlemisel kasutatavast sõnavarast, mis esineb eelkõige pereringis, blogides, foorumites ja sotsiaalmeedia postitustes, kus vanemad jagavad oma kogemusi. Neutraalses või formaalses kontekstis (nt meditsiinilistes tekstides, ametlikes dokumentides) kasutatakse tavaliselt neutraalseid termineid nagu ""lutt"" või ""lutipudel""."
