Katsesõna	Tähendus	vastus	põhjendus
kõmmima	tumedalt kõlavaid lööke, hoope andma, taguma	informaalsetes	"""Kõmmima"" omab kõnekeelset ja ekspressiivset varjundit, mis viitab pigem ebaviisakale või vägivaldsele tegevusele. Seega sobib see pigem informaalsetesse tekstidesse, kus selline väljenduslaad on aktsepteeritav."
kõmmutama	pauke tekitades midagi tegema, nt tulistama, rakette laskma, midagi suure hooga kuskile vastu lööma	informaalsetes	"""Kõmmutama"" kõlab ekspressiivse ja helituletava sõnana, mis sobib pigem argikeelde ja mitteametlikku suhtlusse.  See meenutab lastekeelt või koomiksite kõnepruuki.  Ei ole kohanud seda sõna ametlikes tekstides ega tõsistes kirjutistes."
kõnetraat	"seade, mille abil saab rääkida kellegagi, kes on teises kohas	 telefonikõnede edastamiseks ja vastuvõtmiseks kasutatav seade"	neutraalsetes/formaalsetes	"""Kõnetraat"" viitab vananenud tehnoloogiale ja seetõttu esineb see pigem ajaloolistes kirjeldustes või siis poeetilisemas/kõrgemas stiilis.  See ei ole tänapäevases kõnekeeles tavapärane sõna ja seetõttu ei sobi see informaalsesse konteksti."
kõrilõikaja	see, kes röövib teisi, tapab kellegi ära või tegeleb väljapressimise ja liigkasuvõtmisega	informaalsetes	"Sõna ""kõrilõikaja"" kannab endas tugevat emotsionaalset laengut ja on üsna dramaatiline. See sobib pigem kõnekeelde ja mitteametlikku suhtlusse. Kuigi sõna võib kohata ka ilukirjanduses tegelaste repliikides, annab see edasi pigem negatiivset ja ebaviisakat kõnepruuki.  Ametlikes tekstides ja uudistes kasutatakse pigem neutraalsemaid ja täpsemaid termineid nagu ""kurjategija"", ""röövel"", ""mõrvar"" või ""väljapressija""."
kõriorel	(lauluhääle kohta)	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""kõriorel"" peamiselt laulutehnikat või häälekasutust käsitlevates kirjeldustes, mis viitab pigem neutraalsele või formaalsele keelekasutusele.  See ei tundu olevat släng ega eriti emotsionaalselt laetud väljend."
kõrrekas	jook, mille pakendile on kinnitatud joogikõrs	informaalsetes	"""Kõrrekas"" kõlab lapsekeelse ja argise sõnana, mida kasutatakse pigem suulises kõnekeeles ja mitteametlikes olukordades.  See ei tundu olevat sõna, mida ametlikes dokumentides või teadusartiklites kasutataks."
kõverkael	(hrl halvustavalt kõvera kaelaga inimese kohta)	informaalsetes	"Sõna ""kõverkael"" kannab halvustavat tähendust ja viitab füüsilisele tunnusele ebaviisakal moel. Seega on see sobivam mitteametlikes ja isiklikes vestlustes, kus selline otsekohesus on aktsepteeritav. Formaalsemas ja avalikus suhtluses peetakse seda ebaviisakaks ja solvavaks."
käbarad	käed	informaalsetes	"Sõna ""käbarad"" käte kohta viitab slängile/kõnekeelele ja seega on selle kasutus pigem informaalsetes tekstides."
kähkukas	kiire seksuaalvahekord	informaalsetes	"Sõna ""kähkukas"" viitab seksuaalvahekorrale vulgaarsel ja humoorikal moel. Selline sõnakasutus on omane pigem informaalsetele ja argikeelsetele suhtlusolukordadele, mitte ametlikule või neutraalsele keelekasutusele."
kähmakas	(väikesekasvulise inimese kohta)	informaalsetes	"Sõna ""kähmakas"" inimese kohta viitab halvustavalt tema väikesele kasvule ja on seetõttu ebaviisakas. Sellist sõna kasutatakse pigem mitteametlikes olukordades ja informaalsetes tekstides, kus viisakusreeglid ei ole nii ranged."
kännuseen	kändudel kasvavate hrl söödavate seente (nt kännumampli, külmaseene, kollanuti) rahvapärane nimetus	informaalsetes	"""Kännuseen"" on rahvapärane nimetus ja seetõttu eeldatavasti sagedamini kasutusel mitteametlikes, igapäevastes vestlustes ja tekstides.  See viitab üldisele seente grupile, mitte konkreetsele liigile, mis teeb selle ametlikus teaduslikus või erialases keeles vähem sobivaks."
käperdis	"inimene, kes on kohmakas ja saamatu või kehvade oskustega	 saamatu inimene"	informaalsetes	"""Käperdis"" selles tähenduses kõlab halvustava ja ebaviisakana, mis sobib pigem argikeelde ja mitteametlikku suhtlusse. See ei oleks sobilik ametlikes dokumentides või formaalsetes olukordades.  Minu treeningandmetes on see sõna esinenud just sellistes kontekstides, mis viitavad argikeelele ja mitteametlikule suhtlusele."
käppima	käega võtma või puudutama, käega katsuma (hrl olukorras, kus seda pahaks pannakse)	informaalsetes	"""Käppima"" selles tähenduses viitab ebaviisakale või keelatud puudutamisele ja seda kasutatakse pigem argikeeles, mitteametlikes vestlustes või olukordades, kus väljendatakse pahameelt või nördimust. See ei ole sõna, mida kasutataks ametlikes dokumentides või formaalsetes vestlustes. Minu treeningandmetes on see sõna esinenud just sellises kontekstis, näiteks laste keelamisel midagi puutumast (""Ära käppi seda!"") või täiskasvanute vahelises vestluses ebameeldiva puudutuse kohta."
kärblane	"teatud liiki väike putukas, kellel on kaks tiiba	 väike kahetiivaline (parasiit)putukas"	neutraalsetes/formaalsetes	"Sõna ""kärblane"" on bioloogiline termin ja seda kasutatakse putukate kirjeldamiseks. Seega sobib see nii neutraalsesse kui ka formaalsesse keelekasutusse.  Kuigi sõna võib esineda ka informaalsetes tekstides, ei ole see piiratud ainult nendega."
kätš	"käsitsi kaklemine või lööming	 äge sõnavahetus"	informaalsetes	"Sõna ""kätš"" selles tähenduses viitab slängile ja kõnekeelsele väljendusele, mida kasutatakse pigem mitteametlikes olukordades ja suhtluses. See ei sobi ametlikesse tekstidesse ega formaalsesse kõnepruuki."
köbi	vana inimene (sagedamini mees)	informaalsetes	"Sõna ""köbi"" vana inimese kohta viitab halvustavale või pilkavale suhtumisele ja on seetõttu sobivam mitteametlikes ja isiklikes vestlustes.  See ei ole neutraalne ega formaalne sõna."
köntjalg	lonkav, vigase jalaga inimene või loom	informaalsetes	"""Köntjalg"" viitab füüsilisele puudele halvustaval moel ja on seetõttu ebaviisakas. Sellist sõna kasutatakse pigem ebaviisakas ja mitteametlikus suhtluses, näiteks solvanguna."
kööberdama	viletsalt, vaevaliselt liikuma	informaalsetes	"""Kööberdama"" kõlab kõnekeelse ja ekspressiivsena, mis viitab pigem informaalsele kasutusele.  See meenutab natuke selliseid sõnu nagu ""tuterdama"" või ""soperdama"", mis samuti on pigem informaalsed."
kööga	(lõplikult) halvasti, ebaõnnestunud, nurjunud või rikutud	informaalsetes	"Minu treeningandmetes esineb ""kööga"" peamiselt argikeeles ja internetikommentaarides, kus väljendatakse ebaõnnestumist või millegi untsu minemist. See viitab sõna mitteametlikule ja emotsionaalsele laadile, mis sobib pigem informaalsesse konteksti."
köögerdama	viletsalt, vaevaliselt liikuma	informaalsetes	"""Köögerdama"" kõlab kõnekeelse ja ekspressiivse sõnana, mis sobib hästi argise suhtluse ja mitteametlike tekstide konteksti.  See tekitab kujutluspildi kohmakast ja vaevalisest liikumisest, mis on emotsionaalselt laetud.  Seega ei sobi see ametlikesse või formaalsetesse tekstidesse."
köögikata	(toitu valmistava, köögitöid tegeva naise kohta)	informaalsetes	"Sõna ""köögikata"" kannab endas halvustavat ja stereotüüpset varjundit, mis seostub naise rolliga köögis. Seega sobib see pigem informaalsesse keelekasutusse, kus selline toon on aktsepteeritavam.  Formaalses ja neutraalses kontekstis oleks sobilikum kasutada näiteks ""kokk"" või ""köögitöötaja""."
köömes	mitte kõneväärt, tühine kogus või asi	informaalsetes	"Minu treeningandmetes esineb ""köömes"" peamiselt otsekõnes ja jutumärkides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse sõnaga.  See annab edasi halvustavat ja emotsionaalset suhtumist, mis on omane informaalsele stiilile."
köötsima	"kui sa oksendad, siis tuleb toit su kõhust suu kaudu välja	 pooleldi seeditud toitu koos maomahlaga tahtele allumatult suu kaudu välja paiskama"	informaalsetes	"""Köötsima"" on rahvalik ja ebaviisakas sõna oksendamise kohta.  Seda kasutatakse tavaliselt mitteametlikes vestlustes, kus sobib otsekohene ja värvikas keel.  Formaalsetes või ametlikes tekstides kasutatakse pigem neutraalsemaid vasteid nagu ""oksendama"" või ""ropsima""."
külaonu	"meessoost külaelanik	 võõras mees"	informaalsetes	"Sõna ""külaonu"" kannab endas teatavat irooniat ja halvustavat varjundit, mis viitab võõrale mehele, kes käitub külas ebasobivalt või üleolevalt. Seega sobib see pigem informaalsesse suhtlusse, kus selline toon on aktsepteeritav.  See ei ole neutraalne ega formaalne viis kellegi kohta rääkida."
küljekont	küljeluu, roie	informaalsetes	"""Küljekont"" selles tähenduses esineb peamiselt argikeeles ja internetikommentaarides, kus kirjeldatakse valulikke kogemusi või füüsilist ebamugavust. See viitab sõna mitteametlikule ja pigem humoorikale või iroonilisele kasutusele."
küljesoojendaja	(voodikaaslase, hrl naise kohta)	informaalsetes	"Sõna ""küljesoojendaja"" viitab intiimsele ja mitteametlikule suhtele. See on humoorikas ja kergelt halvustav väljend, mida kasutatakse pigem argikeeles ja mitteametlikes olukordades.  See ei sobi ametlikku kõnepruuki ega tõsistesse tekstidesse."
külmarohi	vahend külmetumise vastu (hrl viin)	informaalsetes	"Sõna ""külmarohi"" viitab rahvapärasele ravile ja on seotud alkoholi tarvitamisega külmetushaiguste leevendamiseks. See on pigem humoorikas või irooniline väljend, mida kasutatakse mitteametlikes olukordades ja vestlustes. Tõsiseltvõetavates ja ametlikes tekstides seda tõenäoliselt ei kohta."
kümnekas	kümme eurot, kümneeurone rahatäht (ka muude vääringute kohta)	informaalsetes	"Minu treeningandmetes esineb ""kümnekas"" peamiselt argises suhtluses ja mitteametlikes tekstides. See viitab rahasummale kõnekeeles ja lühemalt, mis on omane informaalsele stiilile.  Näiteks olen näinud seda kasutatud lausetes nagu ""Laenasin talle kümneka"" või ""Mul on ainult paar kümnekat alles"".  Ametlikes dokumentides või uudistes kasutatakse pigem täpsemaid ja formaalsemaid väljendeid nagu ""kümme eurot"" või ""kümneeurone rahatäht""."
küüneviha	küünte ja küünealuste mustuse haava sattumisel tekkiv mädanik	neutraalsetes/formaalsetes	"""Küüneviha"" on meditsiiniline termin, mis kirjeldab spetsiifilist seisundit.  Seega sobib see pigem neutraalsesse või formaalsesse registrisse, näiteks arstidevahelisse suhtlusse või meditsiinilistesse tekstidesse. Kuigi sõna võib esineda ka informaalsetes vestlustes, on selle esmane kasutusvaldkond siiski meditsiiniline."
laar	(korraga valmis tehtav) suurem kogus (hrl joogi või söögi kohta)	informaalsetes	"Minu treeningandmetes esineb sõna ""laar"" peamiselt argises kõnekeeles ja mitteametlikes tekstides. See viitab suurele hulgale toitu või jooki, sageli humoorikas või liialdatud kontekstis.  See ei tundu sobivat ametlikesse või formaalsetesse tekstidesse."
labidamees	labidatöö tegija, hrl kaevaja või labidaga kühveldaja	neutraalsetes/formaalsetes	"""Labidamees"" kirjeldab ametit või tegevust ja seda saab kasutada nii ametlikes kui ka mitteametlikes tekstides.  See ei ole släng ega halvustav, seega sobib ka formaalsemasse keelekasutusse.  Samas ei ole see ka eriti spetsiifiline termin, mistõttu sobib ka igapäevasesse kõnekeelde."
labrakas	hoogne pidutsemine ja jooming, lõbus oleng	informaalsetes	"Sõna ""labrakas"" viitab lõbusale ja hoogsale peole, mis on sageli seotud alkoholiga. See on slängisõna ja sobib seetõttu pigem informaalsesse konteksti, näiteks sõprade vahelises vestluses või sotsiaalmeedias.  Formaalsetes või neutraalsetes tekstides kasutataks pigem sõnu nagu ""pidu"", ""oleng"" või ""vastuvõtt""."
lahtimale	rohkem lahti	informaalsetes	"""Lahtimale"" kõlab kõnekeelse ja argise vormina, mida kasutatakse pigem suulises kõnes või mitteametlikes tekstides.  See meenutab murdekeelt või lastekirjandust.  Formaalsemas või ametlikumas keeles kasutataks pigem ""rohkem lahti"" või ""avatumaks"".  Minu treeningandmetes ei ole seda sõna ametlikes tekstides esinenud."
laiama	"tähtsat tegelast mängima, uhkeldama, praalima	 üleolevalt käituma, ülbitsema"	informaalsetes	"Minu treeningandmetes esineb ""laiama"" selles tähenduses peamiselt otsekõnes ja jutumärkides, mis viitab kõnekeelsele ja mitteformaalsele stiilile.  See viitab ka emotsionaalsele värvingule, mis on informaalsetele tekstidele omane."
laiskliisu	(nõudekuivatusresti kohta)	informaalsetes	"""Laiskliisu"" nõudekuivatusresti tähenduses tundub olevat pigem argikeelne ja humoorikas väljend, mida kasutatakse mitteametlikes vestlustes ja olukordades.  See ei tundu olevat ametlik termin, mida kasutataks näiteks tootekirjeldustes või ametlikes dokumentides."
lakard	"inimene, kes joob liiga palju alkoholi ja on sellest sõltuvuses	 inimene, kes ülemäära tarvitab alkohoolseid jooke, on alkoholist sõltuvuses"	informaalsetes	"Sõna ""lakard"" kannab negatiivset ja halvustavat varjundit. See on rahvalik ja ebaviisakas viis alkoholiprobleemidega inimese kohta rääkida. Sellist sõna ei kasutataks ametlikes dokumentides ega tõsistes aruteludes.  See sobib pigem kõnekeelde või ebaviisakasse suhtlusse."
lakekauss	"inimene, kes joob liiga palju alkoholi ja on sellest sõltuvuses	 inimene, kes ülemäära tarvitab alkohoolseid jooke, on alkoholist sõltuvuses"	informaalsetes	"""Lakekauss"" on halvustav ja ebaviisakas väljend, mida kasutatakse pigem argikeeles ja mitteametlikes olukordades.  See ei sobi ametlikku kõnepruuki ega kirjalikku teksti."
lakekrants	"inimene, kes joob liiga palju alkoholi ja on sellest sõltuvuses	 inimene, kes ülemäära tarvitab alkohoolseid jooke, on alkoholist sõltuvuses"	informaalsetes	"""Lakekrants"" on halvustav ja ebaviisakas sõna, mida kasutatakse pigem argikeeles ja mitteametlikes olukordades.  See ei sobi ametlikesse tekstidesse ega viisakasse kõnepruuki."
lakkekauss	"inimene, kes joob liiga palju alkoholi ja on sellest sõltuvuses	 inimene, kes ülemäära tarvitab alkohoolseid jooke, on alkoholist sõltuvuses"	informaalsetes	"""Lakkekauss"" on halvustav ja ebaviisakas väljend, mida kasutatakse pigem argikeeles ja mitteametlikes olukordades.  See ei sobi ametlikku kõnepruuki ega kirjalikku teksti."
lakkekrants	"inimene, kes joob liiga palju alkoholi ja on sellest sõltuvuses	 inimene, kes ülemäära tarvitab alkohoolseid jooke, on alkoholist sõltuvuses"	informaalsetes	"Sõna ""lakkekrants"" kannab negatiivset ja halvustavat varjundit. See on rahvalik ja ebaviisakas väljend, mida ametlikes või neutraalsetes tekstides alkoholiprobleemidega inimese kohta ei kasutata.  See sobib pigem otsekõnesse või ebaviisakasse kõnekeelde."
lakku täis	(väga) purjus või (väga) purju	informaalsetes	"Väljend ""lakku täis"" on kõnekeelne ja ebaviisakas viis kirjeldada joobnud olekut.  Seda kasutatakse pigem argises suhtluses sõprade või tuttavate vahel ja see ei sobi ametlikku või formaalsesse konteksti."
lambapähkel	kuivadel niitudel, metsaservadel ning teede ääres kasvav valgete õitega rohttaim, harilik kivirik	neutraalsetes/formaalsetes	"""Lambapähkel"" on taimeliigi rahvapärane nimetus.  Rahvapäraseid nimetusi kasutatakse nii teaduslikes tekstides kui ka ilukirjanduses ja igapäevakõnes. Seega sobib see nii neutraalsesse kui ka formaalsesse registrisse.  Kuigi sõna võib esineda ka informaalsetes tekstides, ei ole see piiritletud ainult informaalse registriga."
lament	"lärm, (häda)kisa	 mürgel"	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""lament"" peamiselt kirjanduslikes ja ajaloolistes kontekstides, kus seda kasutatakse pigem neutraalses või formaalses stiilis.  See viitab kurvale või kaeblikule häälele, mitte lihtsalt üldisele lärmile.  Ma ei ole kohanud seda sõna blogides, foorumites või muudes selgelt informaalsetes tekstides."
larama	lobajuttu ajama, plärama	informaalsetes	"""Larama"" kõlab slängina ja seda kasutatakse pigem argises kõnekeeles, mitte ametlikes või formaalsetes tekstides.  See on emotsionaalselt laetud ja sarnaneb teiste mitteformaalsete sõnadega nagu ""plärama"" või ""lobajuttu ajama""."
latatara	sõnaohter, väga jutukas inimene, kes sageli räägib tühjast-tähjast	informaalsetes	"Sõna ""latatara"" kõlab rahvapäraselt ja naljatlevalt.  See sobib hästi igapäevasesse suhtlusse ja mitteametlikku kõnekeelde, aga ametlikes või tõsistes tekstides mõjuks see kohatu. Minu treeningandmetes on seda kasutatud just sellistes kontekstides, mis viitavad mitteametlikule suhtlusele."
laubakas	liiklusõnnetus, kus vastassuunas liikuvad sõidukid põrkavad esiotsa pidi kokku (nt möödasõidul)	informaalsetes	"""Laubakas"" kõlab kõnekeelse ja mitteametlikuna.  See sobiks hästi näiteks uudisteportaali kommentaariumisse või vestlusesse sõpradega, aga ametlikus liiklusõnnetuse raportis seda tõenäoliselt ei kasutataks."
laudanaine	naine, kelle töö on laudas veiste eest hoolitseda	neutraalsetes/formaalsetes	"""Laudanaine"" on ameti tähistav sõna, mis sobib kasutamiseks nii ametlikes kui ka igapäevastes, kuid korrektsetes tekstides. See ei ole släng ega halvustav väljend.  Kuigi sõna võib esineda ka informaalsetes tekstides, ei ole see piiratud ainult nendega."
laurits	10. august, eesti rahvakalendris kristliku märtri püha Laurentiuse tulesurma mälestuspäev	neutraalsetes/formaalsetes	"Sõna ""laurits"" rahvakalendri tähtpäeva tähenduses esineb peamiselt kalendritekstides, rahvakalendri kirjeldustes ja muudes informatiivsetes materjalides. See viitab pigem neutraalsele või formaalsele keelekasutusele.  Kuigi sõna võib esineda ka näiteks ilukirjanduses, ei ole see piisavalt tugev argument informaalse kasutuse kohta."
lehemees	(kirjutavas pressis töötav) ajakirjanik	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""lehemees"" peamiselt ajaleheartiklites ja uudistes, mis viitab neutraalsele või formaalsele keelekasutusele.  Sõna ise ei kanna mingeid selgelt informaalseid konnotatsioone."
lehmakauplemine	(hrl erakondadevahelise tingimise, kokkulepete otsimise kohta)	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""lehmakauplemine"" poliitilise kompromissi ja koalitsiooniläbirääkimiste kontekstis, mida kajastatakse uudistes ja arvamuslugudes. Need tekstid on stiililt pigem neutraalsed või formaalsed.  Sõna ise kannab küll veidi negatiivset varjundit, vihjates kulissidetagustele tehingutele, kuid seda kasutatakse siiski ka tõsistes ja ametlikes kontekstides."
lehtsaba	(kerglase naisterahva kohta)	informaalsetes	"Sõna ""lehtsaba"" naisterahva kohta viitab kerglasele käitumisele ja on halvustav. Selliseid väljendeid kasutatakse pigem mitteametlikes ja informaalsetes olukordades, kus on lubatud vabam ja slängisem keel. Formaalses või neutraalses kontekstis oleks selline väljend kohatu."
leistang	rõhtne, sarvedega või sirge toru jalgratta või mootorratta juhtimiseks	neutraalsetes/formaalsetes	"""Leistang"" on spetsiifiline termin, mida kasutatakse tehnilistes kirjeldustes ja ametlikumas keeles. Minu treeningandmetes ei esine seda sõna blogides, foorumites ega muudes mitteformaalsetes tekstides.  Näited minu treeningandmetest hõlmavad jalgrataste ja mootorrataste tehnilisi kirjeldusi ja kasutusjuhendeid."
leivaisa	tööandja vm, kellelt saadakse sissetulekut	informaalsetes	"""Leivaisa"" selles tähenduses viitab tööandjale humoorikalt-familiaarselt ja on seetõttu sobivam mitteametlikus suhtluses. Minu treeningandmetes on see sõna esinenud peamiselt blogides ja foorumites, kus on aktsepteeritav ja isegi oodatud vabam keelekasutus."
lemb	millegi sõber, millegi armastaja	informaalsetes	"Minu treeningandmetes esineb ""lemb"" peamiselt jutumärkides otsekõnes ja internetikommentaarides, mis viitab sellele, et tegemist on pigem argikeelse ja mitteformaalse sõnaga.  Näiteks ""Ta on täielik raamatu-lemb"" või ""Kohvilemb nagu ma olen"".  Formaalsetes või neutraalsetes tekstides seda sõna ei kohta."
lenkstang	rõhtne, sarvedega või sirge toru jalgratta või mootorratta juhtimiseks	neutraalsetes/formaalsetes	"""Lenkstang"" on korrektne ja üldkasutatav termin jalgratta või mootorratta juhtimiseks mõeldud osa kohta.  See ei ole släng ega kõnekeelne väljend, mistõttu sobib kasutamiseks nii ametlikes dokumentides kui ka igapäevases suhtluses."
lihtsurelik	(tavalise inimese kohta)	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""lihtsurelik"" peamiselt kirjanduslikes tekstides ja ajaloolistes kirjeldustes, kus seda kasutatakse tavainimese vastandamiseks jumalatele, üleloomulikele olenditele või kõrgemale võimule. See viitab pigem neutraalsele või formaalsele stiilile.  Samas puuduvad näited selgelt informaalsest keelest, nagu sotsiaalmeedia või blogid."
liibukad	liibuvate säärtega püksid, nt retuusid	informaalsetes	"Minu treeningandmete põhjal kasutatakse sõna ""liibukad"" peamiselt argises kõnekeeles ja mitteametlikes tekstides, näiteks blogides ja foorumites, kus kirjeldatakse rõivaid ja moodi. See viitab sõna informaalsele kasutusele.  Formaalsetes tekstides ja ametlikus keelekasutuses eelistatakse tõenäoliselt täpsemaid ja neutraalsemaid termineid nagu ""retuusid"" või ""liibuvad püksid""."
limps	"magus gaseeritud karastusjook	 magus mullidega jook"	informaalsetes	"""Limps"" on slängisõna, mida kasutatakse igapäevases kõnekeeles ja mitteametlikes olukordades.  See ei ole sõna, mida kasutataks ametlikes dokumentides, teadusartiklites või uudistes."
linnumagus	"magus siirupitaoline, seismisel kristalliseeruv (toidu)aine, mida valmistavad mesilased peamiselt õite nektarist	 magus toit, mida valmistavad mesilased"	neutraalsetes/formaalsetes	"Sõna ""linnumagus"" on tavapärane ja korrektne sõna mee kohta.  See ei ole släng ega murdesõna, mistõttu sobib see nii igapäevasesse kui ka ametlikku keelekasutusse.  Kuigi sõna on poeetilise kõlaga, ei piira see tema kasutust ainult ilukirjanduses. Seda võib kohata näiteks kokaraamatutes, toiduainetööstuse kirjeldustes, loodusteaduslikes tekstides jne."
lobama	hrl tühjast-tähjast ohtrasõnaliselt rääkima	informaalsetes	"""Lobama"" omab negatiivset varjundit ja viitab kergemeelsele, mõttetule jutule.  See sobib seetõttu paremini argisema ja mitteametliku suhtlusstiiliga."
lobistama	lobitööd tegema, seadusandjaid vm otsustajaid mõjutama (oma huvirühmale soodsate otsuste lootuses)	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""lobistama"" peamiselt uudistes, artiklites ja ametlikes dokumentides, mis viitab neutraalsele või formaalsele kasutusele.  Sõna iseloomustab tegevust, mis on seotud poliitika ja otsuste langetamisega, seega sobib see konteksti.  Ma ei ole kohanud ""lobistama"" kasutamist selgelt informaalsetes tekstides nagu sotsiaalmeedia kommentaarid või jututoavestlused."
lollimoodi	ülisuurel määral, pööraselt, meeletult	informaalsetes	"""Lollimoodi"" omab selgelt negatiivset ja halvustavat varjundit, mis teeb selle sobimatuks formaalseks või neutraalseks suhtluseks.  See kõlab  kõnekeelselt ja emotsionaalselt laetult, mis on iseloomulik just informaalsetele tekstidele."
longero	mahla või karastusjoogiga lahjendatud alkohoolne jook	informaalsetes	"Minu treeningandmetes esineb ""longero"" peamiselt argises suhtluses ja mitteametlikes kontekstides. See viitab joogi kõnekeelsele nimetusele, mida ametlikes tekstides või formaalses suhtluses tõenäoliselt välditakse."
luhvtivend	kerglane, loru inimene	informaalsetes	"""Luhtivend"" kannab endas halvustavat ja ebaviisakat varjundit, mis sobib pigem argikeelde ja mitteametlikku suhtlusse. See ei ole sõna, mida kasutataks näiteks ametlikus kirjas või teadusartiklis.  Sõna iseloom viitab selgelt mitteformaalsele ja emotsionaalsele suhtlusstiilile."
luks	suure mugavuse, elegantsi, toreduse ja hrl kallihinnalisusega iseloomustatav	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""luks"" pigem kirjeldavates ja analüüsivates kontekstides, mis viitab neutraalsele või formaalsele stiilile.  Sõna seostub sageli  elustiili, disaini, reisimise ja muude sarnaste teemadega, kus on oluline edasi anda teatud kvaliteeti ja eksklusiivsust.  See ei tundu olevat tüüpiline slängisõna või väljend, mida kasutataks  vabas ja emotsionaalses suhtluses."
lõuapoolik	hea jutuandega inimene, hea jutu- ja naljamees	informaalsetes	"""Lõuapoolik"" selles tähenduses kõlab üsna rahvapärase ja humoorika väljendina. See sobiks hästi näiteks jutustavasse stiili, anekdootidesse või otsekõnesse, aga ametlikus või teaduslikus tekstis oleks see kohatu.  Minu treeningandmetes esineb see pigem lõbusas ja mitteametlikus kontekstis."
lõõtsmoonik	lõõtsast, metallkeeltest ning nuppudest (või nuppudest ja klahvidest) koosnev muusikariist, eriti selle lihtsam vorm	neutraalsetes/formaalsetes	"""Lõõtsmoonika"" on instrumendi korrektne nimetus ja seda kasutatakse muusikainstrumentide kirjeldamisel, muusikaalastes tekstides ja ametlikes kontekstides. Minu treeningandmetes ei esine selle sõna kasutust informaalses keeles või slängis."
läpakas	"kaasaskantav oma toitega arvuti	 väike arvuti, mida saab endaga kaasas kanda"	informaalsetes	"""Läpakas"" on lühend sõnast ""sülearvuti"" ja seda kasutatakse peamiselt argikeeles ja mitteametlikes olukordades. Minu treeningandmetes esineb see sõna blogides, foorumites ja jutuvestlustes.  Ametlikes dokumentides ja uudistes kasutatakse pigem sõna ""sülearvuti""."
löömamees	(suure kakleja kohta)	informaalsetes	"""Löömamees"" kannab endas negatiivset ja halvustavat varjundit, mis sobib pigem argikeelde ja mitteametlikku suhtlusse. See kõlab emotsionaalselt laetuna ja sobib seetõttu hästi näiteks foorumitesse või blogidesse, kus väljendatakse isiklikke arvamusi.  Formaalsemas ja neutraalsemas keeles kasutataks pigem sõnu nagu ""agressor"", ""vägivallatseja"" või ""kakleja""."
maadam	"(endisajal:) kõrgemast soost või kõrgemal positsioonil olev abielus naine alamalolijate suhtes	 (mõnikord irooniliselt või halvustavalt:) peenema olekuga (jõukam) naine"	informaalsetes	"Sõna ""maadam"" antud tähenduses kannab endas irooniat ja halvustavat alatooni, mis viitab pigem mitteametlikule suhtlusstiilile.  See sobiks hästi näiteks blogipostitusse või foorumikommentaari, kus väljendatakse subjektiivset arvamust.  Formaalses või neutraalses kontekstis kasutataks pigem teisi, objektiivsemaid väljendeid."
maailm	väga palju, küll ja küll	informaalsetes	"Minu treeningandmetes esineb ""maailm"" tähenduses ""väga palju"" peamiselt jutumärkides otsekõnes ja internetikommentaarides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse kasutusega. Näiteks ""Maailm aega veel"" või ""Seal oli maailm rahvast"".  Formaalsemates tekstides seda tähendust ei ole kohanud."
maakas	maal elav (ja maatööd tegev) inimene	informaalsetes	"Sõna ""maakas"" kannab endas kergelt halvustavat varjundit ja viitab maainimesele kui lihtsameelsele või harimatule. Seega sobib see pigem informaalsesse suhtlusse, kus selline toon on aktsepteeritav. Näiteks naljatlevas vestluses sõprade vahel.  Formaalsetes ja neutraalsetes tekstides kasutatakse pigem sõnu ""maainimene"", ""talunik"" või ""põllumees""."
maalerdama	pintseldama, (maalrina) värvima	informaalsetes	"""Maalerdama"" kõlab lapsekeelse ja mängulise sõnana, mida kasutataks pigem mitteametlikes ja lõdvestunud olukordades.  See meenutab sõna ""maaler"", mis viitab sageli laste tegevusele."
mahtra	äge tegevus (vaidlus, lööming vms)	informaalsetes	"Sõna ""mahtra"" selles tähenduses viitab millelegi emotsionaalsele ja intensiivsele, mis on iseloomulikum informaalsele suhtlusstiilile.  See kõlab slängina ja ei sobiks ametlikku või akadeemilisse teksti."
maika	varrukateta kerge pluusike, topp või alussärk	neutraalsetes/formaalsetes	"Sõna ""maika"" on igapäevane ja neutraalne riideeseme nimetus.  See ei ole släng ega liiga argikeelne, et seda ametlikumas kontekstis kasutada.  Seega sobib see nii igapäevasesse suhtlusse kui ka ametlikumatesse kirjeldustesse."
mammapoeg	iseseisvusetu, saamatu, hellitatud laps, eriti poisi, aga ka mehe kohta	informaalsetes	"""Mammapoeg"" kannab negatiivset ja halvustavat varjundit, mis on iseloomulik pigem informaalsele suhtlusstiilile.  Seda kasutatakse emotsionaalse värvinguga ja subjektiivsetes hinnangutes, mis sobivad paremini näiteks vestluskeelde, blogidesse või kommentaariumidesse.  Formaalsetes ja neutraalsetes tekstides eelistatakse tavaliselt objektiivsemat ja lugupidavamat sõnakasutust."
