"Katsesõna"	"Tähendus"	"vastus"	"põhjendus"
"porken"	"köögiviljana kasvatatav sulgjate lehtede ja hrl oranžika pikliku juurikaga rohttaim"	"informaalsetes"	"Sõna ""porken"" ei ole standardne eesti keele sõna porgandi kohta, mis on tavapärane termin selle köögivilja tähistamiseks. ""Porken"" võib olla slängi või dialekti vorm, mida kasutatakse pigem mitteametlikes kontekstides, nagu vestlused, blogid või sotsiaalmeedia postitused. Sellised variatsioonid on tihti levinud just informaalsetes tekstides, kus keelekasutus on vabam ja vähem standardiseeritud."
"porno"	"suguelundeid ja seksi nilbelt kujutav film, foto, raamat vm	 suguelundite ja seksi nilbe kujutamine pildis ja sõnas"	"informaalsetes"	"Sõna ""porno"" kasutatakse tavaliselt kontekstides, mis on seotud igapäevase suhtluse ja meelelahutusega, nagu näiteks blogid, foorumid, kommentaariumid ja sotsiaalmeedia. Sellistes keskkondades on keelekasutus tihti vabam ja vähem formaalne. Neutraalses või formaalses kontekstis, nagu akadeemilised või ametlikud tekstid, kasutatakse tõenäoliselt teistsuguseid, vähem otseseid termineid, et kirjeldada sama nähtust."
"praavitama"	"(tervisega seoses:) ravima, ravides terveks tegema"	"neutraalsetes/formaalsetes"	"Sõna ""praavitama"" on vanem ja pigem kirjanduslik väljend, mida võib leida kirjandusest või vanematest tekstidest. Sellised sõnad kipuvad olema kasutusel neutraalsetes või formaalsetes kontekstides, näiteks kirjandusteostes, ajaloolistes tekstides või ametlikes dokumentides, kus kasutatakse rikast ja mitmekesist sõnavara. Informaalsetes tekstides eelistatakse tavaliselt lihtsamaid ja tänapäevasemaid väljendeid nagu ""ravima""."
"prill"	"kahest (optilisest) klaasist ja raamist koosnev ese, mida kantakse nägemise parandamiseks ja korrigeerimiseks või silmade kaitseks	 kahest klaasist ja raamist koosnev ese, mida inimesed kannavad silmade ees, et paremini näha"	"neutraalsetes/formaalsetes"	"Sõna ""prill"" kasutatakse tavaliselt neutraalses või formaalses kontekstis, kuna see viitab konkreetsele esemele, mida kasutatakse nägemise parandamiseks või silmade kaitseks. Selline sõna on levinud nii igapäevases kõnes kui ka ametlikes dokumentides, meditsiinilistes tekstides ja optikaga seotud kirjanduses. Sõna ei oma slängilist ega mitteametlikku varjundit, mistõttu sobib see hästi neutraalsetesse ja formaalsetesse tekstidesse."
"proff"	"mingil alal kutseliselt tegev isik	 oma ala meister"	"informaalsetes"	"Sõna ""proff"" on lühend sõnast ""professionaal"" ja seda kasutatakse sageli igapäevases kõnekeeles, et viidata kellelegi, kes on oma alal väga osav või kutseliselt tegev. See on pigem kõnekeelne väljend, mida võib kohata mitteametlikes vestlustes, nagu näiteks sõpradevahelised vestlused, sotsiaalmeedia postitused ja kommentaarid. Neutraalsemates või formaalsemates tekstides eelistatakse tavaliselt kasutada täisvormi ""professionaal""."
"prohvus"	"omaaegne leebe kirumissõna"	"informaalsetes"	"Sõna ""prohvus"" tähenduses ""omaaegne leebe kirumissõna"" viitab sellele, et seda kasutati pigem igapäevases kõnekeeles ja mitteametlikes olukordades. Kirumissõnad ja leebed vandesõnad on tavaliselt omased mitteametlikule suhtlusele, kus inimesed väljendavad end vabamalt ja vähem formaalselt. Seetõttu on tõenäoline, et sellist sõna kasutati pigem informaalsetes kontekstides."
"pussakas"	"(vana ja) imelik, korratult istuv riideese	 pulstunud, sassis karvaga loom"	"informaalsetes"	"Sõna ""pussakas"" oma tähenduse poolest viitab millelegi, mis on korratu, imelik või sassis, olgu see siis riideese või loom. Selline kirjeldus on pigem kõnekeelne ja võib-olla isegi pisut halvustav, mistõttu kasutatakse seda tõenäolisemalt mitteametlikes olukordades, nagu vestlused sõprade vahel, sotsiaalmeedia postitused või blogid. Formaalsetes või neutraalsetes tekstides eelistatakse tõenäoliselt täpsemaid ja neutraalsemaid väljendeid."
"püüne"	"lava näidendi vm lavateose esitamiseks, ka teatri kohta üldse"	"neutraalsetes/formaalsetes"	"Sõna ""püüne"" kasutatakse eesti keeles peamiselt teatri ja lavakunsti kontekstis, viidates lavale või teatrile üldiselt. Selline terminoloogia on tavaliselt seotud kultuurilise ja kunstilise valdkonnaga, kus kasutatakse neutraalset või formaalset keelt. Seda sõna võib leida teatriarvustustes, kultuurisündmuste kirjeldustes ja muudes ametlikes või poolametlikes tekstides, mis käsitlevad lavakunsti. Seetõttu on selle kasutus pigem neutraalne või formaalne."
"rahapaber"	"paberist vm pehmest materjalist maksevahend"	"neutraalsetes/formaalsetes"	"Sõna ""rahapaber"" viitab konkreetsele objektile, mis on seotud rahanduse ja majandusega. Sellised terminid on tavaliselt kasutusel neutraalsetes või formaalsetes kontekstides, nagu majanduslikud arutelud, finantsaruanded või ametlikud dokumendid. Informaalsetes tekstides kasutatakse pigem lihtsamaid ja igapäevasemaid väljendeid nagu ""raha"" või ""paberraha""."
"raksus"	"vargil, varastamas"	"informaalsetes"	"Sõna ""raksus"" kasutatakse slängina, mis viitab tegevusele ""vargil"" või ""varastamas"". Sellised väljendid on tavaliselt omased kõnekeelele ja mitteametlikele kontekstidele, nagu näiteks noorte kõnepruuk, sotsiaalmeedia postitused või vestlused, kus kasutatakse mitteametlikku keelt. Neid ei kasutata tavaliselt ametlikes või formaalsetes tekstides, kus eelistatakse neutraalsemaid ja korrektsemaid väljendeid."
"rets"	"kurjategija, kes pärast karistuse kandmist paneb toime uue kuriteo, paadunud kurjategija"	"informaalsetes"	"Sõna ""rets"" on slängi väljend, mida kasutatakse peamiselt mitteametlikes olukordades, näiteks vestlustes, sotsiaalmeedias või noorte seas. See ei ole tavapärane termin, mida leiaks formaalsetes või ametlikes tekstides, nagu näiteks seadusandlikud dokumendid või akadeemilised artiklid. Slängi kasutamine viitab sageli informaalsetele kontekstidele, kus keelekasutus on vabam ja vähem struktureeritud."
"ruudune"	"pindalalt teatud arvu ruutmeetrite suurune"	"informaalsetes"	"Sõna ""ruudune"" kasutamine tähenduses ""pindalalt teatud arvu ruutmeetrite suurune"" on pigem informaalne, kuna see on lihtsustatud ja kõnekeelne viis pindala kirjeldamiseks. Selline väljendusviis on tõenäolisemalt kasutusel igapäevastes vestlustes, mitteametlikes tekstides nagu blogid või sotsiaalmeedia postitused, kus täpsus ja formaalsus ei ole esmatähtsad. Neutraalses või formaalses kontekstis eelistatakse tõenäoliselt täpsemat ja standardsemat väljendust, näiteks ""ruutmeetrit suurune""."
"ruunama"	"isast hobust (täkku) vm isaslooma kastreerima"	"neutraalsetes/formaalsetes"	"Sõna ""ruunama"" on spetsiifiline termin, mida kasutatakse loomakasvatuses ja veterinaarias, eriti hobuste puhul. Sellised terminid on tavaliselt neutraalsed või formaalsed, kuna need kuuluvad erialasesse sõnavarasse ja neid kasutatakse ametlikes dokumentides, teaduslikes tekstides ja professionaalsetes vestlustes. Informaalses keeles võiks kasutada pigem üldisemaid või lihtsamaid väljendeid."
"saltser"	"tsingi lahustamisel soolhappega saadava ühendi vesilahus, mida kasutatakse erinevate metallide (nt raua, terase, vase) tinaga jootmisel või puidu immutamiseks"	"neutraalsetes/formaalsetes"	"Sõna ""saltser"" viitab spetsiifilisele keemilisele ühendile ja selle kasutusvaldkonnad on seotud tehniliste ja teaduslike protsessidega, nagu metallide jootmine ja puidu immutamine. Sellised terminid on tavaliselt kasutusel neutraalsetes või formaalsetes kontekstides, näiteks teaduslikes artiklites, tehnilistes dokumentides ja tööstuslikes juhendites, kus täpsus ja selgus on olulised. Seetõttu ei ole see sõna tõenäoliselt levinud informaalsetes tekstides."
"samagonn"	"kodustes tingimustes valmistatud viin"	"informaalsetes"	"Sõna ""samagonn"" viitab kodustes tingimustes valmistatud viinale, mis on sageli seotud mitteametliku ja ebaseadusliku tegevusega. Selline sõna on tõenäolisemalt kasutusel mitteametlikes kontekstides, nagu vestlused, foorumid või sotsiaalmeedia, kus inimesed räägivad omavahel vabalt ja ilma formaalsuseta. Formaalsetes või neutraalsetes tekstides, nagu ametlikud dokumendid või teaduslikud artiklid, kasutatakse tõenäoliselt teisi termineid, mis on neutraalsemad või ametlikumad."
"samasooihar"	"inimene, kes tunneb seksuaalset ja emotsionaalset tõmmet samast soost inimese vastu"	"neutraalsetes/formaalsetes"	"Sõna ""samasooihar"" on termin, mida kasutatakse seksuaalse sättumuse kirjeldamiseks. Sellised terminid on tavaliselt osa neutraalsest või formaalsest sõnavarast, kuna need on sageli kasutusel teaduslikes, meditsiinilistes ja ametlikes kontekstides. Kuigi sõna võib esineda ka mitteametlikes aruteludes, on selle kasutus enamasti seotud neutraalsete või formaalsete tekstidega, kus on oluline täpsus ja selgus."
"sedapsi"	"sedamoodi, niimoodi"	"informaalsetes"	"Sõna ""sedapsi"" on oma olemuselt kõnekeelne ja seda kasutatakse pigem igapäevases, mitteametlikus suhtluses. Sellised väljendid on tavaliselt levinud suulises kõnes, sotsiaalmeedias, blogides ja muudes mitteametlikes kontekstides, kus keelekasutus on vabam ja vähem formaalne."
"seebikas"	"peamiselt suhteid käsitlev (sentimentaalne, melodramaatiline) televisioonisari, milles on palju tegelasi ja tegevusliine ning mida näidatakse hrl igal argipäeval"	"informaalsetes"	"Sõna ""seebikas"" on lühend ja kõnekeelne väljend, mida kasutatakse sageli igapäevases vestluses ja mitteametlikes kontekstides, et viidata teatud tüüpi televisioonisarjadele. Sellised lühendid ja kõnekeelsed väljendid on tavaliselt iseloomulikud informaalsetele tekstidele nagu blogid, foorumid ja sotsiaalmeedia postitused, kus keelekasutus on vabam ja vähem formaalne."
"seesamane"	"sama, seesama"	"informaalsetes"	"Sõna ""seesamane"" on oma olemuselt kõnekeelne ja seda kasutatakse pigem igapäevases kõnes või mitteametlikes kirjutistes. See väljend on vähem levinud formaalsetes või neutraalsetes tekstides, kus eelistatakse kasutada sõnu nagu ""sama"" või ""seesama"". Selline keelekasutus on iseloomulik vestlustele, kus rõhk on loomulikkusel ja vahetul suhtlemisel, näiteks sotsiaalmeedias või vestlusfoorumites."
"seesamune"	"sama, seesama"	"informaalsetes"	"Sõna ""seesamune"" kasutatakse sageli kõnekeeles ja mitteametlikes olukordades, et viidata millelegi, mis on juba mainitud või teada. See väljend on pigem kõnekeelne ja seda kasutatakse harvemini ametlikes või formaalsetes tekstides, kus eelistatakse täpsemat ja neutraalsemat sõnavara."
"sehkendama"	"millegagi tegevuses olema, siia-sinna liikudes askeldama"	"informaalsetes"	"Sõna ""sehkendama"" oma tähenduse poolest viitab tegevusele, mis on pigem igapäevane ja mitteametlik. Seda kasutatakse sageli kirjeldamaks kellegi askeldamist või toimetamist, mis ei pruugi olla struktureeritud või ametlik. Selline sõna sobib hästi igapäevasesse kõnepruuki, nagu vestlused, blogid või sotsiaalmeedia postitused, kus keelekasutus on vabam ja vähem formaalne."
"sellane"	"selleaegne"	"informaalsetes"	"Sõna ""sellane"" on eesti keeles vähem levinud ja võib tunduda murdelise või kõnekeelse variandina sõnast ""selleaegne"". Sellised sõnavormid esinevad sagedamini mitteametlikes kontekstides, nagu näiteks suulises kõnes, sotsiaalmeedias või mitteametlikes kirjutistes, kus keelekasutus on vabam ja vähem standardiseeritud. Formaalsetes tekstides eelistatakse tõenäoliselt standardsemat ja korrektsemat vormi ""selleaegne""."
"sellane"	"selline, niisugune"	"informaalsetes"	"Sõna ""sellane"" on variatsioon sõnast ""selline"" ja seda kasutatakse pigem kõnekeeles või mitteametlikes kontekstides. Sellised variatsioonid on tavaliselt levinud suulises kõnes, sotsiaalmeedias, chativestlustes ja muudes mitteametlikes tekstides, kus keelekasutus on vabam ja vähem standardiseeritud."
"semmima"	"kellegagi sõbrustama, teda meelitama, hrl millegi saavutamise nimel"	"informaalsetes"	"Sõna ""semmima"" oma tähenduse ja kõnepruugi poolest viitab pigem mitteametlikule suhtlemisele ja tegevusele, mis on seotud kellegagi sõbrustamise või meelitamisega. Selline sõnavara on tavaliselt levinud igapäevases kõnekeeles, sõpradevahelistes vestlustes või mitteametlikes kirjutistes nagu blogid ja sotsiaalmeedia postitused, mitte ametlikes või formaalsetes tekstides."
"sihverplaat"	"(näo kohta)"	"informaalsetes"	"Sõna ""sihverplaat"" kasutamine näo kohta on pigem slängiline ja kõnekeelne väljend, mis viitab näole humoorikas või veidi halvustavas võtmes. Sellised väljendid on tavaliselt levinud mitteametlikes suhtluskanalites nagu sotsiaalmeedia, foorumid ja igapäevane kõnepruuk, mitte ametlikes või formaalsetes tekstides."
"sihverplaat"	"kella, mõõteriista tunni- vm jaotisega osa"	"neutraalsetes/formaalsetes"	"Sõna ""sihverplaat"" viitab konkreetsele tehnilisele osale, mis on seotud kellade ja mõõteriistadega. Selliseid termineid kasutatakse tavaliselt neutraalsetes või formaalsetes kontekstides, näiteks tehnilistes kirjeldustes, juhendites või teaduslikes tekstides, kus on oluline täpsus ja selgus. Informaalsetes tekstides, nagu vestlused või sotsiaalmeedia postitused, kasutatakse harvemini spetsiifilisi tehnilisi termineid, välja arvatud juhul, kui kontekst seda nõuab."
"siilipea"	"lühikeseks lõigatud püstjuuksed"	"informaalsetes"	"Sõna ""siilipea"" kasutatakse sageli igapäevases kõnepruugis ja sellel on veidi kõnekeelne varjund, mis sobib hästi mitteametlikesse olukordadesse. Seda tüüpi väljendid on tavaliselt levinud sõpradevahelistes vestlustes, sotsiaalmeedias ja muudes mitteametlikes kontekstides, kus kasutatakse lihtsamat ja otsesemat keelt. Formaalsetes tekstides eelistatakse tõenäoliselt neutraalsemaid ja täpsemaid kirjeldusi, nagu ""lühikesed püstjuuksed""."
"sindrima"	"leebe kirumissõna, mida kasutatakse kellegi või millegi üle pahandades, kedagi sarjates, harva ka tunnustades"	"informaalsetes"	"Sõna ""sindrima"" on leebe kirumissõna, mida kasutatakse sageli kellegi või millegi üle pahandades või kedagi sarjates. Sellised väljendid on tavaliselt omased igapäevasele kõnekeelele ja neid leidub tihti mitteametlikes kontekstides nagu vestlused, blogid, foorumid ja sotsiaalmeedia postitused. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja ametlikumaid väljendeid."
"sitane"	"räpane, väga määrdunud, mustusega või sitaga koos"	"informaalsetes"	"Sõna ""sitane"" on oma olemuselt vulgaarne ja slängilik, mistõttu seda kasutatakse pigem mitteametlikes kontekstides, nagu näiteks igapäevases kõnekeeles, sõpradevahelistes vestlustes või internetifoorumites. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt leebemaid ja viisakamaid väljendeid, nagu ""määrdunud"" või ""räpane""."
"sitaratas"	"(sõimusõna)"	"informaalsetes"	"Sõna ""sitaratas"" on sõimusõna, mis viitab sellele, et seda kasutatakse pigem mitteametlikes olukordades. Sellised väljendid on tavaliselt levinud igapäevases kõnekeeles, sotsiaalmeedias, foorumites ja muudes mitteametlikes tekstides, kus inimesed väljendavad oma emotsioone ja arvamusi vabamalt. Formaalsetes või neutraalsetes tekstides välditakse tavaliselt vulgaarseid või solvavaid väljendeid."
"sittuma"	"päraku kaudu väljaheiteid, rooja väljutama"	"informaalsetes"	"Sõna ""sittuma"" on kõnekeelne ja vulgaarne väljend, mida kasutatakse peamiselt mitteametlikes olukordades. Sellised sõnad esinevad tihti igapäevases kõnepruugis, sotsiaalmeedias, foorumites ja muudes mitteametlikes tekstides, kuid neid välditakse ametlikes ja formaalsetes kontekstides, kus eelistatakse neutraalsemaid või meditsiinilisi termineid."
"sogama"	"segast juttu rääkima, millegi kohta vassima, fakte moonutama"	"informaalsetes"	"Sõna ""sogama"" kasutamine tähenduses ""segast juttu rääkima, millegi kohta vassima, fakte moonutama"" on pigem informaalne. Seda väljendit kasutatakse tihti igapäevases kõnekeeles, näiteks sõprade vahelises vestluses või mitteametlikes kirjutistes, nagu blogid ja foorumid. Sõna kannab endas teatavat kõnekeelset varjundit, mis ei sobi hästi ametlikesse või formaalsetesse tekstidesse."
"sosku"	"lutipudel või lutt"	"informaalsetes"	"Sõna ""sosku"" tähenduses ""lutipudel või lutt"" on kõnekeelne ja seda kasutatakse pigem igapäevastes vestlustes, näiteks pereringis või sõprade vahel. Sellised sõnad on tavaliselt levinud suulises kõnes ja mitteametlikes kirjutistes nagu blogid või sotsiaalmeedia postitused, kuid neid ei peeta sobivaks ametlikesse dokumentidesse või formaalsetesse tekstidesse."
"spets"	"inimene, kes teab teatud valdkonnast palju	 inimene, kes tunneb hästi oma ala, hrl vastava haridusega inimene"	"informaalsetes"	"Sõna ""spets"" on lühend sõnast ""spetsialist"" ja seda kasutatakse sageli igapäevases kõnekeeles, et viidata kellelegi, kes on oma ala ekspert. Selline lühendamine ja lihtsustatud vorm on iseloomulik informaalsetele tekstidele, nagu vestlused, blogid ja sotsiaalmeedia postitused, kus keelekasutus on tihti vabam ja vähem formaalne. Formaalsetes tekstides eelistatakse tavaliselt täisvormi ""spetsialist""."
"stepsel"	"paikne seadis, millesse torgatakse pistik, et elektririistu vooluvõrku ühendada"	"informaalsetes"	"Sõna ""stepsel"" on laenatud saksa keelest ja seda kasutatakse sageli igapäevases kõnekeeles, et viidata pistikupesale. See termin on levinud just mitteametlikus suhtluses, näiteks vestlustes ja sotsiaalmeedias, kus inimesed ei pruugi kasutada tehniliselt täpset või ametlikku terminoloogiat. Neutraalses või formaalses kontekstis eelistatakse tõenäoliselt täpsemat terminit ""pistikupesa""."
"studeerima"	"(kõrgkoolis) õppima"	"neutraalsetes/formaalsetes"	"Sõna ""studeerima"" on tuletatud ladina keelest ja seda kasutatakse sageli akadeemilises kontekstis, viidates kõrgkoolis õppimisele. Selline sõna on tavaliselt seotud hariduse ja teadusega, mistõttu on selle kasutus pigem neutraalne või formaalne. Seda ei kasutata tihti igapäevases kõnekeeles või informaalsetes tekstides, kus eelistatakse lihtsamaid väljendeid nagu ""õppima""."
"studeerima"	"uurima, tundma õppima"	"neutraalsetes/formaalsetes"	"Sõna ""studeerima"" tähenduses ""uurima, tundma õppima"" on pigem neutraalne või formaalne, kuna see on seotud akadeemilise või teadusliku tegevusega. Selline sõna on tõenäolisemalt kasutusel ametlikes dokumentides, teadusartiklites, haridusvaldkonna tekstides ja muudes kontekstides, kus rõhutatakse teadmiste omandamist ja süvitsi uurimist. Informaalses keeles kasutatakse sagedamini lihtsamaid ja igapäevasemaid väljendeid nagu ""õppima"" või ""uurima""."
"surmalaupäev"	"(aja kohta vahetult enne surma, surma läheduse kohta)"	"neutraalsetes/formaalsetes"	"Sõna ""surmalaupäev"" viitab ajale vahetult enne surma ja sellel on pigem tõsine ja kaalukas tähendus. Selliseid väljendeid kasutatakse tavaliselt neutraalsetes või formaalsetes kontekstides, nagu kirjandus, ajakirjandus, meditsiinilised või filosoofilised arutelud, kus käsitletakse elu ja surma teemasid. Informaalsetes tekstides, nagu vestlused või sotsiaalmeedia postitused, kasutatakse pigem lihtsamaid ja otsesemaid väljendeid."
"susla"	"endisaegne kitsarööpmelise raudtee rong või vedur"	"informaalsetes"	"Sõna ""susla"" kasutamine kitsarööpmelise raudtee rongi või veduri tähenduses on pigem informaalne. Sellised sõnad on tihti seotud kõnekeele või rahvapäraste väljenditega, mida kasutatakse igapäevases suhtluses, näiteks vestlustes, blogides või foorumites. Need ei ole tavaliselt ametlikus või formaalses kontekstis kasutusel, kus eelistatakse täpsemaid ja standardsemaid termineid."
"säh"	"(andmise, pakkumisega kaasnev väljend:) võta! võta vastu!"	"informaalsetes"	"Sõna ""säh"" kasutatakse sageli igapäevases kõnes ja mitteametlikes olukordades, näiteks sõprade vahelises suhtluses, kus keelekasutus on vaba ja vähem formaalne. See väljend on lühike ja emotsionaalne, sobides hästi suulisse kõnesse ja mitteametlikesse tekstidesse nagu chativestlused või sotsiaalmeedia postitused. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja täpsemaid väljendeid."
"sähke"	"(andmise, ulatamise, pakkumisega kaasnev väljend:) võtke (vastu)!"	"informaalsetes"	"Sõna ""sähke"" kasutatakse sageli kõnekeeles ja see on seotud otsese suhtlemisega, mis on iseloomulik informaalsetele olukordadele. Sellised väljendid nagu ""sähke"" esinevad tihti igapäevases vestluses, kus formaalsus ei ole vajalik, näiteks sõpradevahelises suhtluses või pereringis. Neutraalses või formaalses kontekstis eelistatakse tavaliselt teistsuguseid, ametlikumaid väljendeid."
"sünt"	"klaverit meenutav elektrooniline muusikariist, mis tekitab ja töötleb helisid"	"informaalsetes"	"Sõna ""sünt"" on lühend sõnast ""süntesaator"" ja seda kasutatakse sageli igapäevases kõnepruugis, eriti muusikute ja muusikahuviliste seas. Sellised lühendid ja kõnekeelsed väljendid on tavaliselt omased informaalsetele tekstidele, nagu vestlused, foorumid ja sotsiaalmeedia postitused. Neutraalses või formaalses kontekstis eelistatakse tõenäoliselt täisvormi ""süntesaator""."
"süümekas"	"suur hingeline kannatus omaenese (halbade) tegude ja teistele põhjustatad kahju pärast, südametunnistuse piin"	"informaalsetes"	"Sõna ""süümekas"" on lühendatud ja kõnekeelne vorm sõnast ""süümepiin"", mis viitab sellele, et seda kasutatakse pigem igapäevases kõnes ja mitteametlikes olukordades. Sellised lühendatud ja kõnekeelsed väljendid on tavaliselt iseloomulikud informaalsetele tekstidele, nagu vestlused, blogid ja sotsiaalmeedia postitused. Neutraalses või formaalses kontekstis eelistatakse tõenäoliselt täisvormi või teisi sünonüüme, mis on ametlikumad."
"süütis"	"süüde, tulehakatis"	"neutraalsetes/formaalsetes"	"Sõna ""süütis"" tähenduses ""süüde, tulehakatis"" on spetsiifiline termin, mida kasutatakse peamiselt kontekstides, mis puudutavad tuletegemist või süütamist. Sellised kontekstid võivad esineda tehnilistes kirjeldustes, juhendites või ametlikes dokumentides, kus on oluline täpsus ja selgus. Seetõttu on sõna kasutus pigem neutraalne või formaalne, mitte informaalne."
"tagument"	"istmik, tagumik"	"informaalsetes"	"Sõna ""tagument"" tähenduses ""istmik, tagumik"" on pigem slängi või kõnekeele väljend, mida kasutatakse mitteametlikes olukordades. Sellised sõnad on tavaliselt levinud igapäevases kõnes, sotsiaalmeedias, blogides ja muudes mitteametlikes tekstides, kuid neid ei peeta sobivaks ametlikus või formaalses kontekstis."
"taguots"	"tagumik, istmik"	"informaalsetes"	"Sõna ""taguots"" on kõnekeelne ja seda kasutatakse pigem igapäevases, mitteametlikus suhtluses. Sellised väljendid on tavaliselt levinud sõpradevahelistes vestlustes, sotsiaalmeedias või muudes mitteametlikes kontekstides. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt neutraalsemaid termineid nagu ""tagumik"" või ""istmik""."
"tagupool"	"kehaosa, millel istutakse	 see osa kehast, mille peal sa istud"	"informaalsetes"	"Sõna ""tagupool"" kasutatakse pigem igapäevases kõnepruugis ja mitteametlikes olukordades, kuna see on veidi familiaarne ja kõnekeelne väljend kehaosa kohta. Sellised väljendid on tavaliselt levinud sõpradevahelistes vestlustes, sotsiaalmeedias ja muudes mitteametlikes kontekstides, kuid mitte ametlikes või formaalsetes tekstides, kus eelistatakse neutraalsemaid ja meditsiiniliselt korrektsemaid termineid."
"takkajärele"	"millegi toimumisest hiljem, mingi aja järel	 millegi toimumisest hiljem, pärastpoole, teatud aja järel"	"neutraalsetes/formaalsetes"	"Sõna ""takkajärele"" kasutatakse sageli kirjeldamaks sündmuste järgnevust või tagasivaatelist analüüsi, mis sobib hästi nii neutraalsetesse kui ka formaalsetesse kontekstidesse. Seda võib leida ametlikes aruannetes, artiklites ja analüüsides, kus on vaja täpselt kirjeldada sündmuste järjekorda või tagantjärele hinnata olukordi. Kuigi sõna võib esineda ka mitteametlikes tekstides, ei ole sellel tugevat informaalset varjundit, mis piiraks selle kasutamist formaalsetes olukordades."
"takkatraavi"	"muule lisaks, ka veel"	"informaalsetes"	"Sõna ""takkatraavi"" on kõnekeelne väljend, mida kasutatakse pigem igapäevases, mitteametlikus suhtluses. Sellised väljendid on tavaliselt levinud suulises kõnes, sotsiaalmeedias, blogides ja muudes mitteametlikes tekstides, kus keelekasutus on vabam ja vähem formaalne. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja standardsemaid väljendeid."
"tankist"	"isik, kelle nime all tegutseb keegi teine"	"informaalsetes"	"Sõna ""tankist"" tähenduses ""isik, kelle nime all tegutseb keegi teine"" on pigem slängi või kõnekeele väljend, mida kasutatakse tihti mitteametlikes olukordades. Selline terminoloogia on tavaliselt levinud igapäevases kõnes, sotsiaalmeedias, foorumites ja muudes mitteametlikes kontekstides, kus inimesed arutavad teemasid, mis võivad hõlmata varjatud või ebaseaduslikke tegevusi. Formaalsetes või neutraalsetes tekstides kasutatakse tõenäoliselt täpsemaid ja ametlikumaid termineid, nagu ""variisik"" või ""katteisik""."
"tatikas"	"(lapse, liiga noore inimese kohta, ka halvustavalt või sõimusõnana)"	"informaalsetes"	"Sõna ""tatikas"" kasutatakse sageli halvustavas või sõimavas kontekstis, viidates noorele inimesele või lapsele. Selline keelekasutus on iseloomulik mitteametlikule suhtlusele, nagu näiteks vestlused sotsiaalmeedias, foorumites või igapäevases kõnepruugis. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja vähem halvustavaid väljendeid."
"tatitõbi"	"(nohu kohta)"	"informaalsetes"	"Sõna ""tatitõbi"" on kõnekeelne ja omab humoorikat või pisut halvustavat varjundit, mida kasutatakse pigem igapäevases kõnes ja mitteametlikes olukordades. Selline väljend sobib hästi sõpradevahelisse vestlusesse, sotsiaalmeediasse või blogidesse, kuid ei ole tõenäoliselt sobiv ametlikes või akadeemilistes tekstides, kus eelistatakse neutraalsemaid ja täpsemaid termineid nagu ""nohu""."
"tattnina"	"(lapse, liiga noore inimese kohta, ka halvustavalt või sõimusõnana)"	"informaalsetes"	"Sõna ""tattnina"" kasutatakse sageli halvustavalt või sõimusõnana, mis viitab sellele, et see on pigem informaalne väljend. Selliseid sõnu kasutatakse tihti igapäevases kõnepruugis, sotsiaalmeedias, foorumites ja muudes mitteametlikes kontekstides, kus keelekasutus on vabam ja vähem formaalne."
"teisesooihar"	"inimene, kes tunneb seksuaalset ja emotsionaalset tõmmet teisest soost inimese vastu"	"neutraalsetes/formaalsetes"	"Sõna ""teisesooihar"" on termin, mis kirjeldab seksuaalse ja emotsionaalse tõmbe suunda. Sellised terminid on tavaliselt kasutusel neutraalsetes või formaalsetes kontekstides, näiteks teaduslikes artiklites, psühholoogia või sotsioloogia tekstides, kus on oluline täpsus ja selgus. Kuigi sõna võib esineda ka igapäevases kõnes, on selle kasutamine pigem seotud ametlike ja neutraalsete aruteludega seksuaalsuse teemadel."
"teisesooihar"	"teisest soost inimese vastu seksuaalset ja emotsionaalset tõmmet tundev"	"neutraalsetes/formaalsetes"	"Sõna ""teisesooihar"" on spetsiifiline termin, mis kirjeldab seksuaalse ja emotsionaalse tõmbe suunda. Sellised terminid on tavaliselt kasutusel neutraalsetes või formaalsetes kontekstides, näiteks teaduslikes artiklites, psühholoogilistes uuringutes või ametlikes dokumentides, kus on oluline täpsus ja selgus. Sõna ei ole slängiline ega kõnekeelne, mistõttu ei ole see tõenäoliselt levinud informaalsetes tekstides."
"tengelpung"	"väike kott raha hoidmiseks ja kaasaskandmiseks	 väike kott raha jaoks"	"neutraalsetes/formaalsetes"	"Sõna ""tengelpung"" viitab konkreetsele esemele, millel on kindel otstarve - raha hoidmine ja kaasaskandmine. Sellised terminid, mis kirjeldavad igapäevaseid esemeid ja nende funktsioone, on tavaliselt neutraalsed ja neid võib leida nii neutraalsetes kui ka formaalsetes tekstides, nagu näiteks kirjeldavad artiklid, entsüklopeediad või ametlikud dokumendid. Sõna ei ole seotud slängi või kõnekeele kasutusega, mis viitaks informaalsetele tekstidele."
