"Katsesõna","Tähendus","vastus","põhjendus"
"transa","transportimine, vedu","informaalsetes","Sõna ""transa"" tähenduses ""transportimine, vedu"" on pigem kõnekeelne ja argine väljend, mida kasutatakse igapäevases suhtluses, kuid mitte ametlikes või formaalsetes kontekstides. Formaalsemates tekstides eelistatakse täpsemaid ja neutraalsemaid termineid nagu ""transport"" või ""vedu"". Seetõttu sobib sellele sõnale registrimärgend ""informaalne""."
"transa","transporditööline","informaalsetes","Sõna ""transa"" tähenduses ""transporditööline"" on pigem kõnekeelne ja mitteametlik väljend, mida kasutatakse igapäevases suhtluses, kuid mitte ametlikes või formaalsetes kontekstides. See võib kanda kergelt slängilikku või familiaarset tooni, mistõttu sobib see pigem informaalsetesse tekstidesse. Ametlikes dokumentides või neutraalsetes kontekstides eelistatakse täpsemaid ja formaalsemaid termineid, nagu ""transporditöötaja"" või ""logistik""."
"trukk","hoog, rõhk, surve","informaalsetes","Sõna ""trukk"" tähenduses ""hoog, rõhk, surve"" on pigem kõnekeelne ja argipäevane, mistõttu see ei sobi formaalsetesse kontekstidesse. Seda kasutatakse enamasti vabas, mitteametlikus suhtluses, näiteks kõnelustes või argistes olukordades, kus rõhutatakse mingit intensiivsust või jõulisust. Formaalsetes tekstides eelistatakse täpsemaid ja neutraalsemaid väljendeid nagu ""rõhk"" või ""surve"". Sõna ""trukk"" kasutamine võib formaalses kontekstis mõjuda kohatult või liiga familiaarselt."
"trööpama","ohtralt kasutama, selle tõttu (ära) kulutama või rikkuma","informaalsetes","Sõna ""trööpama"" on pigem kõnekeelne ja ekspressiivne, mida kasutatakse igapäevases suhtluses, kuid mis ei sobi ametlikku või formaalsesse konteksti. Selle tähendus ja kasutamine viitavad emotsionaalsele või liialdavale toonile, mis on omane pigem vabamas keeles. Eesti kirjakeeles eelistatakse neutraalsemaid või formaalsemaid vasteid, nagu ""kulutama"" või ""ära kasutama"", kui on vaja ametlikumat väljendit. Seetõttu sobib sõna ""trööpama"" kasutamiseks pigem informaalses kontekstis, näiteks sõpradevahelises vestluses või ilukirjanduses, kus taotletakse kõnekeelset tooni."
"tsiviil","erariie (hrl vastanduses sõjaväevormile)","neutraalsetes","Sõna ""tsiviil"" tähenduses ""erariie"" (vastandina sõjaväevormile) ei ole selgelt seotud ainult informaalse või formaalse keelekasutusega. Seda võib kasutada nii igapäevases kõnes kui ka ametlikes kontekstides, näiteks sõjaväega seotud tekstides või aruteludes, kus on vaja eristada tsiviil- ja sõjaväerõivastust. Seetõttu sobib see pigem neutraalsesse registrisse, kuna see ei ole ülemäära argine ega ka rangelt ametlik."
"tudeerima","uurima, tundma õppima","informaalsetes","Sõna ""tudeerima"" tähenduses ""uurima, tundma õppima"" on pigem kõnekeelne ja mitteametlik. See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse neutraalsemaid või formaalsemaid vasteid nagu ""uurima"" või ""õppima"". Sõna ""tudeerima"" võib esineda pigem sõbralikus või vabas vestluses, näiteks noorte keeles või naljatleval toonil, kuid see ei ole neutraalne ega formaalne. Seetõttu sobib sellele registrimärgend ""informaalne""."
"tudeerima","(kõrgkoolis) õppima","informaalsetes","Sõna ""tudeerima"" tähenduses ""(kõrgkoolis) õppima"" on pigem kõnekeelne ja mitteametlik väljend, mis ei ole tavapärane ametlikes või formaalsetes kontekstides. Seda kasutatakse pigem sõpradevahelises vestluses või vabas õhkkonnas, kuid mitte akadeemilistes tekstides või ametlikes dokumentides, kus eelistatakse sõnu nagu ""õppima"" või ""õpib kõrgkoolis"". Seetõttu sobib sellele sõnale registrimärgend ""informaalne""."
"tuksi","korrast ära mineku kohta, nt rikki, katkiseks, haigeks","informaalsetes","Sõna ""tuksi"" kasutatakse peamiselt kõnekeeles ja mitteametlikes kontekstides, näiteks igapäevases vestluses või sõpradevahelises suhtluses. See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse neutraalsemaid või täpsemaid väljendeid nagu ""rikkis"", ""katki"" või ""haige"". Sõna ""tuksi"" kannab sageli emotsionaalset või kõnekeelset varjundit, mis sobib pigem vabamas keelekasutuses."
"tuksis","korrast ära, nt rikkis, katki, haige","informaalsetes","Sõna ""tuksis"" on kõnekeelne ja argipäevane väljend, mida kasutatakse peamiselt mitteametlikes olukordades, näiteks sõpradevahelises vestluses või igapäevases suhtluses. See ei sobi formaalsetesse kontekstidesse, nagu ametlikud dokumendid või kõned, kus eelistatakse neutraalseid või formaalseid vasteid, näiteks ""rikis"", ""katki"" või ""haige"". Sõna ""tuksis"" kasutamine võib formaalses kontekstis tunduda kohatu või liiga familiaarne. Samuti ei ole see täiesti neutraalne, kuna kannab endas teatavat emotsionaalset või hinnangulist varjundit, mis on omane pigem kõnekeelele."
"turva","inimene, kelle töö on valvata ja kaitsta mingit hoonet, inimest või asutust, töötaja, kes kaitseb objekte või inimesi, tagab üritustel korda, valvab valveseadmestiku üle vm","informaalsetes","Sõna ""turva"" kasutatakse antud tähenduses pigem kõnekeeles ja mitteametlikes kontekstides, näiteks igapäevases vestluses või sõpradevahelises suhtluses, kui viidatakse turvatöötajale või valveametnikule. Formaalsemates tekstides, nagu ametlikes dokumentides või uudistes, eelistatakse täpsemaid ja neutraalsemaid termineid, näiteks ""turvatöötaja"" või ""valvur"". Sõna ""turva"" võib kanda kergelt familiaarset või lihtsustatud tooni, mis ei sobi ametlikku keelekasutusse."
"täkutama","käivitusjuhtmete abil teiselt akult autot käivitama","informaalsetes","Sõna ""täkutama"" antud tähenduses on slängiväljend, mis ei ole ametlikes ega formaalsetes kontekstides tavapärane. See on pigem kõnekeelne ja tehnilise žargooni osa, mida kasutatakse sõprade või tuttavate vahelises vestluses või mitteametlikes olukordades. Formaalses keeles eelistataks täpsemat ja neutraalsemat väljendit, näiteks ""käivitusjuhtmete abil autot käivitama"". Seetõttu sobib sõnale lisada registrimärgend, mis viitab informaalsele kasutusele."
"uimama","(uimasena) aeglaselt liikuma või tegutsema","informaalsetes","Sõna ""uimama"" tähenduses ""(uimasena) aeglaselt liikuma või tegutsema"" kasutatakse pigem kõnekeeles ja mitteametlikes kontekstides. See kannab endas teatavat emotsionaalset või kujundlikku varjundit, mis ei sobi formaalsetesse tekstidesse, kus eelistatakse täpsemaid ja neutraalsemaid väljendeid nagu ""aeglaselt liikuma"" või ""viivitama"". Sõna kasutamine on seotud pigem igapäevase kõne või kirjandusliku stiiliga, mis ei ole ametlik. Seetõttu sobib sellele registrimärgend ""informaalne""."
"umbluu","(millegi või kellegi ebateaduslikuks või muidu kahtlaseks peetava kohta, hrl seoses mitmesuguste pseudoteadustega, para- ja alternatiivõpetustega), segane, mitte tõsiselt võetav jutt, jama, totrus","informaalsetes","Sõna ""umbluu"" on kõnekeelne ja väljendab hinnangut või kriitikat millegi ebausaldusväärse või tõsiselt mitte võetava kohta. Selle tähendus ja kasutamine viitavad pigem vabale, mitteformaalsele keelepruugile, kuna see kannab emotsionaalset või halvustavat varjundit, mis ei sobi ametlikesse või neutraalsetesse kontekstidesse. Formaalses keeles kasutataks pigem täpseid ja neutraalseid termineid, nagu ""ebausaldusväärne"" või ""pseudoteaduslik"". Sõna ""umbluu"" esineb tõenäoliselt pigem vestlustes, sotsiaalmeedias või mitteametlikes tekstides."
"vaikelu","vaikne ja rahulik, oluliste sündmusteta ja tegevuseta olek","neutraalsetes","Sõna ""vaikelu"" kasutatakse pigem neutraalsetes kontekstides, kuna see ei ole selgelt seotud ei väga ametlike ega ka väga vabade ja argiste olukordadega. See sobib kasutamiseks näiteks kirjanduses, ajakirjanduses või igapäevases kõnes, kui räägitakse rahulikust eluviisist või olekust, kuid ei ole tüüpiline ametlikes dokumentides või formaalsetes kõnedes. Samuti ei ole sõnal selget argist või slängilikku varjundit, mis viitaks informaalsele kasutusele. Seega on neutraalne register kõige sobivam."
"vanakas","(likööri Vana Tallinn kohta)","informaalsetes","Sõna ""vanakas"" kasutamine likööri Vana Tallinn tähenduses on kõnekeelne ja mitteametlik. See on pigem sõpradevahelises vestluses või lõõpivas kontekstis kasutatav hüüdnimi või slängiväljend, mis ei sobi ametlikesse või formaalsetesse tekstidesse. Neutraalses kontekstis eelistatakse pigem ametlikku nimetust ""Vana Tallinn"". Seetõttu on sobiv lisada registrimärgend, mis viitab sõna kasutamisele informaalses keeles."
"veering","raha, eriti väiksem rahasumma","informaalsetes","Sõna ""veering"" tähenduses ""raha, eriti väiksem rahasumma"" on pigem kõnekeelne ja mitteametlik. See ei ole tavapärane ametlikes või formaalsetes kontekstides, kus eelistatakse täpsemaid ja neutraalsemaid termineid nagu ""raha"" või ""summa"". Sõna ""veering"" kasutamine viitab pigem argisele, sõbralikule või vabale suhtlusstiilile, mistõttu sobib see kõige paremini informaalsesse konteksti. Lisaks võib sõna kasutamine olla piirkondlik või vanamoodne, mis veelgi rõhutab selle mitteametlikku iseloomu."
"vereproov","analüüsimiseks soonest eraldatud veri","neutraalsetes","Sõna ""vereproov"" on tavapärane ja laialdaselt kasutatav termin, mis sobib kasutamiseks nii igapäevases kui ka ametlikus keeles, näiteks meditsiinilistes kontekstides või aruteludes. See ei ole seotud kindla emotsionaalse või stilistilise varjundiga, mis viitaks informaalsusele või formaalsusele. Seetõttu ei ole vajalik registrimärgendit lisada, kuna sõna kasutamine on neutraalne."
"vesistama","kui sa nutad, siis voolavad su silmadest pisarad, sest sa oled kurb või sul on valus, kurbust, muret, valu vm pisaratega väljendama","informaalsetes","Sõna ""vesistama"" kasutamine tähenduses, mis viitab nutmisele või pisarate voolamisele kurbuse, valu või muu emotsiooni tõttu, on pigem kõnekeelne ja emotsionaalselt laetud. See ei ole ametlik ega formaalne väljend, vaid pigem igapäevases suhtluses kasutatav sõna, mis võib esineda näiteks sõpradevahelises vestluses või kirjanduslikes tekstides, kus taotletakse loomulikku ja emotsionaalset tooni. Formaalses kontekstis eelistataks pigem neutraalsemaid või ametlikumaid väljendeid, nagu ""nutma"" või ""pisaraid valama""."
"võmm","inimene, kes töötab politseis, politseiasutuses töötav isik","informaalsetes","Sõna ""võmm"" on kõnekeelne ja pigem slängiväljend, mida kasutatakse politseitöötaja tähistamiseks mitteametlikes olukordades või vestlustes. See ei ole neutraalne ega formaalne termin, kuna ametlikes või tõsistes kontekstides eelistatakse sõnu nagu ""politseinik"" või ""ametnik"". Sõna ""võmm"" võib kanda ka kergelt halvustavat või iroonilist varjundit, mis veelgi rõhutab selle kasutust pigem vabas ja mitteformaalses keeles."
"võrr","väikesemahulise mootoriga kaherattaline sõiduk, abimootoriga jalgratas","informaalsetes","Sõna ""võrr"" on kõnekeelne ja lühendatud vorm sõnast ""võrri"" või viitab vanemale mootorratta tüübile, mida kasutatakse pigem igapäevases, mitte ametlikes kontekstides. See ei ole tehniliselt täpne ega formaalne termin, nagu näiteks ""mopeed"" või ""abimootoriga jalgratas"", mis sobiksid ametlikesse dokumentidesse või formaalsetesse tekstidesse. Seetõttu kasutatakse sõna ""võrr"" peamiselt vabas, sõbralikus või nostalgilises kontekstis, mis viitab informaalsele keelekasutusele."
"õudselt","väga, äärmiselt","informaalsetes","Sõna ""õudselt"" tähenduses ""väga, äärmiselt"" (nt ""õudselt tore"" või ""õudselt väsinud"") on kõnekeelne ja emotsionaalselt laetud. See ei sobi ametlikesse või formaalsetesse kontekstidesse, kus eelistatakse neutraalseid või täpseid väljendeid nagu ""väga"" või ""erakordselt"". Sõna kasutamine on pigem vaba ja sõbralik, mistõttu see sobib pigem informaalsesse keelekasutusse, näiteks sõpradevahelisse vestlusse või argikeelde."
"äpu","inimene, kelle käes kõik äpardub, saamatu inimene","informaalsetes","Sõna ""äpu"" kasutatakse pigem kõnekeeles ja mitteametlikes olukordades, kuna see kannab endas halvustavat või pilkavat varjundit. Formaalses või neutraalses kontekstis eelistatakse pigem neutraalseid või ametlikke väljendeid, nagu ""saamatu inimene"" või ""ebakompetentne isik"". Sõna ""äpu"" kasutamine võib tunduda liiga familiaarne või isegi solvav, mistõttu see ei sobi ametlikesse tekstidesse."
"ärikas","vaheltkasu teenimisega tegeleja, hrl ebaseadusliku äriga tegeleja","informaalsetes","Sõna ""ärikas"" on kõnekeelne ja pigem halvustava varjundiga, viidates sageli ebaeetilisele või ebaseaduslikule äritegevusele. See ei sobi kasutamiseks ametlikes või formaalsetes kontekstides, kus eelistatakse neutraalseid või täpseid termineid nagu ""ettevõtja"" või ""kahtlase taustaga ärimees"". Sõna esineb pigem argivestlustes, ajakirjanduse sensatsioonilistes tekstides või ilukirjanduses, mis kinnitab selle informaalse kasutusala."
"üle soolama","liialdama, üle pakkuma","informaalsetes","Väljend ""üle soolama"" tähenduses ""liialdama, üle pakkuma"" on kujundlik ja kõnekeelne, mistõttu see sobib pigem vabamas, mitteformaalses kontekstis kasutamiseks. See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse neutraalsemaid või täpsemaid väljendeid nagu ""liialdama"" või ""üle hindama"". Väljendi kasutamine on seotud igapäevase kõnekeelega, mistõttu on sobiv lisada registrimärgend ""informaalne""."
"aastanumber","kalendriaastat märkiv arv","neutraalsetes","Sõna ""aastanumber"" on tähenduses ""kalendriaastat märkiv arv"" neutraalne, kuna seda kasutatakse laialdaselt erinevates kontekstides, sealhulgas ametlikes dokumentides, ajalooraamatutes, uudistes ja igapäevases keeles. See ei ole seotud kindla emotsionaalse või stilistilise varjundiga ning sobib kasutamiseks nii formaalsetes kui ka vähem formaalsetes tekstides. Seetõttu ei ole vajadust lisada registrimärgendit, kuna sõna ei ole piiratud kindla keelekasutuse tasemega."
"ahnepäits","ahne loom või inimene","informaalsetes","Sõna ""ahnepäits"" on pigem kõnekeelne ja emotsionaalse varjundiga, mida kasutatakse tavaliselt mitteametlikes olukordades või vestlustes, et väljendada halvustust või kriitikat ahnuse kohta. See ei sobi formaalsetesse kontekstidesse, kus eelistatakse neutraalsemaid või ametlikumaid väljendeid nagu ""ahne inimene"" või ""ihnuskoi"". Neutraalsetes tekstides võib see sõna tunduda liiga värvikas või subjektiivne, mistõttu on selle kasutamine kõige omasem just informaalsetes olukordades."
"ainsam","ainult üks, selline, mida või keda on ainult üks","informaalsetes","Sõna ""ainsam"" ei ole eesti keeles standardne ega ametlikult tunnustatud vorm. See võib esineda pigem kõnekeeles või murdelistes kontekstides kui formaalsetes või neutraalsetes tekstides. Võrreldes sõnaga ""ainus"", mis on keeleliselt korrektne ja neutraalne, tundub ""ainsam"" pigem mitteametlik või mänglev variant, mis sobib kasutamiseks sõpradevahelises vestluses või loomingulistes tekstides, kuid mitte ametlikes dokumentides või tõsistes kontekstides. Seetõttu sobib see pigem informaalsesse registrisse."
"ainumalt","ainult, üksnes","informaalsetes","Sõna ""ainumalt"" kasutatakse eesti keeles pigem kõnekeeles ja mitteformaalsetes kontekstides. See on murdelise või vanema keelepruugi taustaga ning tänapäeva kirjakeeles asendatakse seda sageli neutraalsemate või formaalsemate sünonüümidega nagu ""ainult"" või ""üksnes"". Eesti kirjakeele normi järgi ei ole ""ainumalt"" tavapärane valik ametlikes või formaalsetes tekstides, mistõttu sobib see pigem vabamas, kõnekeelses või dialektipõhises kasutuses."
"ajutu","totter, ogar, napakas","informaalsetes","Sõna ""ajutu"" tähenduses ""totter, ogar, napakas"" on pigem kõnekeelne ja emotsionaalselt laetud. Seda kasutatakse igapäevases suhtluses, kuid see ei sobi ametlikesse või formaalsetesse kontekstidesse, kuna võib mõjuda liiga familiaarselt või halvustavalt. Neutraalsetes tekstides eelistatakse pigem ametlikumaid või vähem emotsionaalseid vasteid, nagu ""mõttetu"" või ""ebaõnnestunud"". Seetõttu sobib sõna ""ajutu"" kasutamine eelkõige informaalsetesse kontekstidesse."
"ajuvaba","totter, ogar, napakas","informaalsetes","Sõna ""ajuvaba"" kasutatakse peamiselt kõnekeeles ja mitteametlikes kontekstides, kuna see kannab emotsionaalset või hinnangulist tooni ning võib tunduda liiga familiaarne või kohatu ametlikes või formaalsetes tekstides. Sõna tähendus ""totter, ogar, napakas"" viitab pigem argisele ja vabale keelekasutusele, mistõttu sobib see kõige paremini informaalsesse registrisse."
"akuraat","(pedantselt) korralik või korras, nõudeid järgiv või nõuetele täpselt vastav","neutraalsetes","Sõna ""akuraat"" kasutatakse eesti keeles tähenduses, mis viitab täpsusele ja korrektsusele, ning see sobib pigem neutraalsetesse kontekstidesse, näiteks ametlikes või asjalikes tekstides, kus rõhutatakse täpsust või nõuetele vastavust. See ei ole selgelt informaalne, kuna sõna ei ole argikeelne ega slängi kuuluv, kuid see ei ole ka väga formaalne, kuna ei kuulu kõrgstiili või ametlike dokumentide tüüpilisse sõnavarasse. Seega on neutraalne register kõige sobivam."
"akuraatne","(pedantselt) korralik või korras, nõudeid järgiv või nõuetele täpselt vastav","neutraalsetes","Sõna ""akuraatne"" kasutatakse eesti keeles pigem neutraalsetes kontekstides, kuna see ei ole selgelt seotud ainult ametlike või formaalsete olukordadega ega ole ka väga kõnekeelne või familiaarne. See sobib kasutamiseks nii kirjalikes kui ka suulistes tekstides, mis ei ole liigselt ametlikud ega liigselt vabad. Näiteks võib seda kasutada igapäevases suhtluses või ametlikes, kuid mitte väga rangetes dokumentides (nt ""Ta on väga akuraatne töötaja""). Sõna ei kanna endas selget emotsionaalset või stiililist lisatähendust, mis viitaks kas väga formaalsele või väga informaalsele kasutusele. Seetõttu on neutraalne register kõige sobivam."
"alko","joogid, mis sisaldavad alkoholi, näiteks viin, õlu ja vein, joovastava toimega jook (nt vein, õlu, viin), mille kangus tuleneb joogis sisalduvast etanooli hulgast","informaalsetes","Sõna ""alko"" on lühend sõnast ""alkohol"" ja seda kasutatakse eesti keeles pigem kõnekeeles või mitteametlikes kontekstides. See ei ole ametlik ega neutraalne termin, vaid pigem slängi või igapäevase suhtluse osa, mida ei kohta formaalsetes tekstides, nagu ametlikes dokumentides või teaduslikes kirjutistes. Formaalsemates olukordades eelistatakse kasutada täistähendust ""alkohol"" või täpsemaid termineid nagu ""alkohoolsed joogid"". Seetõttu sobib sõna ""alko"" kasutamine pigem informaalsetesse kontekstidesse."
"alla jätma","hinda alandama, odavamalt müüma kui esialgu küsitud","informaalsetes","Väljend ""alla jätma"" tähenduses ""hinda alandama"" või ""odavamalt müüma"" on pigem kõnekeelne ja igapäevases suhtluses kasutatav. See ei ole tavapärane ametlikes või formaalsetes kontekstides, kus eelistatakse täpsemaid ja neutraalsemaid väljendeid nagu ""hinda alandama"" või ""allahindlust tegema"". Seetõttu sobib see pigem informaalsetesse tekstidesse või vestlustesse, näiteks turul või sõprade vahelises suhtluses."
"alt minema","mingis toimingus, otsuses eksima, petta saama","informaalsetes","Väljend ""alt minema"" tähenduses ""eksima"" või ""petta saama"" on pigem kõnekeelne ja igapäevases kasutuses esinev. See ei ole tavapärane ametlikes või formaalsetes kontekstides, kus eelistatakse täpsemaid või neutraalsemaid väljendeid nagu ""eksima"", ""viga tegema"" või ""petetud saama"". Väljendi toon ja kasutamine viitavad sellele, et see sobib pigem vabamas, sõbralikus või argises suhtluses."
"alt tõmbama","kedagi petma, tüssama","informaalsetes","Väljend ""alt tõmbama"" tähenduses ""kedagi petma, tüssama"" on kõnekeelne ja argipäevane. Seda kasutatakse pigem vabas, mitteametlikus kontekstis, näiteks sõpradevahelises vestluses või igapäevastes olukordades. Formaalses või ametlikes tekstides eelistatakse neutraalsemaid või täpsemaid väljendeid, nagu ""petma"" või ""eksitama"". Seetõttu sobib sellele väljendile registrimärgend ""informaalne""."
"alukad","(lühikesed) püksid, mida inimene kannab teiste riiete all, pesuese, mida kantakse vastu ihu alakeha katteks","informaalsetes","Sõna ""alukad"" on eesti keeles pigem kõnekeelne ja igapäevane väljend, mida kasutatakse tavaliselt mitteametlikes olukordades, näiteks pere- või sõpruskonnas. Formaalsemates või neutraalsetes kontekstides eelistatakse sageli sõnu nagu ""aluspüksid"" või ""pesu"", mis kõlavad viisakamalt ja on laiemalt aktsepteeritud. Sõna ""alukad"" võib mõnes kontekstis tunduda liiga familiaarne või kohatu, mistõttu sobib see pigem informaalsesse keelekasutusse."
"amort","löökide, tõugete ja vibratsiooni mõju leevendav seadis","neutraalsetes","Sõna ""amort"" (lühend sõnast ""amortisaator"") on tehnilises kontekstis kasutatav termin, mis viitab konkreetsele seadmele, näiteks sõidukite vedrustuses. See ei ole seotud emotsionaalse või stiililise tooniga, mistõttu see ei ole ei selgelt informaalne ega formaalne. Sõna kasutatakse pigem neutraalses, asjalikus keeles, näiteks tehnilistes kirjeldustes, juhendites või igapäevases kõnes, kui räägitakse sõidukitest või masinatest. Seetõttu ei ole vajalik registrimärgendit lisada, kuna sõna kasutamine ei ole piiratud kindla keelelis-stiililise tasandiga."
"amps","(hammustatud) suutäis","informaalsetes","Sõna ""amps"" tähenduses ""(hammustatud) suutäis"" on pigem kõnekeelne ja igapäevane, mistõttu see sobib kasutamiseks pigem vabas, mitteformaalses kontekstis. Formaalses keeles eelistatakse täpsemaid või neutraalsemaid väljendeid, nagu ""suutäis"" või ""tükk"". Sõna ""amps"" võib kanda ka emotsionaalset või mängulist varjundit, mis ei sobi ametlikku keelekasutusse."
"apetiit","soov, tahtmine süüa","neutraalsetes","Sõna ""apetiit"" tähenduses ""soov, tahtmine süüa"" on üldkasutatav ja ei ole seotud kindla registri või stiiliga. Seda võib kohata nii igapäevases kõnes kui ka kirjalikes tekstides, näiteks tervise- või toitumisteemalistes artiklites. Sõna ei ole märgatavalt slängilik ega ülemäära ametlik, mistõttu sobib see neutraalsesse konteksti."
"aplodisment","pihkude plaksu(de)ga kokkulöömine heakskiidu- või poolehoiuavaldusena, selle heli","neutraalsetes","Sõna ""aplodisment"" on eesti keeles laenatud võõrsõna, mis on kasutusel pigem ametlikes või neutraalsetes kontekstides, näiteks teatris, kontsertidel või avalikel üritustel toimuva tunnustuse kirjeldamiseks. See ei ole selgelt informaalne, kuid ei ole ka ülemäära formaalne, kuna igapäevases kõnes kasutatakse sageli lihtsamaid väljendeid nagu ""plaksutamine"". Seega sobib see neutraalseks kasutuseks, näiteks kirjanduses, ajakirjanduses või ametlikes teadaannetes."
"aps","eksitus, viga, eksimus","informaalsetes","Sõna ""aps"" kasutatakse eesti keeles pigem kõnekeeles ja mitteametlikes kontekstides tähenduses ""eksitus"" või ""viga"". See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse neutraalsemaid või täpsemaid väljendeid nagu ""viga"" või ""eksimus"". Sõna ""aps"" võib kanda kergelt humoorikat või leebet tooni, mis sobib pigem sõbralikku või vabasse suhtlusse."
"apsakas","eksitus, viga, eksimus","informaalsetes","Sõna ""apsakas"" on kõnekeelne ja pigem mänglev või kergelt humoorikas väljend, mida kasutatakse igapäevases suhtluses eksituse või väikese vea tähistamiseks. See ei sobi ametlikesse või formaalsetesse kontekstidesse, kus eelistatakse neutraalseid või tõsisemaid sõnu nagu ""viga"" või ""eksitus"". Seetõttu on sõna kasutamine omane pigem informaalsele keelepruugile."
"arapp","mingi maa-ala sissepiiramine ja läbiotsimine jälitatava(te) tabamiseks","informaalsetes","Sõna ""arapp"" tähenduses maa-ala sissepiiramine ja läbiotsimine jälitatava tabamiseks ei ole ametlikes ega formaalsetes kontekstides tavapärane. See kuulub pigem kõnekeelsesse või slängi, mida võidakse kasutada mitteametlikes vestlustes või kirjanduslikes tekstides, mis taotlevad kõnekeelset tooni. Formaalses keeles kasutatakse selle asemel täpsemaid ja neutraalsemaid termineid, nagu näiteks ""piirkonna läbiotsimine"" või ""haarang"". Sõna ""arapp"" võib kanda ka emotsionaalset või kontekstispetsiifilist varjundit, mis ei sobi ametlikku keelekasutusse."
"arstitäht","arsti (kirjalik) ettekirjutus, mille alusel patsiendile väljastatakse apteegist sobiv ravim, see, mille alusel saab apteegist teatud ravimeid osta","informaalsetes","Sõna ""arstitäht"" on pigem kõnekeelne ja igapäevases kasutuses esinev väljend, mida kasutatakse arsti retsepti tähistamiseks mitteametlikes kontekstides. Formaalsemates või ametlikes tekstides, näiteks meditsiinidokumentatsioonis või õigusaktides, kasutatakse tavaliselt täpsemat ja ametlikumat terminit, nagu ""retsept"" või ""arsti retsept"". Seetõttu sobib ""arstitäht"" pigem informaalsesse keelekasutusse."
"asjaline","asjamees, (tähtis) tegelane, see, kes asju ajab või korraldab","informaalsetes","Sõna ""asjaline"" tähenduses ""asjamees, (tähtis) tegelane, see, kes asju ajab või korraldab"" kannab sageli iroonilist või kõnekeelset varjundit. See ei ole tavapärane ametlikes või formaalsetes kontekstides, kus eelistatakse täpsemaid ja neutraalsemaid väljendeid nagu ""korraldaja"", ""juht"" või ""tegelane"". Sõna kasutamine selles tähenduses on pigem omane igapäevasele kõnekeelele või mitteametlikele olukordadele, mistõttu sobib sellele registrimärgend ""informaalne""."
"asjalugu","asjade seis või käik, olukord teatud hetkel","informaalsetes","Sõna ""asjalugu"" kasutatakse pigem kõnekeeles ja mitteametlikes kontekstides, kuna see kannab endas teatud familiaarsust või vabadust väljenduses. Formaalsemates tekstides eelistatakse täpsemaid või neutraalsemaid väljendeid, nagu ""olukord"", ""seis"" või ""asjade käik"". Sõna ""asjalugu"" võib tunduda liiga üldistava või kõnekeelsena ametlikes dokumentides või tõsistes aruteludes."
"asjamees","(tähtis) ametimees, (tähtsalt) milleski osalev inimene","informaalsetes","Sõna ""asjamees"" kasutatakse pigem kõnekeeles ja mitteametlikes kontekstides, kuna sellel on sageli kerge irooniline või familiaarne varjund. See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse neutraalsemaid või täpsemaid termineid nagu ""ametnik"", ""esindaja"" või ""osaleja"". Sõna kasutamine viitab pigem vabamale ja sõbralikule toonile, mis sobib pigem igapäevasesse suhtlusse kui ametlikku keelde."
"atskoo","kaardimäng, kus võidab see mängija, kelle kaartide punktisumma on kõige suurem, aga ei ületa 21","informaalsetes","Sõna ""atskoo"" on tõenäoliselt kõnekeelne või slängiväljend, mis viitab kaardimängule, mida tuntakse pigem ametliku nimega ""blackjack"" või ""21"". Sellist vormi nagu ""atskoo"" kasutatakse tõenäoliselt ainult mitteametlikes olukordades, sõpradevahelises vestluses või mängukontekstis, mitte ametlikes või formaalsetes tekstides. Seetõttu sobib sellele sõnale registrimärgend ""informaalne"". Lisaks võib märkida, et sõna ei pruugi olla laialt tuntud või standardiseeritud, mis veelgi rõhutab selle kasutust pigem kitsamas, mitteametlikus ringis."
"augutäide","see, mis või kes mingit lünka, tühikut täidab","informaalsetes","Sõna ""augutäide"" kasutatakse pigem kõnekeeles ja mitteametlikes kontekstides, kuna see kannab sageli переносное tähendust, viidates millelegi või kellelegi, kes ajutiselt või mitte eriti tõsiselt mingit kohta või rolli täidab. See võib sisaldada ka kerget halvustavat või iroonilist varjundit, mis ei sobi formaalsetesse tekstidesse. Neutraalsetes või ametlikes olukordades eelistatakse täpsemaid ja tõsisemaid väljendeid, nagu ""asendaja"" või ""täitja"". Seetõttu sobib sõna ""augutäide"" pigem informaalsesse keelekasutusse."
"autolammutus","töökoda, kus lammutatakse autosid ja kaubeldakse nende töökõlblike osadega","informaalsetes","Sõna ""autolammutus"" on pigem kõnekeelne ja igapäevases kasutuses levinud termin, mida kasutatakse tavaliselt mitteametlikes kontekstides, näiteks sõpradevahelises vestluses või praktilistes olukordades, kui räägitakse autode lammutamisest või varuosade hankimisest. Formaalsemates tekstides, nagu ametlikud dokumendid või tehnilised aruanded, eelistatakse tõenäoliselt täpsemaid või neutraalsemaid väljendeid, näiteks ""autode lammutamise töökoda"" või ""autode utiliseerimise ettevõte"". Seetõttu sobib sõnale ""autolammutus"" registrimärgend, mis viitab selle kasutamisele pigem informaalses keeles."
