Katsesõna	Tähendus	vastus	põhjendus
nahatäis	(peksaandmise või -saamise, karistamise kohta)	informaalsetes	Sõna 'nahatäis' on kõnekeelne ja emotsionaalselt laetud väljend, mida kasutatakse peamiselt mitteametlikus suhtluses. See on pigem rahvapärane ja argine väljend, mida kohtab sageli just informaalsetes kontekstides nagu internetikommentaarid, igapäevane suhtlus või ilukirjanduslik otsekõne. Neutraalses või formaalses kontekstis (nt ametlikud dokumendid, uudised) kasutatakse pigem neutraalsemaid väljendeid nagu 'peksa andma/saama' või 'füüsiliselt karistama'.
naistekas	naisi huvitava sisuga meelelahutuslik romaan, filmisari, ajakiri vms	informaalsetes	"Sõna 'naistekas' on kõnekeelne tuletis, mida kasutatakse peamiselt informaalses kontekstis. See on lühenenud ja slängilik vorm, mis esineb sageli blogides, foorumites ja sotsiaalmeedia postitustes, kus inimesed arutavad meelelahutuslikku sisu. Sõna kannab endas ka veidi halvustavat või kerglast alatooni. Formaalsemas kontekstis (nt akadeemilistes tekstides või ametlikes ülevaadetes) kasutatakse pigem neutraalsemaid väljendeid nagu ""naistele suunatud meelelahutus"" või konkreetsemalt ""romantiline draama"", ""naisteromaan"" vms."
nodi	"kraam, asjad, esemed	 toidukraam"	informaalsetes	"Sõna 'nodi' on argikõnele omane väljend, mida kasutatakse peamiselt mitteametlikus suhtluses. See on kõnekeelne sõna, mis esineb sageli just informaalsetes kontekstides nagu blogid, sotsiaalmeedia postitused ja igapäevased vestlused. Näiteks võib kuulda väljendeid nagu ""korja oma nodi kokku"" või ""tõin poest nodi"". Ametlikes dokumentides või formaalsetes tekstides kasutatakse selle asemel neutraalsemaid sõnu nagu ""asjad"", ""esemed"" või ""toidukaubad""."
nokka pidi	(inimeste kohta:) ninapidi, lähestikku (koos)	informaalsetes	Väljend 'nokka pidi' on kujundlik ja familiaarne, kus inimeste kohta kasutatakse lindudele omast kehaosa (nokk). Selline ülekantud tähendusega, loomametafooril põhinev väljend on tüüpiline just argisele, vabamale keelekasutusele. See ei sobi ametlikku või formaalsesse konteksti, kus eelistatakse neutraalsemaid väljendeid nagu 'lähestikku' või 'kõrvuti'. Väljend on oma olemuselt mänguline ja veidi humoorikas, mis samuti viitab informaalsele kasutusele.
nokkapidi	(inimeste kohta:) ninapidi, lähestikku (koos)	informaalsetes	Sõna 'nokkapidi' on kujundlik väljend, mis on tuletatud lindude noka kaudu ja seda kasutatakse ülekantud tähenduses inimeste kohta. See on pigem kõnekeelne ja mitteametlik väljend, mida kohtab sagedamini vabamas suhtluses, blogides, foorumites ja ilukirjanduses tegelaste kõnes. Ametlikus või formaalses kontekstis eelistatakse neutraalsemaid väljendeid nagu 'lähestikku' või 'tihedalt koos'. Sõna mängulisus ja kujundlikkus viitab selgelt informaalsele kasutusele.
nokutama	"pead üles-alla liigutama (nt nõusoleku, heakskiidu märgiks, tervituseks, loomadel reflektoorse liigutusena)	 pead üles ja alla liigutama, tavaliselt selleks, et vastata mingile küsimusele ""jah"" või väljendada nõusolekut"	informaalsetes	"Sõna 'nokutama' on pigem kõnekeelne ja vabama stiiliga väljend, mida kasutatakse enamasti mitteametlikes olukordades. Neutraalsem ja formaalsem variant sama tegevuse kirjeldamiseks oleks ""noogutama"". 'Nokutama' on mängulisem ja familiaarsem variant, mida võib kohata just vabamas suhtluses, blogides, sotsiaalmeedia postitustes või mitteametlikes vestlustes. Sõna kõlab veidi humoristlikult ja on oma olemuselt deskriptiivne, mis on tüüpiline just informaalsele keelekasutusele."
nottima	kedagi tapma, surmama	informaalsetes	Sõna 'nottima' on selgelt informaalse registriga, kuna see on kõnekeelne ja slängilik väljend tapmise kohta. Seda kohtab peamiselt vabamas suhtluses, internetikommentaarides, noorte kõnepruugis ja mitteametlikes olukordades. Ametlikes dokumentides, uudistes või formaalsetes tekstides kasutatakse neutraalsemaid sõnu nagu 'tapma' või 'surmama'. 'Nottima' on oma olemuselt brutaalne ja robustne väljend, mis ei sobi kokku formaalse keelekasutusega.
nudima	(raha, mõju vms kohta:) kärpima, (ülemäära) vähendama	informaalsetes	Sõna 'nudima' antud tähenduses on pigem kõnekeelne ja informaalne variant neutraalsemast sõnast 'kärpima'. Seda kasutatakse sageli just vabamas suhtluses, blogides, kommentaarides ja sotsiaalmeedias, eriti kui räägitakse eelarvekärbetest või ressursside vähendamisest. Ametlikes dokumentides või formaalsetes tekstides eelistatakse neutraalsemaid väljendeid nagu 'kärpima', 'vähendama' või 'piirama'. Sõna 'nudima' kannab endas teatud emotsionaalset varjundit ja kõnekeelset iseloomu.
näh	tähelepanu juhtiv hüüatus, kasutatakse seletades, nentides, kinnitades või midagi pakkudes	informaalsetes	Hüüdsõna 'näh' on tüüpiline suulise ja vabama keelekasutuse element. See esineb sageli vestluslikes kontekstides, dialoogides ja vabamas kirjalikus suhtluses (nt foorumid, sotsiaalmeedia). Seda kasutatakse spontaanselt ja emotsionaalselt, mis on iseloomulik just informaalsele keelekasutusele. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) sellist hüüdsõna tavaliselt ei kasutata. 'Näh' on oma olemuselt familiaarne ja vestluslik väljend, mida kasutatakse sageli ka ilukirjanduses tegelaste kõne edasiandmiseks, mis samuti viitab selle informaalsele olemusele.
näpukas	kirjaviga, mis on tehtud kogemata, tähelepanematusest, mitte oskamatusest	informaalsetes	Sõna 'näpukas' on kõnekeelne, mitteametlik variant kirjaveale viitamiseks. See on mänguline ja familiaarne sõna, mida kasutatakse enamasti vabamas suhtluses, näiteks foorumites, blogides või sotsiaalmeedia postitustes, kus keelekasutus on vabam. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutatakse pigem neutraalseid väljendeid nagu 'trükiviga' või 'kirjaviga'. 'Näpukas' viitab ka oma moodustusviisilt (näpp + deminutiivliide -kas) familiaarsele keelekasutusele.
OK	"(suhtluses kasutatav ütlus, mis väljendab kinnitust, nõusolekut või mööndust)	 sõna, millega sa näitad, et oled nõus, või mida sa kasutad, kui vahetad teemat või tegevust"	informaalsetes	"""OK"" on tüüpiliselt informaalse suhtluse marker, mida kasutatakse eriti sageli vabamas kirjalikus ja suulises suhtluses. See on laensõna inglise keelest ning selle kasutamine on eriti levinud internetisuhtluses, sõnumivahetuses ja igapäevases kõnekeeles. Formaalsetes tekstides (ametlikud kirjad, dokumendid, teadusartiklid) eelistatakse tavaliselt eestikeelseid vasteid nagu ""hästi"", ""nõus"", ""olgu"" või ""korras"". ""OK"" kasutamine formaalses kontekstis võib mõjuda liiga familiaarse või ebasobivana."
omasooihar	inimene, kes tunneb seksuaalset ja emotsionaalset tõmmet samast soost inimese vastu	informaalsetes	Sõna 'omasooihar' on pigem halvustava või iroonilise varjundiga sõna, mida kohtab peamiselt informaalsetes keskkondades nagu kommentaariumid ja foorumid. See ei ole neutraalne terminoloogia, vaid emotsionaalselt laetud väljend, mida kasutatakse tihti negatiivses kontekstis. Neutraalsetes või formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutatakse tavaliselt neutraalsemaid termineid nagu 'homoseksuaal' või 'gei'.
opakas	rumal, loll, tobe	informaalsetes	Sõna 'opakas' on selgelt informaalse registri sõna, mida kasutatakse peamiselt kõnekeeles ja vabamas suhtluses. See on halvustava varjundiga slängilik väljend, mis on levinud eriti noorte keelekasutuses, foorumites ja sotsiaalmeedia postitustes. Seda ei kasutata ametlikus või formaalses kontekstis, kuna see on liiga familiaarne ja võib mõjuda ebasobivalt või solvavalt. Neutraalses või formaalses kontekstis kasutatakse selle asemel pigem sõnu nagu 'rumal' või 'ebaintelligentne'.
otu	(hrl heatahtlikult:) rumal, taipamatu	informaalsetes	Sõna 'otu' on oma olemuselt leebe, familiaarne ja pigem kõnekeelne väljend, mida kasutatakse heatahtlikus toonis kellegi rumaluse või taipamatuse kirjeldamiseks. See ei ole neutraalne või formaalne sõna, mida leiaks ametlikest dokumentidest või akadeemilistest tekstidest. Sõna emotsionaalne varjund ja heatahtlik-familiaarne iseloom viitab selgelt selle kasutamisele informaalsetes suhtlusolukordades, näiteks sõbralikus vestluses või kerges naljatlevas kontekstis.
pasandama	(vedelat) roojama	informaalsetes	"Sõna 'pasandama' on selgelt informaalse registriga, kuna tegemist on vulgaarse või argise väljendiga roojamise kohta. Seda tüüpi sõnu kasutatakse tavaliselt mitteametlikus suhtluses, foorumites, sotsiaalmeedias või kõnekeeles. Formaalsetes või neutraalsetes tekstides (nt ametlikud dokumendid, uudised, teadusartiklid) kasutatakse selle asemel neutraalsemaid väljendeid nagu ""roojama"" või ""väljaheidet eritama""."
pasane	pasaga koos, räpane, väga määrdunud	informaalsetes	Sõna 'pasane' on argine ja emotsionaalselt laetud väljend, mida kasutatakse peamiselt kõnekeeles ja informaalsetes olukordades. Kuigi sõna kirjeldab otseselt määrdunud olekut, on sel tugev negatiivne konnotatsioon ja see pole sobilik ametlikus või formaalses kontekstis. Neutraalsemas või formaalses kontekstis kasutatakse tavaliselt selle asemel sõnu nagu 'määrdunud', 'räpane' või 'must'. 'Pasane' esineb sagedamini just argivestlustes, sotsiaalmeedia postitustes ja informaalsetes kirjutistes.
peale hüppama	sõnadega ründama, kellegagi kärkima	informaalsetes	"Väljend ""peale hüppama"" antud tähenduses on kõnekeelne metafoor, mida kasutatakse enamasti informaalses suhtluses. See on emotsionaalne ja piltlik väljend, mis sobib hästi just vabamas õhkkonnas, näiteks sotsiaalmeedia postitustes, foorumites või argivestlustes. Ametlikus või formaalses kontekstis (nt ametikirjades, akadeemilistes tekstides) kasutataks pigem neutraalsemaid väljendeid nagu ""kritiseerima"", ""ründavalt suhtuma"" või ""agressiivselt reageerima"". Väljendi kõnekeelsusele viitab ka selle piltlikkus - füüsilise tegevuse (hüppamise) ülekandmine verbaalsele käitumisele."
penss	"igakuiselt makstav rahasumma vanaduse, invaliidsuse või toitjakaotuse korral või nõutava pikkusega tööpanuse olemasolul	 raha, mida riik maksab iga kuu vanale inimesele, kes enam ei tööta"	informaalsetes	'Penss' on sõna 'pension' lühendatud, kõnekeelne variant, mida kasutatakse peamiselt mitteametlikus suhtluses. Neutraalsetes ja ametlikes tekstides (nt ametiasutuste dokumendid, seadused, ajakirjanduslikud tekstid) kasutatakse täispikka vormi 'pension'. 'Penss' on tüüpiline näide keele ökonoomsusprintsiibist, kus pikemast sõnast tekib igapäevases kasutuses lühem variant, mis on omane just informaalsele keelekasutusele.
personaalia	"asutuse või ettevõtte töötajad	 organisatsiooni liikmed"	neutraalsetes/formaalsetes	"Sõna 'personaalia' selles tähenduses esineb peamiselt ametlikes dokumentides, asutuste sisekirjades, aruannetes ja muudes formaalsetes tekstides. See on pigem ametlik termin, mida kasutatakse organisatsioonilises kontekstis. Sõna päritolu (ladina keelest) ja kasutuskontekst viitavad neutraalsele või formaalsele registrile. Igapäevases vabas suhtluses või informaalsetes olukordades kasutatakse pigem väljendeid nagu ""töötajad"", ""personal"" või ""inimesed""."
pinss	"igakuiselt makstav rahasumma vanaduse, invaliidsuse või toitjakaotuse korral või nõutava pikkusega tööpanuse olemasolul	 raha, mida riik maksab iga kuu vanale inimesele, kes enam ei tööta"	informaalsetes	'Pinss' on selgelt kõnekeelne variant sõnast 'pension'. Seda kasutatakse peamiselt mitteametlikus suhtluses, foorumites, sotsiaalmeedias ja igapäevases kõnekeeles. Ametlikes dokumentides, seadustes ja formaalsetes tekstides kasutatakse alati sõna 'pension'. 'Pinss' on lühenenud ja häälduslikult mugandunud vorm, mis on tüüpiline informaalsele keelekasutusele.
pissu	"(lastega ühenduses:) piss	 pissimine"	informaalsetes	Sõna 'pissu' on selgelt lastekeelne hellitav variant sõnast 'piss' ning seda kasutatakse peamiselt väikelastega suheldes või nendest rääkides. See on mitteametlik, pehmendatud vorm, mida võib kohata lastega seotud igapäevases suhtluses, blogides, foorumites ja muudes mitteformaalsetes kontekstides. Ametlikus või neutraalses keelekasutuses (nt meditsiinitekstides või ametlikes dokumentides) kasutatakse selle asemel neutraalsemaid väljendeid nagu 'urineerimine' või 'põie tühjendamine'.
pleku	plekist nõu, ahi, velg vm ese	informaalsetes	Sõna 'pleku' on kõnekeelne variant sõnast 'plekk-' või 'plekist ese'. See on lühenenud ja mugandunud vorm, mida kasutatakse peamiselt argises suhtluses ja informaalsetes keskkondades. Ametlikes või formaalsetes tekstides kasutatakse tavaliselt täispikka vormi 'plekist' või täpsemat kirjeldust (nt 'plekk-ahi', 'plekist nõu'). Sõna 'pleku' kasutus viitab vabamale keelekasutusele ja on iseloomulik just argisele suhtlusele.
pleku	(auto)plekksepp	informaalsetes	'Pleku' on kõnekeelne lühendvorm sõnast 'plekksepp', mida kasutatakse peamiselt informaalses suhtluses. See on tüüpiline näide keelelisest ökonoomsusest, kus pikemast sõnast on igapäevases kasutuses kujunenud lühem variant. Sellist lühendsõna kohtab sageli just argises keelekasutuses, näiteks foorumites, kus arutatakse autoremondiga seotud teemasid, või suulises kõnes. Ametlikes dokumentides või formaalsetes tekstides kasutatakse täispikka vormi 'plekksepp'.
pläru	"sigaret	 sigaret või pabeross"	informaalsetes	Sõna 'pläru' on slängilik, argine väljend sigareti kohta. See on mitteametlik sünonüüm neutraalsele sõnale 'sigaret'. Sellist sõna kohtab tüüpiliselt vabamas suhtluses, foorumites, sotsiaalmeedias või kõnekeelses dialoogis. See ei ole sõna, mida kasutataks ametlikes dokumentides või formaalses kirjakeeles, kus eelistatakse neutraalset terminit 'sigaret'.
poja	pojake, poisike	informaalsetes	Sõna 'poja' tähenduses 'pojake, poisike' on hellitlev, emotsionaalne pöördumisvorm, mida kasutatakse peamiselt mitteametlikus suhtluses. See on tüüpiline näiteks perekondlikus suhtluses, lastega rääkides või emotsionaalsemates olukordades. Selline deminutiivne (hellitav) vorm on iseloomulik just informaalsele keelekasutusele. Neutraalses või formaalses kontekstis kasutataks pigem sõnu 'poeg' või 'poiss'.
poju	pojake, poisike	informaalsetes	Sõna 'poju' on hellitlev, emotsionaalne deminutiivvorm sõnast 'poeg' ning seda kasutatakse peamiselt mitteametlikus, familaarses suhtluses. See on tüüpiline hellitussõna, mida võib kohata näiteks lastega rääkides, sotsiaalmeedia postitustes, foorumites või mitteametlikes vestlustes. Sõna kannab endas emotsionaalset lähedust ja soojust, mis ei sobi ametlikku või neutraalsesse keelekasutusse. Formaalsetes tekstides kasutatakse selle asemel neutraalseid sõnu nagu 'poeg' või 'poiss'.
pookstav	omakäeliselt kirjatähtedega kirjutatud nimi teksti all	ei kohaldu	"Minu treeningandmetes ei ole piisavalt näiteid sõna ""pookstav"" kasutuse kohta antud tähenduses, et teha kindlaid järeldusi selle registrilise kuuluvuse kohta. Kuigi sõna kõlab arhailiselt või murdekeelselt, ei saa ma ilma konkreetsete kasutuskontekstide näideteta määratleda, kas seda kasutatakse pigem informaalsetes või formaalsetes olukordades. Seega oleks registrimärgendi lisamine spekulatiivne."
poose	moekas, eriti soositud, (väga) populaarne	informaalsetes	Sõna 'poose' on slängipärane laensõna inglise keelest, mis on levinud eriti noorte keelekasutuses ja vabamas suhtluses. Seda kohtab peamiselt sotsiaalmeedia postitustes, blogides ja informaalses suulises suhtluses. Formaalsetes või ametlikes tekstides kasutatakse selle asemel neutraalsemaid sünonüüme nagu 'populaarne', 'moekas' või 'trendikas'. Sõna informaalsust rõhutab ka selle kõnekeelne päritolu ja kasutuskontekst.
poriorikas	(porise, määrdunud inimese kohta)	informaalsetes	Sõna 'poriorikas' on oma olemuselt kõnekeelne ja veidi humoorikas väljend, mida kasutatakse pigem vabamas suhtluses. See pole neutraalne kirjeldav sõna, vaid pigem pilkav või naljatlev viis kellegi kohta öelda, et ta on porine või määrdunud. Sellist sõnamoodustust (pori + rikas) võib pidada loominguliseks keelekasutuseks, mis on tüüpilisem just informaalsetele suhtlusolukordadele. Ametlikus või formaalses kontekstis eelistataks neutraalsemaid väljendeid nagu 'määrdunud' või 'porine'.
porken	köögiviljana kasvatatav sulgjate lehtede ja hrl oranžika pikliku juurikaga rohttaim	ei kohaldu	Mul puuduvad treeningandmetes piisavad näited sõna 'porken' kasutuse kohta erinevates registrites, et teha kindlat järeldust selle sõna kasutusregistri kohta. Kuigi see on ilmselt porgandi murdesõna või vanem variant, ei saa ma ilma konkreetsete kasutusnäideteta määrata, kas seda kasutatakse pigem informaalsetes või formaalsetes kontekstides.
porno	"suguelundeid ja seksi nilbelt kujutav film, foto, raamat vm	 suguelundite ja seksi nilbe kujutamine pildis ja sõnas"	informaalsetes	Sõna 'porno' on lühendatud, kõnekeelne variant sõnast 'pornograafia' ning seda kasutatakse peamiselt informaalsetes kontekstides nagu internetikommentaarid, foorumid ja argivestlused. Neutraalsetes või formaalsetes kontekstides (nt ametlikud dokumendid, akadeemilised tekstid) eelistatakse täispikka vormi 'pornograafia' või kasutatakse muid neutraalsemaid väljendeid nagu 'täiskasvanute meelelahutus' või 'erootilised materjalid'. Sõna 'porno' kannab endas teatavat familiaarsust ja võib mõjuda liiga otsekohesena ametlikus kontekstis.
praavitama	(tervisega seoses:) ravima, ravides terveks tegema	informaalsetes	Sõna 'praavitama' on pigem kõnekeelne, murdelise varjundiga sõna, mida kohtab sagedamini informaalsetes kontekstides nagu internetifoorumid, blogid või vabamas suulises kõnes. See ei ole meditsiinilises või ametlikus kontekstis kasutatav termin, kus selle asemel kasutatakse neutraalset sõna 'ravima'. 'Praavitama' kannab endas teatud rahvapärasust ja familiaarsust, mis viitab selgelt informaalsele kasutusele.
prill	"kahest (optilisest) klaasist ja raamist koosnev ese, mida kantakse nägemise parandamiseks ja korrigeerimiseks või silmade kaitseks	 kahest klaasist ja raamist koosnev ese, mida inimesed kannavad silmade ees, et paremini näha"	neutraalsetes/formaalsetes	Sõna 'prill' on eesti keeles tavaline, neutraalne sõna, mida kasutatakse nii igapäevases kõnes kui ka ametlikes kontekstides (nt arstivisiidil, optometristide juures, dokumentides). See ei ole slängisõna ega liiga informaalne väljend. Sõna kasutatakse laialdaselt ka teaduslikes ja meditsiinilistes tekstides ning see on standardne termin prillide kui optilise abivahendi tähistamiseks. Puuduvad märgid, et see oleks eriti informaalne või kõnekeelne väljend.
proff	"mingil alal kutseliselt tegev isik	 oma ala meister"	informaalsetes	Sõna 'proff' on kõnekeelne lühend sõnast 'professionaal' ning seda kasutatakse enamasti informaalsetes kontekstides. See on levinud eriti sporditekstides, blogides ja sotsiaalmeedia postitustes. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutatakse pigem täispikka vormi 'professionaal' või väljendeid nagu 'kutseline sportlane', 'elukutseline muusik' jne. Sõna 'proff' kannab endas teatavat familiaarsust ja vabama suhtlusstiili tunnuseid.
prohvus	omaaegne leebe kirumissõna	informaalsetes	"Kuna tegemist on kirumissõnaga, isegi kui leebega, siis sellised väljendid kuuluvad tavaliselt informaalsesse keelekasutusse. Kirumissõnad ja vandesõnad on oma olemuselt mitteametlikud ja kasutatakse enamasti vabamas suhtluses, mitte formaalsetes olukordades või ametlikes tekstides. ""Omaaegne"" viitab ka sellele, et see on pigem vanamoodne, rahvapärane väljend, mis samuti seostub informaalse keelekasutusega."
pussakas	"(vana ja) imelik, korratult istuv riideese	 pulstunud, sassis karvaga loom"	informaalsetes	Sõna 'pussakas' on oma kõlalt ja tähenduselt pigem kõnekeelne, ekspressiivne väljend, mida kasutatakse enamasti vabamas suhtluses. See on deskriptiivne sõna, mis annab edasi teatavat halvustavat või naljatlevat suhtumist kirjeldatavasse objekti (olgu selleks siis riideese või loom). Sellist sõna kohtab tõenäolisemalt mitteametlikes kontekstides nagu argivestlused, sotsiaalmeedia postitused või ilukirjanduslik otsekõne, mitte aga ametlikes või akadeemilistes tekstides, kus eelistatakse neutraalsemaid väljendeid.
püüne	lava näidendi vm lavateose esitamiseks, ka teatri kohta üldse	neutraalsetes/formaalsetes	Sõna 'püüne' on pigem kirjanduslik ja teatrispetsiifiline termin, mida kasutatakse sageli kultuuritekstides, teatriarvustustes ja -kirjeldustes. See ei ole argikõnes või informaalses suhtluses tavapärane sõna (seal kasutatakse pigem sõna 'lava'). 'Püüne' kannab endas teatavat pühalikku või ülevat varjundit ning sobib hästi just formaalsematesse ja kunstikriitilistesse tekstidesse. Samas ei ole see nii spetsiifiline või haruldane, et seda peaks pidama ainult formaalseks.
rahapaber	paberist vm pehmest materjalist maksevahend	neutraalsetes/formaalsetes	Sõna 'rahapaber' on neutraalne termin, mida kasutatakse nii ajakirjanduses kui ka ametlikes tekstides rahatähe või paberraha sünonüümina. See ei kanna endas kõnekeelset või slängilikku varjundit ning sobib kasutamiseks ka formaalsetes kontekstides. Sõna on pigem tehniline ja kirjeldav, mitte emotsionaalne või familiaarne.
raksus	vargil, varastamas	informaalsetes	Sõna 'raksus' tähenduses 'vargil, varastamas' on slängilik väljend, mida kasutatakse peamiselt kõnekeeles ja informaalsetes suhtlusolukordades. See ei ole neutraalne või ametlik viis väljendamaks vargusega seotud tegevust. Ametlikus või formaalses kontekstis kasutataks pigem väljendeid nagu 'varastama', 'vargil käima' või 'vargust sooritama'. 'Raksus' on oma olemuselt argikeel, mida võib kohata näiteks noorte omavahelises suhtluses, foorumites või sotsiaalmeedia postitustes.
rets	kurjategija, kes pärast karistuse kandmist paneb toime uue kuriteo, paadunud kurjategija	informaalsetes	"See on slängisõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes olukordades. Sõna ""rets"" on lühend/kõnekeelne variant sõnast ""retsidivist"" ning selline lühendamine ja sõnade ""rahvapärasemaks"" muutmine on tüüpiline just informaalsele keelekasutusele. Ametlikes dokumentides või formaalsetes olukordades kasutatakse täispikka terminit ""retsidivist"". Sõna ""rets"" võib kohata näiteks foorumites, kommentaariumides või argivestlustes, kuid mitte ametlikes kohtuotsustes või politsei pressiteadetes."
ruudune	pindalalt teatud arvu ruutmeetrite suurune	informaalsetes	"Sõna 'ruudune' tähenduses 'teatud ruutmeetrite suurune' on pigem kõnekeelne ja informaalne väljend. Korrektne ja neutraalne väljend oleks 'ruutmeetrine' või 'x ruutmeetri suurune'. 'Ruudune' selles tähenduses esineb pigem argises suhtluses, foorumites ja sotsiaalmeedia postitustes, kus räägitakse näiteks korteri või aia suurusest (nt ""kolmekümne ruudune korter""). Formaalsetes tekstides (nt kinnisvarakuulutused, ametlikud dokumendid) kasutatakse täpsemat ja standardsemat sõnastust."
ruunama	isast hobust (täkku) vm isaslooma kastreerima	neutraalsetes/formaalsetes	"""Ruunama"" on spetsiifiline veterinaarmeditsiiniline termin, mida kasutatakse peamiselt erialases kontekstis ja neutraalses kõnepruugis, kui räägitakse loomakasvatusest või veterinaarprotseduuridest. See ei ole argikõne sõna ega ka eriti informaalne väljend. Seda kohtab enamasti asjalikes tekstides, mis käsitlevad hobuste või teiste koduloomade kasvatamist ja hooldamist. Termin on professionaalne ja konkreetne, ilma emotsionaalse või kõnekeelse varjundita."
saltser	tsingi lahustamisel soolhappega saadava ühendi vesilahus, mida kasutatakse erinevate metallide (nt raua, terase, vase) tinaga jootmisel või puidu immutamiseks	ei kohaldu	Minu treeningandmetes ei ole piisavalt näiteid selle sõna kasutuskontekstide kohta, et teha kindlat järeldust selle registrilise kuuluvuse kohta. Tegemist on spetsiifilise tehnilise terminiga, mida kasutatakse keemilise ühendi kirjeldamiseks, kuid ilma konkreetsete kasutusnäideteta ei saa ma määrata, kas see on pigem informaalne või formaalne termin. Sõna võib esineda nii erialases kirjanduses kui ka praktilistes töökodade juhendites, kuid mul puuduvad andmed selle tegeliku kasutuse kohta.
samagonn	kodustes tingimustes valmistatud viin	informaalsetes	Sõna 'samagonn' on laensõna vene keelest (самогон) ja seda kasutatakse eesti keeles peamiselt argikeelses kontekstis. See on pigem kõnekeelne väljend koduvalmistatud viina kohta, mida kohtab sageli just informaalsetes keskkondades nagu foorumid, suhtlusportaalid või igapäevases kõnekeeles. Ametlikes või formaalsetes tekstides kasutatakse pigem neutraalsemaid väljendeid nagu 'koduviin' või 'puskar'. Sõna informaalsust rõhutab ka asjaolu, et see viitab ebaseaduslikule tegevusele, millest räägitakse tihti just mitteametlikus kontekstis.
samasooihar	inimene, kes tunneb seksuaalset ja emotsionaalset tõmmet samast soost inimese vastu	informaalsetes	Sõna 'samasooihar' on pigem halvustava varjundiga ja emotsionaalselt laetud sõna, mida kohtab peamiselt informaalsetes keskkondades nagu kommentaariumid ja foorumid, kus seda kasutatakse tihti negatiivses kontekstis. Neutraalsetes või formaalsetes tekstides (nt ametlikud dokumendid, uudised, teadusartiklid) kasutatakse pigem neutraalsemaid termineid nagu 'homoseksuaal' või 'gei'. 'Samasooihar' sisaldab sõnaosa '-ihar', mis kannab endas negatiivset konnotatsiooni ja viitab liialdasele või ebasobivale ihale, mis muudab selle sobimatuks neutraalseks või formaalseks kasutuseks.
sedapsi	sedamoodi, niimoodi	informaalsetes	Sõna 'sedapsi' on kõnekeelne variant sõnadest 'sedamoodi' või 'niimoodi'. See on mitteametlik ja vabama stiiliga sõnakasutus, mida kohtab peamiselt informaalsetes suhtlusolukordades ja tekstides. Sõna lõpp '-psi' annab sellele mängulise ja vabama varjundi, mis ei sobi ametlikku või neutraalsesse keelekasutusse. Sellist sõnavormi võib kohata näiteks internetifoorumites, sotsiaalmeedia postitustes või vabamas vestluses, kuid mitte ametlikes dokumentides või akadeemilistes tekstides.
seebikas	peamiselt suhteid käsitlev (sentimentaalne, melodramaatiline) televisioonisari, milles on palju tegelasi ja tegevusliine ning mida näidatakse hrl igal argipäeval	informaalsetes	'Seebikas' on kõnekeelne lühendvorm sõnast 'seebiooper', mis on juba iseenesest kujundlik väljend. Seda kasutatakse peamiselt argivestlustes, sotsiaalmeedias, foorumites ja muudes mitteametlikes kontekstides. Formaalsetes tekstides (nt telekavades, meediaülevaadetes, akadeemilistes tekstides) kasutatakse pigem neutraalsemaid väljendeid nagu 'telesari', 'draamasari' või 'seebiooper'. 'Seebikas' on selgelt argikõneline ja veidi halvustava varjundiga sõna.
seesamane	sama, seesama	informaalsetes	"Sõna ""seesamane"" on pigem kõnekeelne variant sõnadest ""sama"" või ""seesama"". See on pikem ja veidi mängulisem vorm, mida kohtab sagedamini vabamas keelekasutuses, näiteks blogides, foorumites ja sotsiaalmeedia postitustes. Ametlikes dokumentides või akadeemilistes tekstides kasutatakse tavaliselt neutraalsemaid vorme ""sama"" või ""seesama"". ""Seesamane"" annab tekstile veidi familiaarsema või jutustava tooni, mis on omane just informaalsele keelekasutusele."
seesamune	sama, seesama	informaalsetes	"Sõna ""seesamune"" on kõnekeelsem variant sõnadest ""sama"" või ""seesama"". See esineb sagedamini vabamas suhtluses, blogides ja sotsiaalmeedia postitustes. Sõna moodustusviis (liide -mune) annab sellele familiaarsema varjundi. Ametlikes dokumentides või akadeemilistes tekstides kasutatakse pigem neutraalseid vasteid ""sama"" või ""seesama""."
sehkendama	millegagi tegevuses olema, siia-sinna liikudes askeldama	informaalsetes	"Sõna 'sehkendama' on oma olemuselt argine ja kõnekeelne väljend, mida kasutatakse enamasti mitteametlikus suhtluses. See verb annab tegevusele veidi familiaarse või isegi kerge humoorika varjundi. Seda kohtab sageli just informaalsetes kontekstides nagu blogid, sotsiaalmeedia postitused või igapäevased vestlused, kus kirjeldatakse kellegi sihitut või pidevat askeldamist. Ametlikes dokumentides või formaalsetes tekstides kasutataks selle asemel neutraalsemaid väljendeid nagu ""askeldama"", ""tegutsema"" või ""toimetama""."
sellane	selleaegne	informaalsetes	Sõna 'sellane' tundub olevat pigem kõnekeelne ja informaalne variant sõnast 'selleaegne'. See on lühenenud ja lihtsustatud vorm, mida kohtab sagedamini vabamas keelekasutuses, näiteks internetisuhtluses, foorumites ja mitteametlikes vestlustes. Formaalsetes või ametlikes tekstides kasutatakse tavaliselt täispikka vormi 'selleaegne'.
