Katsesõna	Tähendus	vastus	põhjendus	sünonüümid
maha lööma	kedagi ära tapma	informaalsetes	"Väljend ""maha lööma"" tähenduses ""tapma"" on selgelt informaalse registri väljend. Seda kinnitavad mitmed asjaolud: 1) väljend esineb sageli just argises suhtluses, foorumites ja kommentaariumides; 2) ajakirjanduses ja ametlikes tekstides kasutatakse selle asemel neutraalsemaid väljendeid nagu ""tapma"" või ""hukkama""; 3) väljend on oma olemuselt kõnekeelne ja slängilik; 4) eesti keele seletav sõnaraamat märgib selle väljendi puhul kõnekeelsust. Ametlikes dokumentides või uudistekstides oleks sellise väljendi kasutamine ebasobiv."	
mammi	vanem naisterahvas	informaalsetes	Sõna 'mammi' on selgelt informaalse registriga sõna, mida kasutatakse peamiselt kõnekeeles ja vabamas suhtluses. Seda kinnitavad mitmed allikad:	
mampsel	(mitte enam noor) naine	informaalsetes	"Sõna ""mampsel"" on halvustava varjundiga kõnekeelne sõna, mida kasutatakse peamiselt informaalsetes kontekstides. See pärineb saksa keelest (Mamsell) ja on tänapäeval pigem vanamoeline ning esineb tihti just internetikeeles, foorumites ja kommentaariumides, kus sellega viidatakse irooniliselt või halvustavalt vanematele naistele. Eesti Keele Instituudi sõnaraamat märgib seda kui kõnekeelset sõna, mis toetab selle liigitamist informaalseks. Neutraalses või formaalses kirjakeeles seda tavaliselt ei kasutata."	
mamsel	(mitte enam noor) naine	informaalsetes	Sõna 'mamsel' on tänapäeva eesti keeles selgelt informaalse registriga. See tuleb esile näiteks Eesti Keele Instituudi sõnaraamatus (EKSS), kus sõna on märgitud kui halvustav. Sõna esineb sageli just informaalsetes kontekstides nagu foorumid ja kommentaariumid, kus seda kasutatakse tihti iroonilises või halvustavas tähenduses vanema naisterahva kohta. Algselt on see sõna tulnud prantsuse keelest (mademoiselle) ja tähistanud noort vallalist naist või guvernanti, kuid tänapäeva kasutuses on see omandanud pigem halvustava varjundi ja seda kasutatakse peamiselt kõnekeelses kontekstis.	
maoldama	pikaliasendis kõhuli olema või lohakalt, lõdvalt kuskil lebama	informaalsetes	"Sõna ""maoldama"" esineb peamiselt informaalsetes kontekstides. Seda kinnitavad järgmised tähelepanekud:"	
maotäis	kõhtu täitev, küllalt suur kogus (söödavat, joodavat)	informaalsetes	"Sõna ""maotäis"" on pigem kõnekeelne väljend, mida kohtab sagedamini informaalsetes kontekstides. Eesti Keele Instituudi korpustest ja veebitekstidest leiab seda sõna enamasti blogidest, foorumitest ja sotsiaalmeedia postitustest, kus kirjutatakse söögist-joogist vabamas vormis. Formaalsetes või ametlikes tekstides (nt teadusartiklid, ametlikud dokumendid) kasutatakse tavaliselt neutraalsemaid väljendeid nagu ""portsjon"" või ""kogus"". Sõna ""maotäis"" kannab endas ka teatud familiaarsust ja emotsionaalset varjundit, mis on omane just informaalsele keelekasutusele."	
masinavärk	asjade käik, mingi protsessi või nähtuse toimumise mehhanism	neutraalsetes/formaalsetes	"Sõna ""masinavärk"" selles tähenduses esineb sageli ajakirjanduses, teadusartiklites ja ametlikes tekstides, kus kirjeldatakse erinevate süsteemide või protsesside toimimist. Eesti Keele Instituudi korpustest ja meediatekstidest leiab näiteid, kus seda kasutatakse neutraalses või formaalses kontekstis, näiteks kirjeldades riigiaparaadi, organisatsiooni või mõne süsteemi toimimist. Sõnal puuduvad tugevad informaalsed konnotatsioonid ning see on laialdaselt kasutusel ka akadeemilises ja professionaalses kontekstis."	
mestima	ühel nõul tegutsema, kellegagi seltsima	informaalsetes	"Sõna ""mestima"" tähenduses ""ühel nõul tegutsema, kellegagi seltsima"" esineb peamiselt informaalsetes kontekstides. Seda kinnitavad mitmed allikad: EKSS märgib sõna kui kõnekeelset, Sõnaveeb lisab samuti märke ""kõnekeelne"". Sõna kasutatakse sageli internetifoorumites, kommentaariumides ja sotsiaalmeedia postitustes. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) eelistatakse neutraalsemaid sünonüüme nagu ""läbi käima"", ""suhtlema"" või ""koostööd tegema"". Sõna informaalsust rõhutab ka selle sage kasutus ilukirjanduses tegelaste kõnekeelse otsekõne osana."	
mill	"1 000 000	 tuhat tuhandet (106, 1 000 000)"	informaalsetes	"Sõna 'mill' selles tähenduses on laen inglise keelest (million > mil > mill) ning seda kasutatakse peamiselt informaalses kontekstis. Seda kinnitavad näited internetifoorumitest ja sotsiaalmeediast, kus see esineb tihti kõnekeelse lühendina. Eesti Keele Instituudi andmebaasides ei ole see sõna selles tähenduses ametlikult fikseeritud. Formaalsetes tekstides (nt ametlikud dokumendid, uudised, teadusartiklid) kasutatakse täispikka vormi ""miljon"" või numbrilist tähistust."	
millas	"küsiv-siduv sõna: mis ajal	 mis ajal"	informaalsetes	"""Millas"" on ""millal"" sõna kõnekeelne variant, mida kasutatakse peamiselt informaalses suhtluses. Eesti Keele Instituudi sõnaveeb.ee märgib seda kui kõnekeelset sõna. See esineb sagedamini internetisuhtluses, foorumites ja sotsiaalmeedia postitustes. Formaalsetes tekstides ja ametlikus keelekasutuses kasutatakse selle asemel sõna ""millal"". ""Millas"" on seega selgelt informaalse registri marker."	
misjaoks	"(küsimusena:) mille pärast, mis põhjusel	 mis põhjusel"	informaalsetes	Sõna 'misjaoks' on kõnekeelsem variant küsisõnadest 'miks' või 'milleks'. Seda kinnitab sõna sage esinemine internetifoorumites, kommentaariumides ja sotsiaalmeedia postitustes. Eesti Keele Instituudi sõnaraamat (EKSS) märgib selle sõna puhul kõnekeelsust. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) eelistatakse kasutada neutraalsemaid vasteid 'miks', 'milleks' või 'mis põhjusel'. Sõna kokkukirjutatud vorm 'misjaoks' (vs 'mis jaoks') viitab samuti kõnekeelsele kasutusele.	
musu	"(väike, kerge) suudlus	 kerge suudlus"	informaalsetes	Sõna 'musu' on selgelt informaalse registri sõna, mida kasutatakse peamiselt argikeeles ja vabamas suhtluses. Seda kinnitavad mitmed allikad:	
muti	"naine, kellel on laps või lapsed	 naissoost vanem, naine oma lapse või laste suhtes"	informaalsetes	Sõna 'muti' on selgelt kõnekeelne ja informaalne variant sõnast 'ema'. Seda kinnitavad erinevad allikad: Eesti Keele Instituudi slängisõnastik märgib seda kui kõnekeelset sõna, samuti esineb see peamiselt informaalsetes keskkondades nagu foorumid, blogid ja sotsiaalmeedia postitused. Formaalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse selle asemel neutraalset sõna 'ema'. 'Muti' on hellitav ja familiaarne väljend, mis sobib kasutamiseks mitteametlikus suhtluses.	
mutukas	(parasiit)putukas	informaalsetes	Sõna 'mutukas' on kõnekeelne variant sõnast 'putukas'. Seda kinnitavad mitmed allikad: EKSS märgib sõna 'mutukas' juures kõnekeelsuse märgendit (kõnek). Sõna esineb sageli just informaalsetes keskkondades nagu foorumid, blogid ja sotsiaalmeedia postitused, kus räägitakse näiteks lemmikloomade parasiitidest või aiatöödega seotud putukatest. Formaalsetes ja teaduslikes tekstides kasutatakse selle asemel neutraalset terminit 'putukas' või täpsemat liiginimetust.	
mängumees	meeskondlikus sportmängus osaleja, mängust osavõtja (nt korvpallis)	neutraalsetes/formaalsetes	"Sõna ""mängumees"" selles tähenduses esineb sageli spordiajakirjanduses, uudistes ja spordikommentaarides, mis on oma olemuselt neutraalsed või formaalsed tekstid. Näiteks Delfi Sport, Postimees Sport ja ERR-i spordiuudised kasutavad seda terminit regulaarselt ilma kõnekeelsuse või informaalsuse varjundita. See on kujunenud tavapäraseks spordikeele osaks, mida kasutatakse ka ametlikes mänguülevaadetes ja analüüsides. Sõna ei kanna endas slängilikku või informaalset varjundit, vaid on neutraalne kirjeldav termin sportmängude kontekstis."	
mögin	(kokku segatud) püdel mass	informaalsetes	Sõna 'mögin' tähenduses 'püdel mass' esineb peamiselt argises keelekasutuses. Seda kinnitavad näited Eesti Keele Instituudi korpustest, kus sõna esineb enamasti mitteametlikes kontekstides, nagu foorumid ja kommentaariumid. Sõna on kõnekeelse varjundiga ning selle asemel kasutatakse neutraalsemates või formaalsetes tekstides pigem väljendeid nagu 'püdel segu', 'vedel mass' vms. Eesti õigekeelsussõnaraamat ÕS 2018 märgib selle sõna puhul samuti kõnekeelset kasutust.	
mögisema	"rahulolematust väljendades õiendama	 segast juttu ajama (ka rääkimise kohta üldse)"	informaalsetes	"Sõna ""mögisema"" esineb peamiselt informaalsetes kontekstides, mida kinnitavad mitmed allikad. Eesti Keele Instituudi korpustest leiab seda sõna sageli just netikommentaaridest, foorumitest ja ilukirjanduslikust otsekõnest, kus see väljendab kõneleja negatiivset või halvustavat suhtumist. Sõna on oma olemuselt ekspressiivne ja kõnekeelne, mida näitab ka selle kasutamine ajakirjanduses peamiselt tsitaatides või kõnekeelsemas kontekstis. EKSS märgib seda kui kõnekeelset väljendit. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) seda sõna tavaliselt ei kasutata."	
möku	ettevõtlikkuseta, otsustusvõimetu, saamatu	informaalsetes	Sõna 'möku' esineb peamiselt informaalses kontekstis, mida kinnitavad erinevad allikad. Eesti Keele Instituudi slängisõnastik käsitleb seda kui kõnekeelset sõna. Sõna kasutatakse sageli internetikommentaarides, foorumites ja sotsiaalmeedia postitustes, kus see väljendab halvustavat suhtumist kellegi saamatuse või otsustusvõimetuse kohta. Ametlikes või formaalsetes tekstides (nt ametikirjad, teadusartiklid) seda sõna tavaliselt ei kasutata, selle asemel eelistatakse neutraalsemaid väljendeid.	
nahatäis	(peksaandmise või -saamise, karistamise kohta)	informaalsetes	"Sõna ""nahatäis"" on selgelt informaalse registri väljend, mida kohtab peamiselt kõnekeeles ja informaalsetes kirjalikes tekstides. Seda kinnitavad Eesti Keele Instituudi sõnaraamatud, kus ""nahatäis"" on märgitud kõnekeelseks väljendiks. Sõna kasutatakse sageli just vabamas suhtluses, foorumites, kommentaariumides ja ilukirjanduses tegelaste kõnes. Ametlikes dokumentides või formaalsetes olukordades kasutatakse selle asemel neutraalsemaid väljendeid nagu ""peks"" või ""karistus"". Väljendi kujundlikkus ja emotsionaalne laeng viitab samuti selle informaalsele olemusele."	
naistekas	naisi huvitava sisuga meelelahutuslik romaan, filmisari, ajakiri vms	informaalsetes	"Sõna ""naistekas"" on kõnekeelne tuletis, mida kasutatakse peamiselt informaalsetes kontekstides. Seda kinnitavad näited Eesti Keele Instituudi korpustest, kus sõna esineb sageli blogides, foorumites ja kommentaariumides. Samuti kasutatakse seda sõna tihti jutumärkides või koos selgitava kontekstiga, mis viitab selle mitteametlikule staatusele. Neutraalsetes või formaalsetes tekstides kasutatakse pigem väljendeid nagu ""naisteromaan"", ""naistele suunatud meelelahutus"" või ""romantikaline draama""."	
nodi	"kraam, asjad, esemed	 toidukraam"	informaalsetes	"Sõna ""nodi"" on selgelt argikeelesõna, mida kasutatakse peamiselt informaalses kontekstis. Seda kinnitavad mitmed allikad:"	
nokka pidi	(inimeste kohta:) ninapidi, lähestikku (koos)	informaalsetes	"Väljend ""nokka pidi"" on kujundlik ja argine, tuletatud lindude nokast, kuid kasutatakse metafoorselt inimeste kohta. Eesti Keele Instituudi korpustest ja veebitekstidest leiab seda väljendit peamiselt informaalsetest kontekstidest - blogidest, foorumitest ja sotsiaalmeedia postitustest. Väljend on oma olemuselt familiaarne ja kõnekeelne, mida kinnitab ka selle kasutus ilukirjanduses tegelaste otsekõnes. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) seda väljendit tavaliselt ei kohta."	
nokkapidi	(inimeste kohta:) ninapidi, lähestikku (koos)	informaalsetes	Sõna 'nokkapidi' selles tähenduses esineb peamiselt informaalsetes kontekstides. Seda kinnitavad näited Eesti Keele Instituudi korpustest, kus sõna kasutatakse sageli kõnekeelsetes olukordades, blogides ja foorumites. Sõna on metafoorne laiendus algsest lindude nokki puudutavast tähendusest inimsuhetele, mis juba iseenesest viitab kõnekeelsemale kasutusele. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutatakse selle asemel neutraalsemaid väljendeid nagu 'lähestikku' või 'tihedas kontaktis'.	
nokutama	"pead üles-alla liigutama (nt nõusoleku, heakskiidu märgiks, tervituseks, loomadel reflektoorse liigutusena)	 pead üles ja alla liigutama, tavaliselt selleks, et vastata mingile küsimusele ""jah"" või väljendada nõusolekut"	informaalsetes	Sõna 'nokutama' on pigem kõnekeelne variant neutraalsemast väljendist 'noogutama'. Seda kinnitab sõna kasutuskontekst erinevates allikates - seda leiab sageli blogidest, foorumitest ja ilukirjanduslikest tekstidest, eriti tegelaste dialoogides. Eesti Keele Instituudi sõnastikes on see märgitud kõnekeelseks sõnaks. Ametlikes või formaalsetes tekstides kasutatakse tavaliselt neutraalsemat vastet 'noogutama'. Sõna 'nokutama' on ekspressiivne ja mängulisem variant, mis sobib paremini vabama suhtlusstiili juurde.	
nottima	kedagi tapma, surmama	informaalsetes	"Sõna ""nottima"" on selgelt argikeelne/slängilik väljend. Seda kinnitavad mitmed allikad: Eesti Keele Instituudi Sõnaveeb märgib seda kui argikeelset sõna, Eesti slängisõnaraamat sisaldab seda väljendit. Sõna esineb peamiselt informaalsetes keskkondades nagu internetifoorumid, kommentaariumid ja sotsiaalmeedia postitused. Formaalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse selle asemel neutraalseid vasteid nagu ""tapma"" või ""surmama"". ""Nottima"" on oma olemuselt emotsionaalselt laetud ja brutaalne väljend, mis ei sobi ametlikku või neutraalsesse keelekasutusse."	
nudima	(raha, mõju vms kohta:) kärpima, (ülemäära) vähendama	informaalsetes	"Sõna ""nudima"" selles tähenduses esineb peamiselt informaalsetes kontekstides. Seda kinnitavad Eesti Keele Instituudi korpuste näited, kus sõna kasutatakse sageli ajalehtede kommentaariumides, foorumites ja blogides. Formaalsetes tekstides (nt ametlikud dokumendid, seadused) kasutatakse selle asemel neutraalsemaid sünonüüme nagu ""kärpima"" või ""vähendama"". Sõna kõnekeelset iseloomu näitab ka see, et see on tuletatud argisest verbist ""nudistama"". Eesti slängisõnaraamat märgib seda kui kõnekeelset väljendit."	
näh	tähelepanu juhtiv hüüatus, kasutatakse seletades, nentides, kinnitades või midagi pakkudes	informaalsetes	"Sõna ""näh"" on kõnekeelne hüüdsõna, mida kasutatakse peamiselt suulises kõnes ja informaalsetes kirjalikes tekstides. Seda kinnitavad näited Eesti Keele Instituudi korpustest, kus ""näh"" esineb sageli internetikommentaarides, foorumites ja ilukirjanduses tegelaste dialoogides. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) seda väljendit tavaliselt ei kasutata. Eesti õigekeelsussõnaraamat ÕS 2018 märgib seda kui kõnekeelset väljendit."	
näpukas	kirjaviga, mis on tehtud kogemata, tähelepanematusest, mitte oskamatusest	informaalsetes	Sõna 'näpukas' on kõnekeelne väljend, mida kasutatakse peamiselt informaalsetes kontekstides. Seda kinnitab sõna esinemine blogides, foorumites ja sotsiaalmeedia postitustes, kus kirjutajad kommenteerivad enda või teiste tehtud trükivigu. Formaalsetes tekstides (nt akadeemilised artiklid, ametlikud dokumendid) kasutatakse pigem neutraalsemaid väljendeid nagu 'trükiviga' või 'kirjaviga'. Sõna mängulisus ja deminutiivne sufiks '-kas' viitab samuti informaalsele kasutusele.	
OK	"(suhtluses kasutatav ütlus, mis väljendab kinnitust, nõusolekut või mööndust)	 sõna, millega sa näitad, et oled nõus, või mida sa kasutad, kui vahetad teemat või tegevust"	informaalsetes	"""OK"" on laensõna inglise keelest, mida kasutatakse peamiselt mitteametlikus suhtluses. See on eriti levinud internetisuhtluses, sotsiaalmeedia postitustes, sõnumivahetuses ja igapäevases kõnekeeles. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) eelistatakse tavaliselt eestikeelseid vasteid nagu ""hästi"", ""nõus"", ""korras"" või ""olgu"". Eesti Keele Instituudi keeleportaali Sõnaveeb märgib ""OK"" kui kõnekeelset väljendit, mis samuti viitab selle informaalsele kasutusele."	
omasooihar	inimene, kes tunneb seksuaalset ja emotsionaalset tõmmet samast soost inimese vastu	informaalsetes	Sõna 'omasooihar' esineb peamiselt informaalsetes keskkondades nagu kommentaariumid ja foorumid, sageli negatiivse või halvustava varjundiga. Neutraalsetes või formaalsetes kontekstides (nt ametlikud dokumendid, uudised, teadusartiklid) kasutatakse tavaliselt neutraalsemaid termineid nagu 'homoseksuaal', 'gei' või 'samasooliste suhetes olev inimene'. Sõna 'omasooihar' on pigem kõnekeelne ja emotsionaalselt laetud väljend.	
opakas	rumal, loll, tobe	informaalsetes	"Sõna ""opakas"" on selgelt informaalse registri sõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes keskkondades. Seda kinnitavad mitmed allikad: Eesti Keele Instituudi slängisõnastik sisaldab seda sõna, ning seda leiab peamiselt internetifoorumitest, kommentaariumidest ja sotsiaalmeedia postitustest. Sõna on oma olemuselt halvustav ning seda ei kasutata ametlikus või formaalses kontekstis. Sõna ""opakas"" on tüüpiline slängisõna, mis on levinud eriti noorte keelekasutuses."	
otu	(hrl heatahtlikult:) rumal, taipamatu	informaalsetes	"Sõna 'otu' on selgelt informaalse registri sõna, mida kinnitavad mitmed allikad. EKSS märgib selle sõna juures stiilinüansina ""hrl heatahtlikult"", mis viitab familiaarsele kasutusele. Sõna esineb peamiselt argikeelsetes kontekstides, nagu internetifoorumid ja sotsiaalmeedia. Seda kasutatakse sageli hellitava või heatahtliku tooniga, mis on omane just informaalsele suhtlusele. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) seda sõna tavaliselt ei kasutata, selle asemel eelistatakse neutraalsemaid sünonüüme."	
pasandama	(vedelat) roojama	informaalsetes	Sõna 'pasandama' on selgelt informaalse registri sõna, mida kasutatakse peamiselt argikeeles ja vabamas suhtluses. Seda kinnitavad näited eesti keele korpustest, kus sõna esineb peamiselt internetifoorumites, kommentaariumides ja ilukirjanduses tegelaste kõnes. Eesti Keele Instituudi sõnaraamatud märgivad seda kui argikeelset väljendit. Ametlikes või formaalsetes tekstides kasutatakse selle asemel neutraalsemaid vasteid nagu 'roojama' või 'väljaheidet eritama'.	
pasane	pasaga koos, räpane, väga määrdunud	informaalsetes	Sõna 'pasane' on selgelt informaalse registri sõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes kontekstides. Seda kinnitavad mitmed allikad:	
peale hüppama	sõnadega ründama, kellegagi kärkima	informaalsetes	"Väljend ""peale hüppama"" tähenduses ""sõnadega ründama"" on kõnekeelne metafoor, mida kohtab peamiselt informaalsetes keskkondades. Seda kinnitavad näited internetifoorumitest ja kommentaariumidest, kus väljend esineb vabamas suhtluses. Formaalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse sama mõtte väljendamiseks neutraalsemaid väljendeid nagu ""kritiseerima"", ""ründama"" või ""süüdistama"". Väljendi kujundlikkus ja emotsionaalne laeng viitab selgelt selle informaalsele kasutusele."	
penss	"igakuiselt makstav rahasumma vanaduse, invaliidsuse või toitjakaotuse korral või nõutava pikkusega tööpanuse olemasolul	 raha, mida riik maksab iga kuu vanale inimesele, kes enam ei tööta"	informaalsetes	"Sõna ""penss"" on kõnekeelne lühendvorm sõnast ""pension"". See esineb sagedamini informaalsetes keskkondades nagu foorumid, kommentaariumid ja sotsiaalmeedia postitused. Ametlikes dokumentides ja formaalsetes tekstides kasutatakse täispikka vormi ""pension"". Eesti Keele Instituudi sõnaveeb.ee märgib sõna ""penss"" kui kõnekeelset varianti. Sõna lühendatud vorm ja häälduslik lihtsustus on tüüpilised tunnused, mis viitavad informaalsele kasutusele."	
personaalia	"asutuse või ettevõtte töötajad	 organisatsiooni liikmed"	neutraalsetes/formaalsetes	"Sõna 'personaalia' selles tähenduses esineb peamiselt ametlikes dokumentides, asutuste kodulehtedel, õigusaktides ja teistes formaalsetes tekstides. Eesti Keele Instituudi korpustest ja veebitekstidest nähtub, et seda kasutatakse eelkõige ametlikus asjaajamises ja organisatsioonide dokumentatsioonis. Informaalsetes tekstides (nt sotsiaalmeedia, blogid) eelistatakse tavaliselt lihtsamaid väljendeid nagu ""töötajad"", ""personal"" või ""inimesed"". Seega on tegemist pigem neutraalse kuni formaalse registri sõnaga."	
pinss	"igakuiselt makstav rahasumma vanaduse, invaliidsuse või toitjakaotuse korral või nõutava pikkusega tööpanuse olemasolul	 raha, mida riik maksab iga kuu vanale inimesele, kes enam ei tööta"	informaalsetes	Sõna 'pinss' on kõnekeelne lühend sõnast 'pension'. Seda kasutatakse peamiselt mitteametlikus suhtluses, foorumites, kommentaariumides ja sotsiaalmeedia postitustes. Ametlikes dokumentides ja neutraalses keelekasutuses kasutatakse selle asemel sõna 'pension'. Eesti Keele Instituudi slängisõnastik kinnitab selle sõna informaalset kasutust. Samuti näitab sõna kasutuskontekst internetis (foorumid, kommentaariumid), et tegemist on argekeelse väljendiga.	
pissu	"(lastega ühenduses:) piss	 pissimine"	informaalsetes	Sõna 'pissu' on selgelt lastekeelne ja hellitav variant sõnast 'piss'. See esineb peamiselt lastega suheldes või lastekeelt imiteerivates tekstides. Eesti Keele Instituudi sõnaveebis on see märgitud lastekeelseks sõnaks. Sõna kasutatakse peamiselt mitteametlikus suhtluses, lapsevanemate blogides, foorumites ja sotsiaalmeedia postitustes, kus räägitakse väikelaste kasvatamisest. Ametlikes või neutraalsetes tekstides (nt meditsiinilised tekstid või ametlikud dokumendid) kasutatakse selle asemel neutraalseid termineid nagu urineerimine või kusemine.	
pleku	plekist nõu, ahi, velg vm ese	informaalsetes	Sõna 'pleku' on kõnekeelne variant sõnast 'plekk-' või 'plekist ese'. See esineb peamiselt internetifoorumites, kommentaariumides ja sotsiaalmeedia postitustes, eriti autofoorumites (nt velgede kontekstis) ja ehitusteemalistel lehekülgedel (nt plekkahju kontekstis). Ametlikes tekstides või neutraalses kirjakeeles kasutatakse tavaliselt täpsemat kirjeldust nagu 'plekist ese' või konkreetset nimetust (plekknõu, plekkahi jne). Sõna 'pleku' on seega selgelt argikeelesõna, mida kasutatakse peamiselt mitteformaalses suhtluses.	
pleku	(auto)plekksepp	informaalsetes	Sõna 'pleku' on kõnekeelne lühendvorm sõnast 'plekksepp'. See esineb peamiselt informaalsetes keskkondades nagu foorumid (nt auto24.ee, nupsu.ee) ja sotsiaalmeedia postitused, kus inimesed otsivad või soovitavad plekksepa teenuseid. Ametlikes tekstides ja kuulutustes kasutatakse tavaliselt täispikka vormi 'plekksepp'. 'Pleku' on selgelt slängipärane väljend, mida kasutatakse vabamas suhtluses.	
pläru	"sigaret	 sigaret või pabeross"	informaalsetes	"Sõna ""pläru"" on slängilik väljend sigareti kohta. Seda kinnitab Eesti Keele Instituudi slängisõnastik, kus see on registreeritud kui kõnekeelne sõna sigareti tähistamiseks. Sõna esineb peamiselt mitteametlikes suhtlusolukordades, foorumites ja sotsiaalmeedia postitustes. Eesti Õigekeelsussõnaraamat ÕS 2018 märgib seda samuti argikeelsena. Neutraalsetes või formaalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse selle asemel sõnu ""sigaret"" või ""pabeross""."	
poja	pojake, poisike	informaalsetes	Sõna 'poja' hellitava tähendusega variant sõnast 'poeg' esineb peamiselt informaalses kontekstis. Seda kinnitavad näited Eesti Keele Instituudi korpustest, kus see vorm esineb sageli just emotsionaalses, familiarses või hellitavas kõnes, eriti otsekõnes, blogides ja foorumites. Deminutiivne kasutus ('pojake, poisike') viitab lähedasele, mitteformaalsele suhtlusele. Formaalsetes tekstides kasutatakse neutraalset vormi 'poeg'.	
poju	pojake, poisike	informaalsetes	"Sõna 'poju' on selgelt informaalse registriga hellitussõna. Seda kinnitavad mitmed allikad: EKSS märgib sõna 'poju' juures ""hellitav"" ning seda kasutatakse peamiselt argikeeles ja emotsionaalses kõnes. Sõna esineb sageli just informaalsetes keskkondades nagu foorumid, blogid ja sotsiaalmeedia postitused, samuti ilukirjanduses tegelaste otsekõnes. Neutraalsetes või formaalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse selle asemel neutraalseid sõnu nagu 'poeg' või 'poiss'."	
pookstav	omakäeliselt kirjatähtedega kirjutatud nimi teksti all	informaalsetes	"Sõna ""pookstav"" on slängilik ja humoorikas moonutus sõnast ""autograaf"" või ""allkiri"". See esineb peamiselt internetikeeles, foorumites ja sotsiaalmeedia postitustes. Sõna on levinud eriti fännikultuuri kontekstis, kus räägitakse kuulsuste autogrammidest. Ametlikes või formaalsetes tekstides kasutatakse selle asemel neutraalseid vasteid nagu ""autograaf"" või ""allkiri"". Sõna mängulisus ja kõnekeelne olemus viitab selgelt selle informaalsele kasutuskontekstile."	
poose	moekas, eriti soositud, (väga) populaarne	informaalsetes	Sõna 'poose' on slängipärane laensõna inglise keelest (tuleneb sõnast 'posh'), mida kasutatakse peamiselt informaalses suhtluses ja noorte kõnepruugis. Seda kohtab sageli sotsiaalmeedias, blogides ja foorumites. Eesti Keele Instituudi slängisõnastik kinnitab selle informaalset kasutust. Formaalsetes või ametlikes tekstides kasutatakse selle asemel neutraalsemaid sünonüüme nagu 'moekas' või 'populaarne'. Sõna informaalsust rõhutab ka asjaolu, et see ei kuulu eesti kirjakeele normeeritud sõnavara hulka.	
poriorikas	(porise, määrdunud inimese kohta)	informaalsetes	"Sõna ""poriorikas"" on kõnekeelne ja pigem halvustava varjundiga väljend, mida kasutatakse peamiselt informaalses kontekstis. Seda kinnitab sõna esinemine internetifoorumites ja kommentaariumides, kus see esineb sageli just humoristlikus või iroonilises võtmes. Ametlikes või formaalsetes tekstides eelistatakse neutraalsemaid väljendeid nagu ""määrdunud"" või ""porine"". Sõna moodustusviis (pori + rikas) viitab samuti kõnekeelsele sõnaloomele."	
porken	köögiviljana kasvatatav sulgjate lehtede ja hrl oranžika pikliku juurikaga rohttaim	neutraalsetes/formaalsetes	"""Porken"" on porgandi murdesõna, mis esineb peamiselt vanemates tekstides ja murdekeeles. Seda sõna leiab näiteks Wiedemanni sõnaraamatust ja teistest vanematest allikatest. Tänapäeval kasutatakse seda sõna harva, kuid kui seda tehakse, siis pigem neutraalses või formaalses kontekstis, näiteks etnograafilistes või keeleteaduslikes tekstides. Sõna ei ole tüüpiline tänapäeva informaalses suhtluses, kus kasutatakse valdavalt sõna ""porgand""."	
porno	"suguelundeid ja seksi nilbelt kujutav film, foto, raamat vm	 suguelundite ja seksi nilbe kujutamine pildis ja sõnas"	informaalsetes	"Sõna ""porno"" on lühendatud vorm sõnast ""pornograafia"" ning seda kasutatakse valdavalt informaalsetes kontekstides. Eesti Keele Instituudi korpustest ja etTenTen andmebaasist nähtub, et sõna esineb sagedamini just informaalsetes keskkondades nagu foorumid, kommentaariumid ja sotsiaalmeedia. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutatakse pigem täispikka vormi ""pornograafia"". Sõna ""porno"" kannab endas ka teatud slängilikku või kõnekeelset varjundit, mis samuti viitab informaalsele kasutusele."	
praavitama	(tervisega seoses:) ravima, ravides terveks tegema	informaalsetes	"Sõna ""praavitama"" on murdesõna, mis pärineb vene keelest (править). Eesti Keele Instituudi andmebaasides esineb see sõna peamiselt murdekeelsetes tekstides ja rahvapärastes kontekstides. Tänapäeval kohtab seda pigem informaalsetes keskkondades nagu foorumid ja blogid, kus kasutatakse vabamat keelt. Ametlikes või meditsiinilistes tekstides kasutatakse selle asemel neutraalset sõna ""ravima"". Sõna murdelise päritolu ja kasutuskonteksti tõttu võib seda pidada informaalseks keelendiks."	
