"Katsesõna"	"Tähendus"	"vastus"	"põhjendus"	"sünonüümid"
"diil"	"rahaline, äriga seotud toiming või kokkulepe	 toiming või seotud toimingute kogum, milles sisaldub vähemalt üks õiguslikku tagajärge kaasa toov tahteavaldus"	"informaalsetes"	"Sõna ""diil"" on laenatud inglise keelest (deal) ja seda kasutatakse sageli igapäevases kõnekeeles, et viidata tehingutele või kokkulepetele. See on levinud slängis ja mitteametlikes vestlustes, nagu näiteks sõpradevahelised arutelud või sotsiaalmeedia postitused. Formaalsetes tekstides eelistatakse tavaliselt kasutada täpsemaid ja ametlikumaid termineid nagu ""tehing"" või ""kokkulepe""."	""
"diip"	"tunnetuse poolest sügav ja mõttetihe"	"informaalsetes"	"Sõna ""diip"" on laensõna inglise keelest (""deep"") ja seda kasutatakse sageli noorte seas ning mitteametlikes vestlustes, et kirjeldada midagi, mis on sügavamõtteline või keeruline. See sõna on levinud sotsiaalmeedias, blogides ja igapäevases kõnepruugis, kuid ei ole tavapärane formaalsetes või akadeemilistes tekstides."	""
"dino"	"suur sisalikulaadne ürgaja roomaja"	"informaalsetes"	"Sõna ""dino"" on lühend sõnast ""dinosaurused"" ja seda kasutatakse sageli mitteametlikes kontekstides, nagu vestlused, sotsiaalmeedia postitused või lastega seotud teemad. See on lihtsustatud ja mänguline viis viidata dinosaurustele, mistõttu sobib see pigem informaalsetesse tekstidesse. Formaalsetes või teaduslikes tekstides eelistatakse tõenäoliselt täisvormi ""dinosaurused""."	""
"disklahv"	"keeld mingi aja jooksul spordivõistlustel osaleda"	"informaalsetes"	"Sõna ""disklahv"" on lühendatud ja kõnekeelne vorm sõnast ""diskvalifitseerimine"" või ""diskvalifikatsioon"". Sellised lühendid ja mugandused on tavaliselt omased mitteametlikule keelekasutusele, nagu näiteks spordifännide vestlused, sotsiaalmeedia postitused ja kommentaarid. Formaalsetes tekstides eelistatakse tõenäoliselt kasutada täisvormi."	""
"dokk"	"dokumentaalfilm või -sari"	"informaalsetes"	"Sõna ""dokk"" on lühend sõnast ""dokumentaalfilm"" või ""dokumentaalsari"" ning sellised lühendid on tavaliselt omased mitteametlikule keelekasutusele. Seda tüüpi lühendeid kasutatakse sageli igapäevases kõnes, sotsiaalmeedias ja muudes mitteametlikes kontekstides, kus on soov väljenduda kiiremini ja vähem formaalselt. Formaalsetes tekstides eelistatakse tõenäoliselt täisvormi ""dokumentaalfilm"" või ""dokumentaalsari""."	""
"drinkima"	"alkoholi jooma"	"informaalsetes"	"Sõna ""drinkima"" on tuletatud ingliskeelsest sõnast ""drink"" ja seda kasutatakse sageli slängina või kõnekeeles, et viidata alkoholi joomisele. Sellised laensõnad ja slängiväljendid on tavaliselt omased mitteametlikule suhtlusele, nagu näiteks sõpradevahelised vestlused, sotsiaalmeedia postitused ja muud informaalset laadi tekstid. Formaalsetes või neutraalsetes tekstides eelistatakse tõenäoliselt kasutada korrektsemaid ja traditsioonilisemaid väljendeid."	""
"dubljonka"	"pööratud lambanahkne (pool)kasukas"	"neutraalsetes/formaalsetes"	"Sõna ""dubljonka"" viitab konkreetsele rõivaesemele, millel on spetsiifiline materjal ja stiil. Selliseid termineid kasutatakse sageli moe- ja rõivatööstuse kontekstis, kus täpsus ja selgus on olulised. Seetõttu on tõenäoline, et seda sõna kasutatakse neutraalsetes või formaalsetes tekstides, nagu moeartiklid, tootekirjeldused või rõivastega seotud ametlikud arutelud."	""
"ebaklapp"	"ebakõla, sobimatus"	"neutraalsetes/formaalsetes"	"Sõna ""ebaklapp"" kasutatakse sageli olukordades, kus kirjeldatakse mittevastavust või sobimatust, mis võib esineda nii ametlikes kui ka neutraalsetes kontekstides, näiteks aruannetes, teaduslikes artiklites või ametlikes dokumentides. Sõna ei ole slängiline ega kõnekeelne, mistõttu sobib see hästi formaalsetesse ja neutraalsetesse tekstidesse."	""
"ehitusmees"	"ehitaja, ehitustööline"	"neutraalsetes/formaalsetes"	"Sõna ""ehitusmees"" viitab ametile või tööle, mida kasutatakse sageli ametlikes kontekstides, nagu töökuulutused, ametlikud dokumendid või tööalased arutelud. Kuigi seda võib kohata ka igapäevases vestluses, ei ole sellel sõnal tugevat informaalset varjundit, mistõttu sobib see pigem neutraalsetesse või formaalsetesse tekstidesse."	""
"ekreiit"	"Eesti Konservatiivse Rahvaerakonna (EKRE) liige"	"informaalsetes"	"Sõna ""ekreiit"" on tuletatud Eesti Konservatiivse Rahvaerakonna (EKRE) nimest ja seda kasutatakse sageli mitteametlikus kontekstis, näiteks sotsiaalmeedias, foorumites või vestlustes, et viidata erakonna liikmetele. Sellised tuletised on tavaliselt levinud kõnekeeles ja mitteametlikes aruteludes, mitte ametlikes dokumentides või formaalsetes tekstides."	""
"eks"	"endine abikaasa või elukaaslane"	"informaalsetes"	"Sõna ""eks"" kasutatakse sageli igapäevases kõnekeeles ja mitteametlikes kontekstides, näiteks vestlustes sõprade vahel, sotsiaalmeedias või blogides, et viidata endisele abikaasale või elukaaslasele. See on lühike ja mitteametlik väljend, mis sobib hästi vähem formaalsetesse olukordadesse. Formaalsetes tekstides eelistatakse tavaliselt täpsemaid ja neutraalsemaid väljendeid nagu ""endine abikaasa"" või ""endine elukaaslane""."	""
"eksmatt"	"kustutamine üliõpilaste nimekirjast enne ülikooli lõpetamist"	"informaalsetes"	"Sõna ""eksmatt"" on lühendatud ja kõnekeelne väljend, mida tõenäoliselt kasutatakse rohkem üliõpilaste omavahelistes vestlustes, foorumites või sotsiaalmeedias, kui räägitakse ülikooliga seotud teemadest. Ametlikes dokumentides või akadeemilistes tekstides kasutatakse tõenäoliselt täpsemat ja formaalsemat väljendit, nagu ""kustutamine üliõpilaste nimekirjast""."	""
"ekstreem"	"põnevust, pinget, erutust pakkuv olukord"	"informaalsetes"	"Sõna ""ekstreem"" kasutatakse sageli kirjeldamaks olukordi, mis pakuvad põnevust ja adrenaliini, näiteks ekstreemspordialad või seiklused. Sellised teemad on tihti seotud noortekultuuri ja vaba aja veetmisega, mis leiavad kajastust mitteametlikes kontekstides nagu blogid, sotsiaalmeedia ja vestlused sõprade vahel. Seetõttu on sõna ""ekstreem"" kasutus pigem informaalne."	""
"elektrikontakt"	"paikne seadis, millesse torgatakse pistik, et elektririistu vooluvõrku ühendada"	"neutraalsetes/formaalsetes"	"Sõna ""elektrikontakt"" on tehniline termin, mida kasutatakse elektriseadmete ja -süsteemide kirjeldamisel. Sellised terminid on tavaliselt neutraalsed või formaalsed, kuna neid kasutatakse täpsuse ja selguse tagamiseks tehnilistes dokumentides, juhendites ja ametlikes tekstides."	""
"eputrilla"	"edvistav, eputav inimene"	"informaalsetes"	"Sõna ""eputrilla"" on kõnekeelne ja omab veidi halvustavat varjundit, mida kasutatakse tihti igapäevases vestluses või mitteametlikes olukordades, et kirjeldada kedagi, kes on edvistav või eputav. Selline sõna on tõenäolisemalt kasutusel informaalsetes tekstides nagu chativestlused või sotsiaalmeedia postitused, kus inimesed väljendavad end vabamalt ja vähem formaalselt."	""
"eraots"	"rahateenimiseks tehtav (eraviisiline) kõrvaltöö"	"informaalsetes"	"Sõna ""eraots"" viitab eraviisilisele kõrvaltööle, mis on sageli seotud igapäevase kõnekeele ja mitteametlike olukordadega. Sellist väljendit kasutatakse tõenäoliselt rohkem vestlustes, kus arutatakse mitteametlikke töövõimalusi või lisatööotsi, näiteks sõprade või kolleegide vahelises suhtluses, mitte ametlikes dokumentides või formaalsetes tekstides."	""
"ersats"	"mittetäisväärtuslik, järeletehtud aine, ese vm, alaväärtuslik aseaine"	"neutraalsetes/formaalsetes"	"Sõna ""ersats"" kasutatakse sageli kirjeldamaks midagi, mis on alaväärtuslik või järeletehtud, ning see võib esineda nii neutraalsetes kui ka formaalsetes tekstides, näiteks teaduslikes artiklites, ajakirjanduses või akadeemilistes aruteludes, kus arutletakse toodete kvaliteedi või asenduste üle. Sõna ei ole iseenesest släng või kõnekeelne väljend, mistõttu ei ole see piiratud ainult informaalsete kontekstidega."	""
"etem"	"omaduste, kvaliteedi poolest suuremal määral hea	 omaduste, võimete, seisundi vm poolest millestki või kellestki rohkem väärt olev"	"informaalsetes"	"Sõna ""etem"" on kõnekeelne väljend, mida kasutatakse sageli igapäevases vestluses ja mitteametlikes tekstides. See on lihtsustatud ja lühendatud vorm sõnast ""parem"" ning seetõttu sobib see pigem informaalsetesse kontekstidesse, nagu näiteks sõpradevahelised vestlused või sotsiaalmeedia postitused. Neutraalses või formaalses keeles eelistatakse tavaliselt kasutada sõna ""parem""."	""
"ets kae"	"väljendab imestust, üllatust, vahel ka pahameelt"	"informaalsetes"	"Väljend ""ets kae"" on kõnekeelne ja seda kasutatakse sageli igapäevastes vestlustes, et väljendada spontaanset imestust või üllatust. Sellised väljendid on tüüpilised mitteametlikus suhtluses, nagu sõpradevahelised vestlused, sotsiaalmeedia postitused või kommentaarid. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja standardsemaid väljendeid."	""
"etsa kae"	"väljendab imestust, üllatust, vahel ka pahameelt"	"informaalsetes"	"Väljend ""etsa kae"" on kõnekeelne ja väljendab emotsioone nagu imestus või üllatus, mis on tüüpiline informaalsetele vestlustele. Selliseid väljendeid kasutatakse sageli suulises kõnes, sotsiaalmeedias või mitteametlikes kirjutistes, kuid need ei sobi formaalsetesse või ametlikesse tekstidesse."	""
"eur"	"Euroopa Liidu rahaühik. Ühes euros on 100 senti	 Euroopa Liidu suurem rahaühik, Euroopa ühisraha"	"neutraalsetes/formaalsetes"	"Sõna ""eur"" kasutatakse sageli ametlikes ja neutraalsetes kontekstides, kuna see viitab Euroopa Liidu ametlikule rahaühikule. Seda kasutatakse majanduslikes, finantsilistes ja ametlikes dokumentides, samuti uudistes ja analüüsides, kus käsitletakse rahandust ja majandust. Seetõttu on selle kasutus pigem neutraalne või formaalne."	""
"exclusive"	"eksklusiivne, teistest eristuv"	"neutraalsetes/formaalsetes"	"Sõna ""exclusive"" kasutatakse sageli ametlikes ja neutraalsetes kontekstides, näiteks turunduses, meedias ja äridokumentides, et rõhutada toote või teenuse unikaalsust ja erilisust. See sõna ei ole tavaliselt seotud slängi või igapäevase kõnepruugiga, mis viitaks informaalsetele tekstidele."	""
"fanatt"	"mingi tegevusala, valdkonna kirglik harrastaja või huviline"	"informaalsetes"	"Sõna ""fanatt"" on tuletatud ingliskeelsest sõnast ""fanatic"" ja seda kasutatakse sageli kõnekeeles, et kirjeldada kedagi, kes on väga kirglik mingi tegevuse või valdkonna suhtes. Sellised laenatud ja lühendatud vormid on tavaliselt levinud mitteametlikes vestlustes, nagu sotsiaalmeedia postitused, foorumid ja igapäevane kõnepruuk. Neutraalses või formaalses kontekstis eelistatakse tõenäoliselt kasutada sõna ""entusiast"" või ""harrastaja""."	""
"flaier"	"kontserdile või muule üritusele kutsuv reklaamleht"	"informaalsetes"	"Sõna ""flaier"" viitab tihti reklaamlehele, mida kasutatakse mitteametlikel üritustel nagu kontserdid, peod või muud sarnased sündmused. Sellised reklaamlehed on sageli seotud noortekultuuri ja vaba aja veetmisega, mis on pigem informaalne kontekst. Lisaks kasutatakse sõna ""flaier"" sageli igapäevases kõnepruugis ja sotsiaalmeedias, mis viitab selle informaalsetele kasutusvaldkondadele."	""
"friik"	"millegi liialdatud pooldaja või millestki eriti huvitatud isik, vahel kuni veidruseni	 veidrik"	"informaalsetes"	"Sõna ""friik"" kasutatakse sageli mitteametlikes kontekstides, nagu vestlused sõprade vahel, sotsiaalmeedia postitused ja kommentaarid, et kirjeldada kedagi, kes on millestki väga huvitatud või keda peetakse veidraks. See sõna kannab endas teatud slängilikku ja mitteametlikku tooni, mis ei sobi hästi ametlikesse või neutraalsetesse tekstidesse."	""
"funk"	"1920. aastail tekkinud arhitektuuri, tarbe- ja tööstuskunsti suund, mis ehitiste, esemete vms vormi kujundamisel lähtub eeskätt nende otstarbest ehk funktsioonist, mitte niivõrd esteetilisest küljest"	"neutraalsetes/formaalsetes"	"Sõna ""funk"" kasutatakse arhitektuuri ja disaini kontekstis, mis on seotud konkreetse stiili või suunaga. Sellised terminid on tavaliselt seotud erialase diskursusega ning seetõttu kasutatakse neid pigem neutraalsetes või formaalsetes tekstides, nagu akadeemilised artiklid, arhitektuuri käsitlevad raamatud ja erialased arutelud."	""
"funkama"	"(esemete, nähtuste kohta:) tegevuses või töökorras olema, (kindla ülesandega) töötama, (teatavas rollis) toimima"	"informaalsetes"	"Sõna ""funkama"" on slängi kuuluv väljend, mida kasutatakse sageli igapäevases kõnekeeles ja mitteametlikes olukordades. See ei ole tavapärane kirjakeele sõna ning seetõttu esineb pigem mitteametlikes tekstides nagu vestlused, sotsiaalmeedia postitused ja muud vabas vormis kirjutised."	""
"funktsima"	"(esemete, nähtuste kohta:) tegevuses või töökorras olema, (kindla ülesandega) töötama, (teatavas rollis) toimima"	"informaalsetes"	"Sõna ""funktsima"" on slängilik väljend, mida kasutatakse sageli igapäevases kõnekeeles ja mitteametlikes olukordades. See ei ole tavapärane sõna formaalsetes või ametlikes tekstides, kus eelistatakse kasutada sõna ""funktsioneerima"" või ""töötama"". Seetõttu on selle kasutus pigem informaalsetes tekstides nagu vestlused, blogid ja sotsiaalmeedia postitused."	""
"geps"	"seade, mis võimaldab üle maailma määrata asukohta kogu maailma hõlmava tehiskaaslaste võrgu abil"	"informaalsetes"	"Sõna ""geps"" on lühend sõnast GPS ja seda kasutatakse sageli igapäevases kõnekeeles, et viidata GPS-seadmele. Sellised lühendid ja mugandused on tüüpilised informaalsetele tekstidele, kus keelekasutus on vabam ja vähem formaalne. Neutraalses või formaalses kontekstis kasutatakse tõenäolisemalt täisvormi ""GPS-seade""."	""
"haip"	"ülespuhutud reklaam, ülepakutud vaimustus"	"informaalsetes"	"Sõna ""haip"" kasutatakse sageli noorte seas ja sotsiaalmeedias, et kirjeldada midagi, mis on üle reklaamitud või mille ümber on tekkinud liigne vaimustus. See on slängisõna, mis on levinud just mitteametlikes vestlustes ja tekstides, nagu blogid, foorumid ja chativestlused. Formaalsetes tekstides eelistatakse tõenäoliselt neutraalsemaid väljendeid nagu ""ülespuhutud reklaam"" või ""ülepakutud vaimustus""."	""
"haipima"	"innukalt midagi esile tõstma, midagi kiitma, et tähelepanu saada"	"informaalsetes"	"Sõna ""haipima"" on slängitermin, mida kasutatakse sageli noorte seas ja mitteametlikes vestlustes, nagu sotsiaalmeedia postitustes, chativestlustes ja foorumites. See väljend on pigem kõnekeelne ja ei kuulu tavapärasesse formaalsesse või neutraalsesse sõnavarasse."	""
"hall pass"	"Eesti kodakondsuseta isiku pass Eestis (passi kaanevärvi järgi)"	"neutraalsetes/formaalsetes"	"Sõna ""hall pass"" tähistab ametlikku dokumenti, mis on seotud Eesti kodakondsuseta isikute staatusega. Selliseid termineid kasutatakse tavaliselt ametlikes kontekstides, nagu seadusandlikud tekstid, valitsuse dokumendid ja ametlikud arutelud. Seetõttu on selle kasutus pigem neutraalne või formaalne."	""
"hallukas"	"tajuelamus või aisting ilma välismaailma reaalse stiimulita, (haiguslik) tajumishäire"	"informaalsetes"	"Sõna ""hallukas"" on lühend ja slängivorm sõnast ""hallutsinatsioon"", mida kasutatakse sageli mitteametlikes kontekstides, nagu näiteks vestlused sõprade vahel, sotsiaalmeedia postitused või foorumid. See on pigem kõnekeelne väljend, mis ei sobi ametlikesse või akadeemilistesse tekstidesse."	""
"hanejalad"	"jutumärgid"	"informaalsetes"	"Sõna ""hanejalad"" jutumärkide tähenduses on pigem slängiline ja seda kasutatakse tihti mitteametlikes kontekstides, nagu näiteks vestlustes, blogides või sotsiaalmeedias. See väljend ei ole tavapärane neutraalsetes või formaalsetes tekstides, kus eelistatakse kasutada sõna ""jutumärgid""."	""
"hašš"	"eesti tähestiku täht	 täht eesti tähestikus	 vastav häälik"	"neutraalsetes/formaalsetes"	"Sõna ""hašš"" viitab eesti tähestiku tähe ja vastava hääliku nimetusele. Selliseid termineid kasutatakse tavaliselt keeleõpetuses, lingvistikas ja ametlikes dokumentides, kus on vaja täpselt kirjeldada keele struktuuri ja hääldust. Seetõttu on selle sõna kasutus pigem neutraalsetes või formaalsetes tekstides."	""
"heureka"	"hea mõte, avastuslik idee"	"informaalsetes"	"Sõna ""heureka"" kasutatakse sageli rõõmsas ja spontaanses kontekstis, kui keegi teeb avastuse või saab hea idee. See väljend on seotud emotsionaalse ja vahetu reaktsiooniga, mis on tüüpiline informaalsetele olukordadele, nagu näiteks sõpradevaheline vestlus või sotsiaalmeedia postitused. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja täpsemaid väljendeid."	""
"hiirekäsi"	"haigusseisund, mis tekib suure närvi pitsumisel randmekanalis ja millele on iseloomulik käe tuimenemine, torked vms"	"neutraalsetes/formaalsetes"	"Sõna ""hiirekäsi"" viitab meditsiinilisele seisundile, mis on seotud närvi pitsumisega randmekanalis. Selliseid termineid kasutatakse tavaliselt neutraalsetes või formaalsetes kontekstides, nagu meditsiinilised artiklid, teaduslikud uuringud ja tervisealased väljaanded. Kuigi sõna võib esineda ka igapäevases kõnepruugis, on selle kasutamine siiski pigem seotud ametlike ja neutraalsete tekstidega, kus käsitletakse terviseprobleeme ja nende põhjuseid."	""
"hirmsasti"	"väga, äärmiselt"	"informaalsetes"	"Sõna ""hirmsasti"" kasutatakse sageli kõnekeeles ja mitteametlikes kontekstides, et väljendada midagi väga intensiivselt või äärmuslikult. See on pigem emotsionaalne ja värvikas väljend, mis sobib hästi igapäevasesse vestlusesse, blogidesse või sotsiaalmeediasse, kuid mitte formaalsetesse või ametlikesse tekstidesse."	""
"hitt"	"väga menukas laul, film, teatrietendus vms teos"	"informaalsetes"	"Sõna ""hitt"" kasutatakse sageli igapäevases kõnepruugis, et kirjeldada midagi väga populaarset või menukat, nagu laul, film või muu meelelahutusteos. See on pigem kõnekeelne väljend, mida kohtab tihti sotsiaalmeedias, blogides ja vestlustes, kuid harvemini ametlikes dokumentides või akadeemilistes tekstides."	""
"homo"	"inimene, kes tunneb seksuaalset ja emotsionaalset tõmmet samast soost inimese vastu"	"informaalsetes"	"Sõna ""homo"" kasutatakse sageli informaalsetes kontekstides, nagu vestlused, sotsiaalmeedia ja foorumid. Kuigi see on lühend sõnast ""homoseksuaal"", võib ""homo"" mõnikord kanda ka halvustavat või familiaarset varjundit, mis on omane mitteametlikule keelekasutusele. Formaalsetes ja neutraalsetes tekstides eelistatakse tavaliselt täpsemaid ja neutraalsemaid termineid nagu ""homoseksuaal""."	""
"hruštšovka"	"peamiselt 1960. aastatel levinud väikeste korteritega tüüpelamu"	"neutraalsetes/formaalsetes"	"Sõna ""hruštšovka"" viitab konkreetsele ajaloolisele ja arhitektuurilisele nähtusele, mis on seotud teatud tüüpi elamuehitusega. Seda terminit kasutatakse sageli neutraalsetes või formaalsetes kontekstides, nagu ajalooraamatud, arhitektuuri käsitlevad tekstid või linnaplaneerimise arutelud. Sõna ei ole seotud slängi või kõnekeelse väljendusega, mistõttu ei ole see tüüpiline informaalsetes tekstides."	""
"hullu"	"hullupööra, pööraselt"	"informaalsetes"	"Sõna ""hullu"" tähenduses ""hullupööra"" või ""pööraselt"" on slängilik väljend, mida kasutatakse sageli kõnekeeles ja mitteametlikes olukordades. Selline väljend on tavapärane noorte seas ja sotsiaalmeedias, kuid ei sobi ametlikesse või formaalsetesse tekstidesse, kus eelistatakse neutraalsemaid ja täpsemaid väljendeid."	""
"hundituline"	"naps viina	 viin"	"informaalsetes"	"Sõna ""hundituline"" on slängiline väljend, mida kasutatakse viina kohta. Sellised väljendid on tavaliselt levinud kõnekeeles ja mitteametlikes olukordades, nagu sõpradevahelised vestlused, chativestlused või sotsiaalmeedia postitused. Formaalsetes tekstides kasutatakse tõenäolisemalt neutraalseid ja ametlikke termineid, nagu ""viin""."	""
"häbemata"	"väga suurel määral, hästi palju"	"informaalsetes"	"Sõna ""häbemata"" kasutatakse sageli kõnekeeles ja mitteametlikes olukordades, et rõhutada midagi, mis on väga suur või intensiivne. Selline väljend sobib hästi igapäevasesse vestlusesse, blogidesse või sotsiaalmeediasse, kuid ametlikes või neutraalsetes tekstides võib see tunduda liiga familiaarne või emotsionaalne."	""
"häbematane"	"häbematu"	"informaalsetes"	"Sõna ""häbematane"" on tõenäoliselt slängi või murdekeele vorm sõnast ""häbematu"". Sellised keelekasutuse vormid esinevad tihti mitteametlikes kontekstides, nagu näiteks kõnekeel, sotsiaalmeedia või noorte omavaheline suhtlus. Formaalsetes tekstides eelistatakse korrektset ja standardset keelekasutust, seega on tõenäoline, et ""häbematane"" kasutatakse pigem informaalsetes olukordades."	""
"hädapätakas"	"hädine, saamatu inimene"	"informaalsetes"	"Sõna ""hädapätakas"" on kõnekeelne ja omab halvustavat varjundit, mida kasutatakse tihti mitteametlikes olukordades, näiteks sõprade vahelises vestluses või sotsiaalmeedias. Selline väljend ei sobi ametlikesse ega formaalsetesse tekstidesse, kuna see võib tunduda ebaviisakas või solvav."	""
"hääletoru"	"(sõnumi edasiandmise abinõu, vahendi kohta)	 kellegi põhimõtteid ning ideid levitav väljaanne, meediakanal, isik vms"	"neutraalsetes/formaalsetes"	"Sõna ""hääletoru"" kasutatakse sageli meedia ja kommunikatsiooni kontekstis, viidates väljaannetele või kanalitele, mis edastavad kellegi põhimõtteid või ideid. Selline kasutus on tavaliselt seotud ametlike või neutraalsete tekstidega, nagu ajakirjanduslikud artiklid, analüüsid või akadeemilised kirjutised, kus arutatakse meedia rolli ja mõju. Seetõttu sobib see pigem neutraalsetesse või formaalsetesse tekstidesse."	""
"idiootsus"	"ülim totrus, suur rumalus"	"informaalsetes"	"Sõna ""idiootsus"" kannab tugevat negatiivset varjundit ja seda kasutatakse sageli emotsionaalseks väljenduseks, et rõhutada kellegi või millegi rumalust. Selline väljendusviis on tavapärasem igapäevases kõnekeeles, sotsiaalmeedias ja muudes mitteametlikes kontekstides, kus emotsionaalne toon ja isiklik arvamus on sagedamini esindatud. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja vähem emotsionaalseid väljendeid."	""
"igasugu"	"igat liiki, igat laadi	 mis tahes, ükskõik milline	 paljudest eri liikidest, iga liiki või laadi	 ükskõik milline"	"informaalsetes"	"Sõna ""igasugu"" on lühendatud ja kõnekeelne vorm väljendist ""igasugune"". Seda kasutatakse sageli igapäevases kõnes ja mitteametlikes tekstides, nagu näiteks vestlused, blogid või sotsiaalmeedia postitused. Formaalsetes tekstides eelistatakse tavaliselt täisvormi ""igasugune""."	""
"igatekanti"	"igal moel, igas suhtes	 igas suhtes, igas mõttes	 igas suhtes, igas mõttes, igal moel"	"informaalsetes"	"Sõna ""igatekanti"" on kõnekeelne väljend, mida kasutatakse sageli mitteametlikes olukordades, nagu vestlused sõprade vahel, blogipostitused või sotsiaalmeedia. See väljend annab edasi mitmekülgsust või mitmetahulisust, kuid selle stiil on pigem vaba ja lõdvem, sobides seetõttu paremini informaalsetesse kontekstidesse."	""
"igatemoodi"	"igal moel, igas suhtes	 igas suhtes, igas mõttes	 igas suhtes, igas mõttes, igal moel"	"informaalsetes"	"Sõna ""igatemoodi"" on kõnekeelne väljend, mida kasutatakse sageli igapäevases suhtluses ja mitteametlikes olukordades. See väljend on levinud vestlustes, kus inimesed räägivad vabalt ja vähem formaalselt. Formaalsetes tekstides eelistatakse tavaliselt täpsemaid ja struktureeritumaid väljendeid."	""
"igateviisi"	"igal moel, igas suhtes	 igas suhtes, igas mõttes	 igas suhtes, igas mõttes, igal moel"	"informaalsetes"	"Sõna ""igateviisi"" on kõnekeelne väljend, mida kasutatakse sageli igapäevases suhtluses ja mitteametlikes kontekstides. See väljend on levinud vestlustes, kus rõhutatakse mitmekülgsust või mitmetahulisust, kuid see ei ole tavaliselt kasutusel ametlikes või formaalsetes tekstides."	""
"ilmatu"	"väga, määratult"	"informaalsetes"	"Sõna ""ilmatu"" kasutatakse sageli kõnekeeles ja mitteametlikes kontekstides, et rõhutada midagi, mis on väga suur või määratu. See on väljend, mis esineb tihti igapäevases vestluses, blogides ja sotsiaalmeedias, kus keelekasutus on vabam ja vähem formaalne. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja täpsemaid väljendeid."	""
"ilmatuma"	"väga suur"	"informaalsetes"	"Sõna ""ilmatuma"" kasutatakse sageli kõnekeeles ja mitteametlikes kontekstides, et rõhutada millegi suurt ulatust või suurust. See väljend on pigem emotsionaalne ja värvikas, sobides hästi igapäevasesse vestlusesse, kuid mitte ametlikesse dokumentidesse või formaalsetesse tekstidesse."	""
"ilmatuma"	"väga, määratult"	"informaalsetes"	"Sõna ""ilmatuma"" kasutatakse sageli kõnekeeles ja mitteametlikes kontekstides, et rõhutada midagi suurt või määratut. Selline väljend on tavaliselt levinud vestlustes, blogides ja sotsiaalmeedias, kus keelekasutus on vabam ja vähem formaalne."	""
"ilmvõimatu"	"täiesti võimatu"	"neutraalsetes/formaalsetes"	"Sõna ""ilmvõimatu"" on kirjakeelne ja seda kasutatakse sageli neutraalsetes ja formaalsetes kontekstides, et väljendada midagi, mis on täiesti võimatu. See sõna ei ole slängiline ega kõnekeelne, mistõttu sobib see hästi ametlikesse tekstidesse, nagu esseed, artiklid ja ametlikud aruanded."	""
"ilueedi"	"edev, ennast imetlev mees, kes oma välimusele suurt rõhku paneb, hrl peenutsedes või liialdades rõivastusega"	"informaalsetes"	"Sõna ""ilueedi"" on pigem kõnekeelne ja omab kerget negatiivset varjundit, viidates kellegi edevusele ja liialdatud tähelepanule välimusele. Selliseid väljendeid kasutatakse tihti mitteametlikes olukordades, näiteks vestlustes sõprade vahel, sotsiaalmeedias või blogides, kus keelekasutus on vabam ja vähem formaalne."	""
"in"	"moes, soositud, päevakorral"	"informaalsetes"	"Sõna ""in"" tähenduses ""moes, soositud, päevakorral"" on laenatud inglise keelest ja seda kasutatakse sageli mitteametlikes kontekstides, nagu vestlused, sotsiaalmeedia postitused ja noortepärased tekstid. See väljend on pigem slängi laadne ja seetõttu sobib rohkem informaalsetesse tekstidesse."	""
"individuaal"	"aiaga maja, kus elab tavaliselt üks pere	 eravalduses olev, hrl ühele perele mõeldud elamu"	"neutraalsetes/formaalsetes"	"Sõna ""individuaal"" tähenduses ""aiaga maja, kus elab tavaliselt üks pere"" on pigem neutraalne või formaalne, kuna see viitab konkreetsele elamutüübile ja on tõenäoliselt kasutusel kinnisvaraga seotud tekstides, ametlikes dokumentides või arhitektuurialastes aruteludes. Selline sõna ei ole tavaliselt seotud slängi või argikeelega, mida võiks leida informaalsetes tekstides."	""
"inf"	"andmed või faktid, mis iseloomustavad mingit nähtust, protsessi, asja vm	 andmed, faktid	 selliste andmete ja teadete edasiandmine"	"informaalsetes"	"Sõna ""inf"" on lühend sõnast ""informatsioon"" ja seda kasutatakse sageli mitteametlikes kontekstides, nagu näiteks vestlustes, chatis või sotsiaalmeedias, kus kiirus ja lühidus on olulised. Neutraalses või formaalses tekstis eelistatakse tavaliselt kasutada täielikku sõna ""informatsioon""."	""
"infra"	"ühiskonna või ettevõtte tööks vajalikud vahendid, tegevused ja teenused (nt internetiühendus, tänavavõrk, veevarustus)"	"neutraalsetes/formaalsetes"	"Sõna ""infra"" kasutatakse sageli tehnilistes ja ametlikes kontekstides, kus räägitakse infrastruktuurist ja sellega seotud teenustest. Seda terminit võib leida ametlikes dokumentides, aruannetes ja akadeemilistes tekstides, kus käsitletakse ühiskonna või ettevõtte tööks vajalikke vahendeid ja teenuseid. Seetõttu sobib see pigem neutraalsetesse või formaalsetesse tekstidesse."	""
