Katsesõna	Tähendus	vastus	põhjendus	sünonüümid
pasandama	(vedelat) roojama	informaalsetes	"Sõna ""pasandama"" on vulgaarne ja ebaviisakas viis roojamisest rääkimiseks.  Seda kasutatakse peamiselt väga mitteametlikes olukordades ja intiimses vestluses lähedaste inimestega. Avalikus ja ametlikus suhtluses on see sõna täiesti kohatu."	
pasane	pasaga koos, räpane, väga määrdunud	informaalsetes	"Sõna ""pasane"" omab negatiivset ja ebaviisakat konnotatsiooni.  See on otseselt seotud roojaga ja seetõttu ebameeldiv. Kuigi sõna mõistetakse, kasutatakse seda pigem argikeeles ja emotsionaalselt laetud situatsioonides, mitte ametlikes või neutraalsetes tekstides."	
peale hüppama	sõnadega ründama, kellegagi kärkima	informaalsetes	"Väljend ""peale hüppama"" tähenduses ""sõnadega ründama, kellegagi kärkima"" on emotsionaalselt laetud ja kõnekeelne. See sobib hästi argisesse suhtlusse ja vähemformaalsetesse olukordadesse, näiteks sõpradega vesteldes või online-kommentaariumides. Formaalsemas keelekasutuses, näiteks teadusartiklites või ametlikes dokumentides, eelistatakse neutraalsemaid ja täpsemaid väljendeid."	
penss	"igakuiselt makstav rahasumma vanaduse, invaliidsuse või toitjakaotuse korral või nõutava pikkusega tööpanuse olemasolul	 raha, mida riik maksab iga kuu vanale inimesele, kes enam ei tööta"	informaalsetes	"Sõna ""penss"" pensioni kohta on kõnekeelne ja emotsionaalselt laetud.  Ametlikes dokumentides ja uudistes kasutatakse pigem sõna ""pension"".  ""Penss"" on levinud argisuhtluses ja internetikommentaariumides."	
personaalia	"asutuse või ettevõtte töötajad	 organisatsiooni liikmed"	formaalsetes	"Sõna ""personaalia"" selles tähenduses viitab ametlikule kontekstile ja organisatsioonilisele struktuurile. See on seotud halduskeele ja ametliku dokumentatsiooniga, mis on iseloomulik formaalsetele tekstidele.  Kuigi sõna võib esineda ka neutraalsetes tekstides, on selle põhitähendus ja kasutus siiski seotud formaalse registreerimisega."	
pinss	"igakuiselt makstav rahasumma vanaduse, invaliidsuse või toitjakaotuse korral või nõutava pikkusega tööpanuse olemasolul	 raha, mida riik maksab iga kuu vanale inimesele, kes enam ei tööta"	informaalsetes	"Sõna ""pinss"" pensioni kohta on selgelt kõnekeelne ja argine.  Seda kasutatakse mitteametlikes vestlustes, samas ametlikes dokumentides ja uudistes eelistatakse sõna ""pension""."	
pissu	"(lastega ühenduses:) piss	 pissimine"	informaalsetes	"Sõna ""pissu"" on lapsekeelne/hellitlev vorm sõnast ""piss"".  Seda kasutatakse peamiselt lastega suheldes ja seega on selle kasutus pigem informaalne.  Formaalsetes või neutraalsetes tekstides kasutatakse tavaliselt sõna ""urineerimine"" või ""piss""."	
pleku	plekist nõu, ahi, velg vm ese	informaalsetes	"Sõna ""pleku"" selles tähenduses viitab pigem argikeelsele ja mitteametlikule suhtlusstiilile. See kõlab nagu rahvapärane või murdeline väljend, mida kasutatakse igapäevases kõnekeeles, mitte ametlikes või formaalsetes tekstides."	
pleku	(auto)plekksepp	informaalsetes	"""Pleku"" on argikeelne ja lühendatud vorm sõnast ""plekksepp"".  Seda kasutatakse eelkõige kõnekeeles ja mitteametlikes olukordades. Kirjakeeles ja ametlikes tekstides eelistatakse täisvormi ""plekksepp""."	
pläru	"sigaret	 sigaret või pabeross"	informaalsetes	"""Pläru"" on slängisõna, mida kasutatakse sigareti või paberosi kohta mitteametlikes olukordades ja tekstides.  See ei ole sobiv ametlikus kõnekeeles ega formaalsetes tekstides."	
poja	pojake, poisike	informaalsetes	"Sõna ""poja"" hellitusnime tähenduses (""pojake, poisike"")  esineb peamiselt otsekõnes ja mitteametlikes vestlustes. See viitab pigem informaalsele kasutusele."	
poju	pojake, poisike	informaalsetes	"Sõna ""poju"" on hellitusnimi ja lapsekeelne sõna poisile. Seega kasutatakse seda peamiselt mitteametlikes ja isiklikes vestlustes, näiteks perekonnaliikmete vahel.  See ei sobi ametlikesse ega formaalsetesse tekstidesse."	
pookstav	omakäeliselt kirjatähtedega kirjutatud nimi teksti all	formaalsetes	"Sõna ""pookstav"" viitab allkirjale ja allkirjastamine on seotud ametlike dokumentide ja lepingutega, mis kuuluvad formaalse keelekasutuse valdkonda.  ""Pookstav nimi"" on ametlik termin ja seda kasutatakse näiteks juriidilistes tekstides."	
poose	moekas, eriti soositud, (väga) populaarne	informaalsetes	"Sõna ""poose"" selles tähenduses on suhteliselt uus ja slängilähedane.  See esineb peamiselt internetisuhtluses, noortekeeles ja argikeeles, mis viitab informaalsele kasutusele.  Formaalsetes või ametlikes tekstides seda tõenäoliselt ei kohta."	
poriorikas	(porise, määrdunud inimese kohta)	informaalsetes	"Sõna ""poriorikas"" kannab endas negatiivset ja halvustavat varjundit, mis on iseloomulik pigem informaalsele suhtlusstiilile.  See kõlab ebaviisakalt ja on ebatõenäoline, et seda kasutataks ametlikes või neutraalsetes tekstides."	
porken	köögiviljana kasvatatav sulgjate lehtede ja hrl oranžika pikliku juurikaga rohttaim	neutraalsetes/formaalsetes	"""Porken"" on sõna, mida kasutatakse tavaliselt neutraalsetes ja formaalsetes kontekstides, näiteks kokaraamatutes, aiandusartiklites ja teaduslikes tekstides. See on korrektne ja üldtunnustatud termin köögivilja kohta. Kuigi see ei ole keelatud informaalsetes tekstides, kiputakse seal eelistama sagedamini sünonüümi ""porgand""."	
porno	"suguelundeid ja seksi nilbelt kujutav film, foto, raamat vm	 suguelundite ja seksi nilbe kujutamine pildis ja sõnas"	informaalsetes	"Sõna ""porno"" kannab endas negatiivset ja halvustavat varjundit.  See on otsene ja otsekohene ning seetõttu sobib pigem argikeelde ja mitteametlikku suhtlusse. Tõsisemas ja ametlikumas kontekstis kasutatakse pigem neutraalsemaid ja kirjeldavamaid termineid nagu ""pornograafia"" või ""seksuaalselt selgesõnaline sisu""."	
praavitama	(tervisega seoses:) ravima, ravides terveks tegema	informaalsetes	"""Praavitama"" on rahvapärane ja humoorikas sõna, mida kasutatakse pigem mitteametlikes olukordades.  See kõlab kerge ja naljatleva tooniga, mis sobib hästi näiteks sõpradega vesteldes või blogipostituses. Formaalsetes või ametlikes tekstides, näiteks meditsiinidokumentides, kasutatakse pigem sõna ""ravima""."	
prill	"kahest (optilisest) klaasist ja raamist koosnev ese, mida kantakse nägemise parandamiseks ja korrigeerimiseks või silmade kaitseks	 kahest klaasist ja raamist koosnev ese, mida inimesed kannavad silmade ees, et paremini näha"	neutraalsetes/formaalsetes	"Sõna ""prill"" on üldkasutatav ja sobib igapäevasesse kõnekeelde, ametlikesse dokumentidesse ja teaduslikesse tekstidesse. See ei ole släng ega liiga argikeelne.  Näiteks võiks öelda nii formaalselt ""Prillide kandmine parandas mu nägemist oluliselt"" kui ka mitteformaalselt ""Mul on uued prillid!""."	
proff	"mingil alal kutseliselt tegev isik	 oma ala meister"	informaalsetes	"""Proff"" on lühend sõnast ""professionaal"" ja seda kasutatakse eelkõige kõnekeeles ja mitteformaalsetes tekstides.  See on lühike ja emotsionaalselt laetud sõna, mis sobib hästi argise suhtluse ja kiire infovahetuse konteksti. Formaalsemates tekstides eelistatakse tavaliselt täisvormi ""professionaal""."	
prohvus	omaaegne leebe kirumissõna	informaalsetes	"Sõna ""prohvus"" omaaegse leebe kirumissõnana viitab vananenud ja mitteametlikule keelekasutusele. See sobib pigem humoorikatesse või iroonilistesse kontekstidesse ja argikeelde, mitte ametlikesse või formaalsetesse tekstidesse."	
pussakas	"(vana ja) imelik, korratult istuv riideese	 pulstunud, sassis karvaga loom"	informaalsetes	"Sõna ""pussakas"" omab selgelt halvustavat ja ebaviisakat varjundit, mis sobib pigem argikeelde ja mitteametlikku suhtlusse.  See kõlab lastekeelsena ja naljatleva, isegi pilkava alatooniga. Tõsisema või ametlikuma suhtluse puhul kasutataks pigem neutraalsemaid ja täpsemaid sõnu nagu ""kulunud riideese"", ""sasipea"" või ""pulstunud karvaga loom""."	
püüne	lava näidendi vm lavateose esitamiseks, ka teatri kohta üldse	formaalsetes	"Sõna ""püüne"" selles tähenduses on poeetiline ja vananenud.  Seega sobib see pigem ametlikku ja pidulikku kõnepruuki, näiteks teatriarvustustesse või kirjandusteaduslikesse tekstidesse. Igapäevases suhtluses kasutatakse pigem sõnu ""lava"" või ""teater""."	
rahapaber	paberist vm pehmest materjalist maksevahend	neutraalsetes/formaalsetes	"""Rahapaber"" on korrektne ja asjakohane termin paberraha tähistamiseks ka ametlikes kontekstides.  Kuigi sagedamini kasutatakse sõna ""raha"", ei ole ""rahapaber"" släng ega piirdu ainult informaalse keelekasutusega. See sobib nii igapäevasesse kõnekeelde kui ka ametlikumatesse tekstidesse."	
raksus	vargil, varastamas	informaalsetes	"Sõna ""raksus"" tähenduses ""vargil, varastamas"" on slängisõna ja seetõttu sobib kasutamiseks eelkõige informaalsetes tekstides.  See ei ole ametlik ega kirjakeelne sõna, mida kasutataks näiteks uudistes, teadusartiklites või ametlikes dokumentides."	
rets	kurjategija, kes pärast karistuse kandmist paneb toime uue kuriteo, paadunud kurjategija	informaalsetes	"Sõna ""rets"" kannab endas negatiivset ja halvustavat varjundit, mis on iseloomulikum informaalsele keelekasutusele.  See on slängisõna, mida ametlikes dokumentides või neutraalsetes tekstides tõenäoliselt ei kasutata.  Pigem kasutatakse ametlikumas keeles termineid nagu ""korduvalt süüdi mõistetud isik"" või ""paadunud kurjategija""."	
ruudune	pindalalt teatud arvu ruutmeetrite suurune	neutraalsetes/formaalsetes	"""Ruutmeetrine"" on tavapärane termin pindala tähistamiseks ametlikes dokumentides, tehnilises kirjanduses ja muudes formaalsetes tekstides.  Kuigi sõna ""ruudune"" selles tähenduses on olemas ja arusaadav, on see pigem haruldane ja mitte nii spetsiifiline. Seega sobib see pigem neutraalsesse või formaalsesse registrisse, kus täpsus ja üheselt mõistetavus on olulised."	
ruunama	isast hobust (täkku) vm isaslooma kastreerima	neutraalsetes/formaalsetes	"""Ruunama"" on spetsiifiline termin, mida kasutatakse loomakasvatuses ja veterinaarias. Seega sobib see pigem ametlikku ja tehnilisemasse keelekasutusse. Kuigi sõna võib esineda ka informaalsetes tekstides (nt loomapidajate foorumites), on selle põhikasutus siiski neutraalne või formaalne."	
saltser	tsingi lahustamisel soolhappega saadava ühendi vesilahus, mida kasutatakse erinevate metallide (nt raua, terase, vase) tinaga jootmisel või puidu immutamiseks	neutraalsetes/formaalsetes	"""Saltser"" on spetsiifiline termin, mida kasutatakse keemias ja metallitöötluses. Seega on ootuspärane, et seda esineb pigem erialases kirjanduses, õpikutes ja tehnilistes juhendites, mis on neutraalse või formaalse stiiliga.  Kuigi sõna võib esineda ka informaalsetes tekstides (nt. foorumites, kus käsitletakse metallitöötlust), on see pigem erand kui reegel."	
samagonn	kodustes tingimustes valmistatud viin	informaalsetes	"Sõna ""samagonn"" viitab illegaalselt ja kodustes tingimustes toodetud alkoholile.  See on rahvapärane ja mitteametlik termin, mida kasutatakse pigem argikeeles ja mitteametlikes olukordades. Ametlikes tekstides ja formaalses suhtluses kasutatakse tõenäolisemalt neutraalsemaid ja täpsemaid termineid nagu ""salaviin"" või ""illegaalne alkohol""."	
samasooihar	inimene, kes tunneb seksuaalset ja emotsionaalset tõmmet samast soost inimese vastu	neutraalsetes/formaalsetes	"""Samasooihar"" on termin, mis kirjeldab seksuaalset orientatsiooni. Kuigi see võib esineda ka informaalsetes tekstides, on see pigem neutraalne ja sobib kasutamiseks ametlikes dokumentides, teadusartiklites ja uudistes.  See ei ole halvustav ega liiga argikeelne."	
sedapsi	sedamoodi, niimoodi	informaalsetes	"""Sedapsi"" kõlab kõnekeelse ja mitteametlikuna.  See sarnaneb sõnadega nagu ""niiviisi"" või ""tollase"", mis on samuti pigem informaalsed. Kuigi ma ei saa välistada selle esinemist kirjanduslikus kontekstis stiililise vahendina, on selle peamine kasutusvaldkond siiski argikeel ja mitteametlik suhtlus."	
seebikas	peamiselt suhteid käsitlev (sentimentaalne, melodramaatiline) televisioonisari, milles on palju tegelasi ja tegevusliine ning mida näidatakse hrl igal argipäeval	informaalsetes	"Sõna ""seebikas"" on slängisõna, mis viitab teatud tüüpi teleseriaalidele.  Kuigi seda mõistetakse laialdaselt, on see pigem kõnekeelne ja emotsionaalselt laetud. Tõsisemas ja ametlikumas kontekstis kasutatakse pigem kirjeldamaid ja neutraalsemaid termineid nagu ""teleseriaal"", ""draamasari"" või ""päevane sari""."	
seesamane	sama, seesama	informaalsetes	"""Seesamane"" sõna tähenduses ""seesama"" on släng ja seega pigem kõnekeelne.  See esineb eeskätt mitteametlikes ja lõdvestunud suhtlussituatsioonides. Kirjakeeles ja ametlikes tekstides kasutatakse pigem ""seesama""."	
seesamune	sama, seesama	neutraalsetes/formaalsetes	"""Seesamune"" on küllaltki vananenud sõna, mida tänapäeva eesti keeles eriti igapäevases suhtluses ei kasutata.  See kõlab pigem ametlikult ja esineb sagedamini kirjanduslikus või teaduslikus kontekstis.  Seega sobib see pigem neutraalsesse või formaalsesse registrisse."	
sehkendama	millegagi tegevuses olema, siia-sinna liikudes askeldama	informaalsetes	"""Sehkendama"" omab kergelt halvustavat ja ebamäärast varjundit, mis viitab tegevusele ilma selge eesmärgita. See sobib paremini informaalsesse keelekasutusse, kus täpsus ja ametlikkus pole nii olulised.  Kuigi sõna ei ole ropp ega labane, kannab see endas rahvapärast ja argist kõnepruuki meenutavat tooni."	
sellane	selleaegne	neutraalsetes/formaalsetes	"""Sellane"" tähenduses ""selleaegne"" on korrektne ja kirjakeelne sõna, mida kasutatakse nii neutraalsetes kui ka formaalsetes tekstides.  Kuigi see ei ole kõige sagedasem sõna, ei ole sellel mingit spetsiifilist seost informaalse keelekasutusega."	
sellane	selline, niisugune	informaalsetes	"""Sellane"" on ""sellise"" kõnekeelne variant ja esineb sagedamini mitteametlikes tekstides, näiteks otsekõnes või internetikommentaarides. Kuigi mõistetavalt arusaadav, peetakse ametlikes ja formaalsetes tekstides eelistatavamaks normikohast ""sellise"" vormi."	
semmima	kellegagi sõbrustama, teda meelitama, hrl millegi saavutamise nimel	informaalsetes	"""Semmima"" omab selgelt slängile omast kõla ja seda kasutatakse peamiselt argises suhtluses, mitte ametlikes või formaalsetes tekstides. See viitab manipuleerimisele või meelitamisele isikliku kasu saamiseks, mis ei ole teema, mida tavaliselt formaalsetes kontekstides käsitletakse."	
sihverplaat	(näo kohta)	informaalsetes	"""Sihverplaat"" näo kohta on humoorikas ja kujundlik väljend, mis viitab näo lamedale või ilmetusse olemusele.  Seda kasutatakse pigem argikeeles ja mitteametlikes olukordades, seega sobib see informaalse registri alla.  Formaalsemas või neutraalses stiilis kasutataks pigem teistsuguseid väljendeid."	
sihverplaat	kella, mõõteriista tunni- vm jaotisega osa	neutraalsetes/formaalsetes	"""Sihverplaat"" on korrektne ja täpne termin, mida kasutatakse kellade, mõõteriistade ja muude sarnaste seadmete kirjeldamiseks.  See ei ole släng ega kõnekeelne väljend, mistõttu sobib see pigem ametlikumatesse ja tehnilistesse tekstidesse. Kuigi sõna võib esineda ka informaalsetes tekstides, ei ole sellel mingit spetsiifilist informaalset varjundit."	
siilipea	lühikeseks lõigatud püstjuuksed	informaalsetes	"""Siilipea"" soengu kohta on selgelt kõnekeelne ja humoorikas väljend.  Seda kasutatakse pigem mitteametlikes vestlustes, blogides või sotsiaalmeedias, mitte ametlikes dokumentides või ilukirjanduses peale tegelaste dialoogi."	
sindrima	leebe kirumissõna, mida kasutatakse kellegi või millegi üle pahandades, kedagi sarjates, harva ka tunnustades	informaalsetes	"Sõna ""sindrima"" on leebe kirumissõna ja sarjamise väljend, mis sobib eelkõige argisesse ja emotsionaalsesse kõnekeelde. Seega on selle kasutus pigem iseloomulik informaalsetele tekstidele, nagu blogid, foorumid ja sotsiaalmeedia. Neutraalsetes ja formaalsetes tekstides on selle kasutamine vähetõenäoline ja võib tunduda kohatu."	
sitane	räpane, väga määrdunud, mustusega või sitaga koos	informaalsetes	"Sõna ""sitane"" selles tähenduses on ropp ja ebaviisakas.  Seda kasutatakse emotsionaalselt laetud olukorras ja pigem argikeeles suuliselt või siis internetikommentaarides ja muudes mitteformaalsetes tekstides.  Neutraalsetes ja formaalsetes tekstides kasutatakse selle asemel sõnu ""räpane"", ""määrdunud"" vms."	
sitaratas	(sõimusõna)	informaalsetes	"Sõna ""sitaratas"" on ropp sõimusõna ja seetõttu kasutatakse seda peamiselt informaalsetes olukordades, kus selline keelekasutus on aktsepteeritav. Neutraalsetes ja formaalsetes tekstides on see ebakohaseks peetav."	
sittuma	päraku kaudu väljaheiteid, rooja väljutama	informaalsetes	"Sõna ""sittuma"" on oma olemuselt vulgaarne ja ebaviisakas. Seda kasutatakse peamiselt väga mitteametlikes olukordades ja intiimses vestluses lähedaste inimestega. Avalikus ja ametlikus suhtluses on see sõna taunitav. Kirjalikus keeles kasutatakse pigem pehmemaid sünonüüme nagu ""roojama"", ""hädale minema"" vms."	
sogama	segast juttu rääkima, millegi kohta vassima, fakte moonutama	informaalsetes	"""Sogama"" selles tähenduses kannab endas negatiivset ja halvustavat varjundit. See on emotsionaalselt laetud ja sobib seetõttu paremini informaalsesse suhtlusse, kus selline toon on aktsepteeritavam.  Formaalsetes ja neutraalsetes tekstides eelistatakse tavaliselt täpsemaid ja objektiivsemaid väljendeid nagu ""väärtõlgendama"", ""eksitama"" või ""ebatäpset infot levitama""."	
sosku	lutipudel või lutt	informaalsetes	"""Sosku"" lutipudeli või luti kohta on lapsekeelne ja hellitav sõna, mida kasutatakse peamiselt perekonnas ja lähedaste ringis. Seega sobib see pigem informaalsesse suhtlusse.  Formaalsetes või neutraalsetes tekstides kasutataks pigem sõnu ""lutipudel"" või ""lutt""."	
spets	"inimene, kes teab teatud valdkonnast palju	 inimene, kes tunneb hästi oma ala, hrl vastava haridusega inimene"	informaalsetes	"""Spets"" on lühend sõnast ""spetsialist"" ja seda kasutatakse eeskätt kõnekeeles ja mitteametlikes tekstides. Kuigi sõna mõistetakse ka ametlikumas kontekstis, peetakse seal eelistatavamaks täisversiooni ""spetsialist"" kasutamist."	
stepsel	paikne seadis, millesse torgatakse pistik, et elektririistu vooluvõrku ühendada	informaalsetes	"""Stepsel"" on rahvapärane ja argikeelne sõna, mis on küll laialt levinud, kuid ametlikes ja formaalsetes tekstides kasutatakse pigem sõna ""pistikupesa"".  Treeningandmetes esineb see peamiselt otsekõnes ja mitteametlikes olukordades."	
studeerima	(kõrgkoolis) õppima	neutraalsetes/formaalsetes	"""Studeerima"" on üldkasutatav sõna, mis sobib nii ametlikku kui ka mitteametlikku kõnekeelde.  Seda kasutatakse sageli haridusasutuste ja ametkondade dokumentides, samuti igapäevases suhtluses.  See ei ole släng ega piirdu kindla sotsiaalse grupiga."	
studeerima	uurima, tundma õppima	neutraalsetes/formaalsetes	"""Studeerima"" viitab süvenenud õppimisele ja uurimisele, mis on iseloomulik akadeemilisele ja ametlikumale keelekasutusele.  Seda kasutatakse sageli hariduse, teaduse ja muude formaalsete valdkondade kontekstis. Kuigi sõna ei ole rangelt formaalne, sobib see paremini neutraalsesse ja formaalsesse registrisse kui informaalsesse.  Informaalsetes tekstides kasutatakse pigem lihtsamaid ja argisemaid sünonüüme nagu ""õppima"", ""uurima"", ""vaatama""."	
surmalaupäev	(aja kohta vahetult enne surma, surma läheduse kohta)	neutraalsetes/formaalsetes	"""Surmalaupäev"" oma otseses tähenduses viitab tõsisele ja ametlikule kontekstile, näiteks ajaloolisele sündmusele või religioossele tähtpäevale.  Kuigi sõna võib esineda ka kujundlikus tähenduses (""See projekt on jõudnud oma surmalaupäevale""), kannab see endiselt teatavat formaalsust ja tõsidust. Seega sobib see pigem neutraalsetesse või formaalsetesse tekstidesse.  Informaalsetes tekstides kasutataks tõenäoliselt teistsuguseid, emotsionaalsemaid ja värvikamaid väljendeid."	
susla	endisaegne kitsarööpmelise raudtee rong või vedur	neutraalsetes/formaalsetes	"""Susla"" kitsarööpmelise rongi või veduri tähenduses on pigem spetsiifiline termin, mida kasutatakse raudteede või ajalooga seotud kontekstides. See ei ole släng ega argikeelne sõna, mida kohata igapäevases vestluses või informaalsetes tekstides. Seetõttu sobib see pigem neutraalsetesse või formaalsetesse tekstidesse."	
säh	(andmise, pakkumisega kaasnev väljend:) võta! võta vastu!	informaalsetes	"Sõna ""säh"" selles tähenduses on lühike ja emotsionaalselt värviline hüüatus, mis sobib hästi suulise kõne ja mitteametliku suhtluse konteksti. See ei oleks sobiv ametlikes dokumentides või formaalsetes olukordades.  Seega on tegemist selgelt informaalse kasutusega."	
sähke	(andmise, ulatamise, pakkumisega kaasnev väljend:) võtke (vastu)!	informaalsetes	"""Sähke"" selles tähenduses on suuline ja emotsionaalselt värvitud hüüatus, mis sobib otsekõnesse ja mitteametlikku suhtlusse. See ei sobi ametlikesse dokumentidesse ega formaalsesse kõnekeelde."	
sünt	klaverit meenutav elektrooniline muusikariist, mis tekitab ja töötleb helisid	neutraalsetes/formaalsetes	"""Sünt"" on muusikariista nimetusena pigem tehniline termin ja seetõttu sobib kasutamiseks nii neutraalsetes kui ka formaalsetes tekstides.  Kuigi slängis võidakse seda kasutada ka lühemana ja ""lahedamana"" alternatiivina täisnimetusele ""süntesaator"", ei ole see piisavalt levinud või spetsiifiline, et seda informaalseks märkida.  Seega sobib see hästi näiteks muusikaajakirjandusse, õpikutesse ja ametlikesse kirjeldustesse."	
süümekas	suur hingeline kannatus omaenese (halbade) tegude ja teistele põhjustatad kahju pärast, südametunnistuse piin	neutraalsetes/formaalsetes	"""Süümekas"" on küllaltki emotsionaalselt laetud sõna, mis viitab sügavale sisemisele kogemusele.  See ei ole argikeelne ega labane, pigem sobib tõsisesse ja läbimõeldud kõnepruuki. Seda võib kohata nii ilukirjanduses tegelaste sisemaailma kirjeldamisel kui ka psühholoogiaalastes või eetikateematilistes tekstides. Kuigi sõna ei ole rangelt formaalne, sobib see paremini ametlikku ja neutraalsesse registrisse kui informaalsesse suhtlusse."	
süütis	süüde, tulehakatis	informaalsetes	"Sõna ""süütis"" selles tähenduses on rahvapärane ja esineb peamiselt mitteametlikus suhtluses ja kirjanduses.  See kõlab arhailiselt ja poeetiliselt, mistõttu ametlikes ja formaalsetes tekstides kasutatakse pigem sõnu ""süüde"" või ""tulehakatis""."	
tagument	istmik, tagumik	informaalsetes	"Sõna ""tagument"" on rahvapärane ja humoorikas sünonüüm sõnadele ""tagumik"" ja ""istmik"".  Seda kasutatakse peamiselt mitteametlikes olukordades ja naljatledes.  Formaalsetes tekstides ja ametlikus suhtluses on eelistatud neutraalsemad variandid."	
taguots	tagumik, istmik	informaalsetes	"Sõna ""taguots"" on rahvapärane ja humoorikas viis viidata tagumikule või istmikule.  Seda kasutatakse peamiselt mitteametlikes vestlustes ja tekstides, kus sobib lõdvem ja naljatlev toon.  Ametlikes või formaalsetes tekstides on eelistatud neutraalsemad sünonüümid nagu ""tagumik"" või ""istmik""."	
tagupool	"kehaosa, millel istutakse	 see osa kehast, mille peal sa istud"	informaalsetes	"Sõna ""tagupool"" selles tähenduses on rahvapärane ja humoorikas viis viidata tuharatele.  Seega sobib see pigem mitteametlikku ja lõdvasse suhtlusse, näiteks sõprade vahel või naljatlevas kontekstis. Formaalses või ametlikus keeles kasutataks pigem neutraalsemaid vasteid nagu ""tuharad"" või ""istmik""."	
takkajärele	"millegi toimumisest hiljem, mingi aja järel	 millegi toimumisest hiljem, pärastpoole, teatud aja järel"	neutraalsetes/formaalsetes	"Sõna ""takkajärele"" on küllaltki vanamoeline ja seda kasutatakse pigem ametlikumas keeles või kirjanduslikus kontekstis.  Kuigi see ei ole otseselt formaalne, ei ole see ka tüüpiline igapäevasele kõnekeelele või informaalsetele tekstidele."	
takkatraavi	muule lisaks, ka veel	informaalsetes	"""Takkatraavi"" kõlab slängina ja rahvapärase väljendina, mis sobib pigem argikäibesse ja mitteametlikku suhtlusse. Seega on selle kasutus sobilikum informaalsetes tekstides."	
tankist	isik, kelle nime all tegutseb keegi teine	informaalsetes	"Sõna ""tankist"" selles tähenduses viitab varunime või võltsidentiteedi kasutamisele, mis on sageli seotud ebaausate või varjatud tegevustega. Seega on selle kasutus pigem iseloomulik informaalsetele tekstidele, kus arutatakse või kirjeldatakse selliseid teemasid.  Formaalsemates või neutraalsetes tekstides kasutataks tõenäoliselt täpsemaid ja ametlikumaid termineid."	
tatikas	(lapse, liiga noore inimese kohta, ka halvustavalt või sõimusõnana)	informaalsetes	"Sõna ""tatikas"" omab halvustavat ja lapsemeelset varjundit, mis teeb selle sobimatuks formaalseks või neutraalseks suhtluseks.  Seda kasutatakse pigem emotsionaalselt laetud ja mitteametlikes olukordades, näiteks laste omavahelises suhtluses või täiskasvanute poolt halvustava hüüdnimena."	
tatitõbi	(nohu kohta)	informaalsetes	"""Tatitõbi"" nohu tähenduses on rahvapärane ja humoorikas väljend. Seda kasutatakse pigem argisuhtluses ja mitteametlikes tekstides, näiteks juttudes sõprade-tuttavatega või sotsiaalmeedias. Meditsiinilises või ametlikus kontekstis kasutatakse pigem sõna ""nohu"" või selle täpsemaid meditsiinilisi termineid."	
tattnina	(lapse, liiga noore inimese kohta, ka halvustavalt või sõimusõnana)	informaalsetes	"Sõna ""tattnina"" kannab halvustavat ja lapselikku tähendust.  Seega on selle kasutus pigem omane informaalsetele suhtlusolukordadele ja tekstidele, kus selline toon on aktsepteeritav.  Formaalsetes või neutraalsetes tekstides peetakse seda ebaviisakaks ja ebasobivaks."	
teisesooihar	inimene, kes tunneb seksuaalset ja emotsionaalset tõmmet teisest soost inimese vastu	neutraalsetes/formaalsetes	"""Teisesooihar"" on termin, mis kirjeldab seksuaalset orientatsiooni. Kuigi see ei ole sama levinud kui ""heteroseksuaalne"", on see siiski korrektne ja neutraalne termin, mida kasutatakse nii teaduslikes kui ka ametlikes tekstides.  See ei ole släng ega omane ainult informaalsele suhtlusele."	
teisesooihar	teisest soost inimese vastu seksuaalset ja emotsionaalset tõmmet tundev	neutraalsetes/formaalsetes	"""Teisesooihar"" on termin, mis on loodud neutraalse ja kliinilise alternatiivina vanematele, potentsiaalselt halvustavatele terminitele. Seega sobib see kasutamiseks nii ametlikes dokumentides, teadusartiklites kui ka igapäevases kõnes, kus soovitakse väljenduda lugupidavalt ja korrektselt.  Kuigi sõna võib esineda ka informaalsetes tekstides, ei ole see piiratud ainult nendega."	
tengelpung	"väike kott raha hoidmiseks ja kaasaskandmiseks	 väike kott raha jaoks"	informaalsetes	"""Tengelpung"" on rahvapärane ja humoorikas sõna, mis viitab väikesele rahasummale. Seega sobib see pigem mitteametlikku ja lõdvestunud suhtlusse, näiteks blogidesse, foorumitesse ja argikeelde. Formaalsetes tekstides ja ametlikus suhtluses kasutatakse pigem neutraalsemaid termineid nagu ""rahakott"" või ""väärisesemete kott""."	
tips	tütarlaps, neiu	informaalsetes	"Sõna ""tips"" tütarlapse/neiu kohta on släng ja seetõttu pigem informaalse suhtlusstiili tunnus.  See ei sobi ametlikesse või formaalsetesse tekstidesse."	
tipsi	tütarlaps, neiu	informaalsetes	"Sõna ""tipsi"" selles tähenduses on släng ja seetõttu pigem argikeelne.  See sobib hästi vestluskeelde ja mitteametlikku suhtlusse, aga ametlikes või formaalsetes tekstides mõjub see kohatuna."	
tissitama	last rinnaga toitma	neutraalsetes/formaalsetes	"""Tissitama"" on korrektne ja tavapärane sõna lapse rinnaga toitmise kohta.  Seda kasutatakse nii meditsiinilises kontekstis kui ka igapäevases kõnepruugis. Kuigi sõna võib tunduda intiimse teemana, ei ole see iseenesest ebaviisakas ega labane. Seega sobib see nii ametlikesse kui ka mitteametlikesse tekstidesse, olenevalt kontekstist."	
