katsesõna;valimisse_sai_märgendiga;ÜSis_tähendusi_kokku;ÜSis_tähenduste_küljes_olevad_ja_õigeks_loetavad_märgendid;SkE_2023_sagedus;vektoriseerimine;korp_tähenduse_nr;korp_tähendus;korp_koond_tähendus_olemas_ja_adekvaatne;korp_tähenduste_arv_kokku;korps_sagedus;korp_näited;korp_tekstiregister;korp_registri_adekvaatsus;korp_registri_põhjendus;korp_registri_kindlus;korp_märgend;korp_märgendi_adekvaatsus;korp_märgendi_põhjendus;treening_tähenduse_nr;treening_tähendus;treening_koond_tähendus_olemas_ja_adekvaatne;treening_tähenduste_arv_kokku;treening_sagedus;treening_näited;treening_tekstiregister;treening_registri_adekvaatsus;treening_registri_põhjendus;treening_registri_kindlus;treening_märgend;treening_märgendi_adekvaatsus;treening_märgendi_põhjendus
;;; ;;;3;Perekonnanimi;ei;3;vähene;Perekonnanime Pedak kandja oli keskmiselt 45 aasta vanune (mediaanvanus oli 47). | Perekonnanimi Pedak on levinuim Järva maakonnas, kus neid oli maakonna 10 000 elaniku kohta 4,72. | Minna Pedakale tuleb anda tagasi endine töökoht karjatallis ja seda üsna varsti kohe. | Kui kolm nädalat mööda olnud, siis kästud naisel nimetud pedaka juure minna. | Kui naine sinna läinud sai, siis kuulnud ta oma nime nimetavat.;ei kohaldu;ei;"Sõna ""pedakas"" tähenduses ""perekonnanimi"" ei ole seotud konkreetse registriga, kuna perekonnanimed on üldiselt neutraalsed ja neid kasutatakse nii formaalsetes kui ka mitteametlikes kontekstides. Perekonnanimed ei kanna endas stiililist ega registrilist eristust, seega ei saa seda tähendust seostada kindla registriga. Seetõttu ei kohaldu sellele tähendusele konkreetne registrimärgend.";väga kindel;ei kohaldu;ei;Ei kohaldu, kuna perekonnanimed on üldiselt neutraalsed ja ei kanna endas stiililist ega registrilist eristust.;3;mänd;jah;3;vähene;See pedakas on siin kasvanud juba aastaid. | Metsas on palju suuri pedakaid. | Pedakas on Eesti looduse sümbol. | Kas sa tead, kuidas pedakas kasvab? | See pedakas on tõesti muljetavaldav.;ei kohaldu;ei;See tähendus on rahvapärane ja seda kasutatakse harva. Kuna see viitab mändidele, on see pigem seotud traditsioonilise või kohaliku keelekasutusega, mitte ametliku või formaalse kontekstiga. Seetõttu ei ole selge, kas seda kasutatakse informaalsetes või neutraalsetes/formaalsetes tekstides.;pigem ebakindel;rahvapärane;ei;Sõna „pedakas” kui mänd on rahvapärane ja harv, kuna see viitab traditsioonilisele või kohaliku keelekasutusele ning esineb harva. See ei ole ametlik termin ja on pigem seotud kohaliku kultuuriga.
;;; ;;;;;;;;;;;;;;;;3;mänd;;3;vähene;See pedakas on siin kasvanud juba aastaid. | Metsas on palju suuri pedakaid. | Pedakas on Eesti looduse sümbol. | Kas sa tead, kuidas pedakas kasvab? | See pedakas on tõesti muljetavaldav.;ei kohaldu;;See tähendus on rahvapärane ja seda kasutatakse harva. Kuna see viitab mändidele, on see pigem seotud traditsioonilise või kohaliku keelekasutusega, mitte ametliku või formaalse kontekstiga. Seetõttu ei ole selge, kas seda kasutatakse informaalsetes või neutraalsetes/formaalsetes tekstides.;pigem ebakindel;harv;jah;Sõna „pedakas” kui mänd on rahvapärane ja harv, kuna see viitab traditsioonilisele või kohaliku keelekasutusele ning esineb harva. See ei ole ametlik termin ja on pigem seotud kohaliku kultuuriga.
sirk;murdes;2;murdekeelne;5513;jah;1;isikunimi;ei;3;sage;Sirk on 25aastane ning tema täpne ametinimetus on Tallinna liikluspolitsei avariitalituse politseijuhtivinspektor.|Kolonel Rauno Sirk: Pakkumine riigi kaitseinvesteeringute keskust juhtima hakata tuli väga järsult.|Indrek Sirk, tuntud ka kui liiklusjurist, oma büroo ees Tallinnas Nõmmel Vabaduse puiesteel.|Artur Sirk (25. september 1900 Lehtse vald - 2. august 1937 Echternach) oli Eesti vabadussõjalaste liider.|Meidi Sirk ja Reeli Liivik andsid ülevaate kutseõpetajate tasemeharidusest TLÜ-s perioodil 1988–2023.;neutraalsetes/formaalsetes;ei;"Sõna ""Sirk"" kasutatakse isikunimena mitmesugustes ametlikes ja neutraalsetes kontekstides, nagu näiteks ametinimetuste ja ametlike tiitlite juures. Näiteks kolonel Rauno Sirk ja vandeadvokaat Indrek Sirk on mõlemad seotud ametlike ja formaalsete institutsioonidega, nagu kaitsevägi ja advokaadibüroo. Sellistes kontekstides on keelekasutus üldiselt neutraalne või formaalne, kuna see puudutab ametlikke rolle ja vastutusi. Seetõttu on kindel, et isikunimena kasutatakse ""Sirk"" neutraalsetes ja formaalsetes tekstides.";väga kindel;ei kohaldu;ei;ei kohaldu;1;väike lind, näiteks varblane või leevike;jah;3;sage;Sirk lendas oksale ja hakkas laulma. | Aias oli palju sirke, kes rõõmsalt säutsusid. | Sirkude laul täitis hommikuse õhu. | Lapsed jälgisid huviga, kuidas sirk pesamaterjali kogus. | Sirkude ränne algab varakevadel.;neutraalsetes/formaalsetes;jah;"Sõna ""sirk"" kasutatakse sageli neutraalsetes ja formaalsetes tekstides, kui viidatakse väikestele lindudele. See on tavaline termin, mida kasutatakse nii teaduslikes artiklites kui ka looduskirjeldustes. Kuna see on üldtuntud ja laialdaselt kasutatav, ei ole sellel tähendusel erilist stiililist markeeritust. Seetõttu on see tähendus neutraalne ja formaalne. Olen väga kindel, et see tähendus kuulub neutraalsesse ja formaalsesse registrisse.";väga kindel;ei kohaldu;ei;ei kohaldu
;;;ei kohaldu;;;2;linnuliik;jah;3;vähene;"vrd sõnu sirk : sirgu 'rohutirts', 'lind'; sirkane 'pikakoivaline (mees)'.|Oodatud on kõik viude vaatlused, mis tehtud alates 1. detsembrist 2014.|Praegu võime Eestis kohata hiire- ja taliviusid, nende ülesleidmisel on abi igati teretulnud.|Sirk : sirgu 'rohutirts', 'lind'; sirkane 'pikakoivaline (mees)'.";ei kohaldu;ei;"Sõna ""sirk"" kui linnuliigi tähendus ei ole tekstimaterjalis selgelt esindatud, seega ei saa kindlalt määrata, millises registris seda kasutatakse. Kuna puuduvad konkreetsed näited, ei kohaldu see tähendus selgelt ühtegi kindlasse registrisse.";pigem ebakindel;harv;jah;"Sõna ""sirk"" kui linnuliigi tähendus esineb tekstimaterjalis väga harva, mistõttu on see tähendus harv. Puuduvad konkreetsed näited, mis viitaksid selle tähenduse laiemale kasutusele.";2;kõnekeelne väljend, mis viitab väikesele lapsele või armsale olendile;ei;3;keskmine;Vaata, kui armas sirk ta on! | Mu väike sirk on täna eriti rõõmus. | Ta on meie pere väike sirk. | Kutsu oma sirk siia mängima. | Sirk, tule siia, ma tahan sind kallistada!;informaalsetes;ei;"Sõna ""sirk"" kasutatakse sageli informaalsetes kontekstides, kui viidatakse väikestele lastele või armsatele olenditele. See on kõnekeelne väljend, mida kasutatakse pereringis või sõprade vahel. Kuna see väljend on pigem hellitav ja mitteametlik, kuulub see kõnekeelsesse registrisse. Olen pigem kindel, et see tähendus on informaalne, kuna see ei esine ametlikes tekstides.";pigem kindel;kõnekeelne;ei;"Sõna ""sirk"" kasutatakse kõnekeelses ja rahvapärases kontekstis, kui viidatakse väikestele lastele või armsatele olenditele. See on hellitav ja mitteametlik väljend, mida kasutatakse sageli pereringis või sõprade vahel. Kuna see ei esine ametlikes tekstides ja on pigem hellitav, kuulub see kõnekeelsesse ja rahvapärasesse registrisse. Märgendid ""kõnekeelne"" ja ""rahvapärane"" sobivad sellele tähendusele hästi."
;;; ;;;3;kohanimede komponent;ei;3;vähene;P. Johansen on nimele võrdluseks toonud soome kohanime Sirkkala. | P. Johansen on pidanud külanime XIII saj üleskirjutust vigaseks, peaks olema *Cirge või *Cirke.;ei kohaldu;ei;"Sõna ""sirk"" kui kohanimede komponent ei ole tekstimaterjalis selgelt esindatud, seega ei saa kindlalt määrata, millises registris seda kasutatakse. Kuna puuduvad konkreetsed näited, ei kohaldu see tähendus selgelt ühtegi kindlasse registrisse.";pigem ebakindel;harv;ei;"Sõna ""sirk"" kui kohanimede komponent esineb tekstimaterjalis väga harva, mistõttu on see tähendus harv. Puuduvad konkreetsed näited, mis viitaksid selle tähenduse laiemale kasutusele.";2;kõnekeelne väljend, mis viitab väikesele lapsele või armsale olendile;;3;keskmine;Vaata, kui armas sirk ta on! | Mu väike sirk on täna eriti rõõmus. | Ta on meie pere väike sirk. | Kutsu oma sirk siia mängima. | Sirk, tule siia, ma tahan sind kallistada!;informaalsetes;;"Sõna ""sirk"" kasutatakse sageli informaalsetes kontekstides, kui viidatakse väikestele lastele või armsatele olenditele. See on kõnekeelne väljend, mida kasutatakse pereringis või sõprade vahel. Kuna see väljend on pigem hellitav ja mitteametlik, kuulub see kõnekeelsesse registrisse. Olen pigem kindel, et see tähendus on informaalne, kuna see ei esine ametlikes tekstides.";pigem kindel;rahvapärane;ei;"Sõna ""sirk"" kasutatakse kõnekeelses ja rahvapärases kontekstis, kui viidatakse väikestele lastele või armsatele olenditele. See on hellitav ja mitteametlik väljend, mida kasutatakse sageli pereringis või sõprade vahel. Kuna see ei esine ametlikes tekstides ja on pigem hellitav, kuulub see kõnekeelsesse ja rahvapärasesse registrisse. Märgendid ""kõnekeelne"" ja ""rahvapärane"" sobivad sellele tähendusele hästi."
;;; ;;;;;;;;;;;;;;;;3;haruldane tähendus, mis viitab mingile esemele või objektile;ei;3;vähene;Tal oli taskus väike sirk, mida ta alati kaasas kandis. | See sirk on vana ja väärtuslik. | Ma ei tea, kust see sirk pärit on. | Sirk oli valmistatud hõbedast. | See sirk meenutab mulle mu lapsepõlve.;ei kohaldu;ei;"Sõna ""sirk"" haruldane tähendus, mis viitab esemele või objektile, ei ole selgelt seotud kindla registriga. Kuna see tähendus on haruldane ja esineb vähestes kontekstides, ei ole võimalik kindlalt määrata, kas see on formaalne või informaalne. Seetõttu ei kohaldu sellele tähendusele kindel registri määratlus. Olen pigem ebakindel, kas see tähendus kuulub mingisse kindlasse registrisse.";pigem ebakindel;harv;ei;"Sõna ""sirk"" haruldane tähendus, mis viitab esemele või objektile, esineb väga vähestes kontekstides. Kuna see tähendus on haruldane ja andmeid on vähe, sobib sellele tähendusele märgend ""harv"". See märgend viitab sellele, et tähendus ei ole levinud ja esineb harva."
õkva;murdes;3;murdekeelne;2052;jah;1;otse;jah;3;sage;"Ma võisin ise küll olla too teejuht, kes vastas võõra mehe küsimusele, kust läheb tee Karula kiriku juurde, - sa läht siist õkva edesi. | Peale Oksa-kohta võis käia kinnissilmi, ainult õkva, siis õkva ja pärast veel tohutu maa õkva. | Kui me olime juba sitaks õkva käinud, hakkas vesi lõppema ja me sättisime end üksiku puu varju puhkama. | Koolmekoht on küll põhjasuunas, aga tee ise on kahtlane. Otsustan tagasi keerata ja jääda kindlaks esialgselt valitud suunale. Jälle õkva mäest üles. | Kui pedastiku kohale jõudsin, kuulsin juba eemalt koerte haukumist, ma tundsin neid peaaegu häälest ära, ""kaks verevät"", ega nad tee peale ei tule, hauguvad muidu eemalt. Seal sepa kohal, seal peab juba rohkem ette vaatama. VÕRU-KEELSED SÕNAD: Kavvel - kaugel, õkva - otse, pedästü - männik, nuka - nurga, pinni - koera, verev - punane, krants - kirju nagu pärg, nellu - ülejala, nõnna - ninasse, kurra - vasakut, kähri - tuhkru, urgu - auku, tsipa - veidi, kotun - kodus, purõlõmõ - kiskuma, kotsilõ - kohale, soel - hundil, iin - ees, kerigu man - kiriku juures, üüpini - öökoer. | Ma võisin ise küll olla too teejuht, kes vastas võõra mehe küsimusele, kust läheb tee Karula kiriku juurde, - sa läht siist õkva edesi. Elupäevad olen ma rahvale ja kõigile küsijaile, kes tahavad minna kiriku sihis ja suunas, ütelnud, et sa läht siit õkva edesi. Väikesest karjasest kasvas ja võrsus - koguduse karjane. | Kui tuu jalgevahe haisas, nagu halvaslännu heenrigas, siis tuud küll lakku ei taha, aja õkva süame pahas. Naase lõhn om nagu eeder, mille hais om väega erinev. Mõni on õkva nii hää, et tuud kõrra laku, siis nakkas ruttu päähä. Vot nii omma loo siin setomaal. | Peale Oksa-kohta võis käia kinnissilmi, ainult õkva, siis õkva ja pärast veel tohutu maa õkva. Kui me olime juba sitaks õkva käinud, hakkas vesi lõppema ja me sättisime end üksiku puu varju puhkama ning mina sörkisin kotivabalt ühte teest eemal asetsevasse majapidamisse, kus oli näha autosid, ehkki mitte inimesi. Astusin sirgelt tere hõigates sisse väravast, kus polnud koera eest hoiatavat silti.";informaalsetes;jah;"Sõna ""õkva"" tähenduses ""otse"" kasutatakse peamiselt mitteametlikes ja kõnekeelsetes kontekstides. Seda näitab sõna kasutamine dialoogides ja kirjeldustes, mis on vabas ja mitteametlikus stiilis. Näiteks kasutatakse seda sõna juhiste andmisel või teekonna kirjeldamisel, mis on tüüpilised olukorrad, kus kõnekeelne väljendus on sobivam. Samuti on sõna kasutatud murdekeelsetes tekstides, mis viitab selle mitteametlikule kasutusele. Seetõttu on sõna ""õkva"" tähenduses ""otse"" pigem informaalne ja kõnekeelne. See ei sobi ametlikesse dokumentidesse või formaalsetesse olukordadesse, kus eelistatakse standardkeelt.";väga kindel;kõnekeelne;ei;"Sõna ""õkva"" tähenduses ""otse"" on kõnekeelne ja murdekeelne, kuna seda kasutatakse mitteametlikes ja vabas stiilis tekstides. Näiteks juhiste andmisel või teekonna kirjeldamisel, mis on tüüpilised olukorrad, kus kõnekeelne väljendus on sobivam. Samuti on sõna kasutatud murdekeelsetes tekstides, mis viitab selle mitteametlikule kasutusele. Kõnekeelne ja murdekeelne kasutus viitab sellele, et sõna ei ole standardkeelne ja sobib pigem mitteametlikesse kontekstidesse.";1;otse, kohe;jah;3;sage;Ta läks õkva koju. | Õkva pärast kooli lähen trenni. | Õkva sinna, kuhu vaja. | Õkva siit edasi. | Õkva üle tee on pood.;informaalsetes;jah;Sõna „õkva” kasutatakse sageli igapäevases kõnekeeles, kus inimesed väljendavad end vabamalt ja vähem formaalselt. See on levinud vestlustes, kus täpsus ja formaalsus pole esmatähtsad. Sõna annab edasi kiiret ja otsest tegevust, mis sobib hästi mitteametlikku konteksti. Selline kasutus on tavaline sõprade vahelises suhtluses või pereringis. Seetõttu on see tähendus pigem informaalne.;väga kindel;kõnekeelne;ei;Sõna „õkva” kasutatakse tähenduses „otse, kohe” peamiselt kõnekeeles, mis on formaalsest keelekasutusest vabam. See on levinud igapäevastes vestlustes, kus täpsus ja formaalsus pole esmatähtsad. Seetõttu on see tähendus kõnekeelne.
;;; ;;;1;otse;;3;sage;"Ma võisin ise küll olla too teejuht, kes vastas võõra mehe küsimusele, kust läheb tee Karula kiriku juurde, - sa läht siist õkva edesi. | Peale Oksa-kohta võis käia kinnissilmi, ainult õkva, siis õkva ja pärast veel tohutu maa õkva. | Kui me olime juba sitaks õkva käinud, hakkas vesi lõppema ja me sättisime end üksiku puu varju puhkama. | Koolmekoht on küll põhjasuunas, aga tee ise on kahtlane. Otsustan tagasi keerata ja jääda kindlaks esialgselt valitud suunale. Jälle õkva mäest üles. | Kui pedastiku kohale jõudsin, kuulsin juba eemalt koerte haukumist, ma tundsin neid peaaegu häälest ära, ""kaks verevät"", ega nad tee peale ei tule, hauguvad muidu eemalt. Seal sepa kohal, seal peab juba rohkem ette vaatama. VÕRU-KEELSED SÕNAD: Kavvel - kaugel, õkva - otse, pedästü - männik, nuka - nurga, pinni - koera, verev - punane, krants - kirju nagu pärg, nellu - ülejala, nõnna - ninasse, kurra - vasakut, kähri - tuhkru, urgu - auku, tsipa - veidi, kotun - kodus, purõlõmõ - kiskuma, kotsilõ - kohale, soel - hundil, iin - ees, kerigu man - kiriku juures, üüpini - öökoer. | Ma võisin ise küll olla too teejuht, kes vastas võõra mehe küsimusele, kust läheb tee Karula kiriku juurde, - sa läht siist õkva edesi. Elupäevad olen ma rahvale ja kõigile küsijaile, kes tahavad minna kiriku sihis ja suunas, ütelnud, et sa läht siit õkva edesi. Väikesest karjasest kasvas ja võrsus - koguduse karjane. | Kui tuu jalgevahe haisas, nagu halvaslännu heenrigas, siis tuud küll lakku ei taha, aja õkva süame pahas. Naase lõhn om nagu eeder, mille hais om väega erinev. Mõni on õkva nii hää, et tuud kõrra laku, siis nakkas ruttu päähä. Vot nii omma loo siin setomaal. | Peale Oksa-kohta võis käia kinnissilmi, ainult õkva, siis õkva ja pärast veel tohutu maa õkva. Kui me olime juba sitaks õkva käinud, hakkas vesi lõppema ja me sättisime end üksiku puu varju puhkama ning mina sörkisin kotivabalt ühte teest eemal asetsevasse majapidamisse, kus oli näha autosid, ehkki mitte inimesi. Astusin sirgelt tere hõigates sisse väravast, kus polnud koera eest hoiatavat silti.";informaalsetes;;"Sõna ""õkva"" tähenduses ""otse"" kasutatakse peamiselt mitteametlikes ja kõnekeelsetes kontekstides. Seda näitab sõna kasutamine dialoogides ja kirjeldustes, mis on vabas ja mitteametlikus stiilis. Näiteks kasutatakse seda sõna juhiste andmisel või teekonna kirjeldamisel, mis on tüüpilised olukorrad, kus kõnekeelne väljendus on sobivam. Samuti on sõna kasutatud murdekeelsetes tekstides, mis viitab selle mitteametlikule kasutusele. Seetõttu on sõna ""õkva"" tähenduses ""otse"" pigem informaalne ja kõnekeelne. See ei sobi ametlikesse dokumentidesse või formaalsetesse olukordadesse, kus eelistatakse standardkeelt.";väga kindel;murdekeelne;jah;"Sõna ""õkva"" tähenduses ""otse"" on kõnekeelne ja murdekeelne, kuna seda kasutatakse mitteametlikes ja vabas stiilis tekstides. Näiteks juhiste andmisel või teekonna kirjeldamisel, mis on tüüpilised olukorrad, kus kõnekeelne väljendus on sobivam. Samuti on sõna kasutatud murdekeelsetes tekstides, mis viitab selle mitteametlikule kasutusele. Kõnekeelne ja murdekeelne kasutus viitab sellele, et sõna ei ole standardkeelne ja sobib pigem mitteametlikesse kontekstidesse.";2;täpselt, just;ei;3;keskmine;See on õkva see, mida ma otsisin. | Õkva nii, nagu sa ütlesid. | Õkva selline ilm meeldib mulle. | Õkva see hetk oli oluline. | Õkva see ongi põhjus.;informaalsetes;ei;Kasutus „täpselt, just” on samuti levinud mitteametlikes olukordades, kus inimesed rõhutavad täpsust või kinnitavad midagi. See väljendusviis on tavaline igapäevastes vestlustes, kus täpsus on oluline, kuid mitte formaalses mõttes. Selline kasutus on tavaline sõprade vahelises suhtluses või pereringis. Seetõttu on see tähendus pigem informaalne.;pigem kindel;kõnekeelne;ei;Sõna „õkva” kasutamine tähenduses „täpselt, just” on samuti levinud kõnekeeles, kus inimesed rõhutavad täpsust või kinnitavad midagi mitteametlikult. Seetõttu on see tähendus kõnekeelne.
;;; ;;;2;nimi;ei;3;keskmine;Artikli autor: Karl Õkva http://www.veebikuller.ee | Karl Õkva on noor ettevõtja. Ta alustas oma e-poega juba 17 aastaselt. | Margit Õkva, Põlvamaa | Põlvamaa aasta maaraamatukoguhoidja tunnustuse võttis Mooste Veskiteatris vastu Peri raamatukogu hoidja Margit Õkva, kes on seda ametit pidanud kõigest kaks ja pool aastat. | Tööle asudes seadis Õkva eesmärgiks kogukonna ühtekoondamise, sest raamatukogu ja kogukond peavad kokku kuuluma. Tema eestvõttel asutati 2019 Peri külaselts, esmakordselt valiti külavanem.;ei kohaldu;ei;"Sõna ""õkva"" kui nimi ei ole seotud konkreetse registriga, kuna see on isikunimi ja selle kasutus ei sõltu kontekstist. Isikunimed on üldiselt neutraalsed ja neid kasutatakse nii formaalsetes kui ka mitteametlikes olukordades. Seetõttu ei kohaldu sellele tähendusele konkreetne registrimärgend. Isikunimed võivad esineda igasugustes tekstides, alates ametlikest dokumentidest kuni isiklike kirjadeni, ja nende kasutus ei ole seotud keelekasutuse formaalsusega.";väga kindel;ei kohaldu;ei;ei kohaldu;3;lihtsalt, niisama;ei;3;vähene;Ma tegin seda õkva. | Õkva, sest ma tahtsin. | Õkva, ilma põhjuseta. | Õkva, et aega veeta. | Õkva, sest mul oli igav.;informaalsetes;ei;Sõna „õkva” kasutamine tähenduses „lihtsalt, niisama” esineb peamiselt mitteametlikes olukordades, kus tegevus ei vaja erilist põhjendust. See väljendusviis on tavaline igapäevastes vestlustes, kus inimesed räägivad vabalt ja ilma formaalsuseta. Selline kasutus on tavaline sõprade vahelises suhtluses või pereringis. Seetõttu on see tähendus pigem informaalne.;pigem ebakindel;kõnekeelne;ei;Sõna „õkva” tähenduses „lihtsalt, niisama” on vähem levinud ja esineb peamiselt kõnekeeles. Kuna see kasutus on harvem, märgistan selle ka kui harva esineva. See väljendusviis on tavaline igapäevastes vestlustes, kus inimesed räägivad vabalt ja ilma formaalsuseta.
;;; ;;;3;programmi lühend;ei;3;vähene;ÕKVA programmi viib ellu Riiklik Eksami- ja Kvalifikatsioonikeskus, toetavad Euroopa Sotsiaalfond ja Eesti riik. | ÕKVA eesmärk on toetada sisehindamise rakendumist õppeasutustes, töötada välja üldharidusasutuste tunnustussüsteem, tänapäevastada välishindamisel kasutatavaid teste ning luua võimalusi eksamite elektrooniliseks läbiviimiseks. | ÕKVA programmi toel saavad õppeasutuste juhid, pedagoogid ja kooli pidaja esindajad tõsta teadmisi ning praktilisi oskusi õppeasutuste välis- ja sisehindamisest, samuti arendatakse valdkonna seadusloomet. | ÕKVA programmi avaüritusele on registreerunud ligi kakssada õpetajat ning õppeasutuse juhti nii üldhariduskoolidest kui lasteaedadest, osalejate seas on ka õppeasutuste pidajate esindajaid ning haridusspetsialiste kohalikest omavalitsustest. | ÕKVA programmi viib ellu Riiklik Eksami- ja Kvalifikatsioonikeskus, toetavad Euroopa Sotsiaalfond ja Eesti riik. Programmi kogumaksumus on 26,5 miljonit krooni ning see kestab 5 aastat.;neutraalsetes/formaalsetes;ei;"Sõna ""ÕKVA"" kui programmi lühend esineb peamiselt ametlikes ja neutraalsetes tekstides. Seda kasutatakse haridus- ja teadusvaldkonna ametlikes dokumentides, kus kirjeldatakse programmi eesmärke ja tegevusi. Sellised tekstid on tavaliselt formaalsed ja järgivad standardkeele reegleid. Kuna lühend viitab konkreetsele programmile, on selle kasutus seotud ametlike kontekstidega, kus täpsus ja selgus on olulised. Seetõttu on ""ÕKVA"" kui programmi lühend kasutusel neutraalsetes ja formaalsetes tekstides.";väga kindel;ei kohaldu;ei;ei kohaldu;3;lihtsalt, niisama;;3;vähene;Ma tegin seda õkva. | Õkva, sest ma tahtsin. | Õkva, ilma põhjuseta. | Õkva, et aega veeta. | Õkva, sest mul oli igav.;informaalsetes;;Sõna „õkva” kasutamine tähenduses „lihtsalt, niisama” esineb peamiselt mitteametlikes olukordades, kus tegevus ei vaja erilist põhjendust. See väljendusviis on tavaline igapäevastes vestlustes, kus inimesed räägivad vabalt ja ilma formaalsuseta. Selline kasutus on tavaline sõprade vahelises suhtluses või pereringis. Seetõttu on see tähendus pigem informaalne.;pigem ebakindel;harv;ei;Sõna „õkva” tähenduses „lihtsalt, niisama” on vähem levinud ja esineb peamiselt kõnekeeles. Kuna see kasutus on harvem, märgistan selle ka kui harva esineva. See väljendusviis on tavaline igapäevastes vestlustes, kus inimesed räägivad vabalt ja ilma formaalsuseta.
jänesemokk;rahvapärane;1;rahvapärane;159;ei;1;huule-suulaelõhe;jah;3;sage;"Näiteks on usutud, et rase ei tohi süüa linnumune ja jäneseliha – muidu sünnib laps tedretähniline ja ""jänesemokaga"". | Sündisin huule-suulaelõhega ehk defektiga, mida tuntakse jänesemokana. | Taanis korraldatud uuringul ilmnes, et vastsündinutel, kelle emad kogesid ränkadest elusündmustest põhjustatud stressi raseduse ajal, esines rohkem kaasasündinud väärarendeid: jänesemokk, hundikurk või mõlemad koos ning südame väärarendid. | Foolhappepuudus võib põhjustada ka jänesemokka ja suulaelõhet. | Huule-suulaelõhe ehk rahvakeeli ""jänesemokk"" on sünnidefekt, mis tekib loote arengu käigus.";neutraalsetes/formaalsetes;jah;"Sõna ""jänesemokk"" kasutatakse sageli meditsiinilistes ja teaduslikes kontekstides, kus see viitab huule-suulaelõhele kui meditsiinilisele seisundile. Sellistes tekstides on sõna kasutus neutraalne ja formaalne, kuna see kirjeldab konkreetset füüsilist seisundit ilma emotsionaalse või hinnangulise alatoonita. Näiteks teadusartiklid ja meditsiinilised käsiraamatud kasutavad seda terminit, et kirjeldada kaasasündinud väärarengut, mis vajab meditsiinilist sekkumist. Seetõttu on sõna kasutus selles tähenduses neutraalne ja formaalne. Olen väga kindel, et see tähendus on neutraalsetes ja formaalsetes tekstides kasutusel.";väga kindel;ei kohaldu;jah;ei kohaldu;1;ei määratletud;ei;0;ei määratletud;ei leitud;ei määratletud;ei;ei määratletud;pigem ebakindel;ei kohaldu;ei;ei kohaldu
;;; ;;;2;inimene, kellel on huule-suulaelõhe;jah;3;keskmine;"Koolis vaadati minu peale alati kõõrdi ja mõned isegi sülitasid mu pihta. | Maimuke sündis, kui Inger oli parasjagu üksi. Oma suureks hirmuks ning meelehärmiks oli laps samasuguse puudega nagu ta ise – jänesemokaga. | Joaquin Phoenix - jänesemokk | vastik jah. viimasel ajal koolis muud ei näegi kui jänesemokkadega põhikooli poisse. | Tyrion prõmmis, kuni ilustatud pronkssilm lahti lõksatas. ""See olen mina."" Mees, kes ta sisse lasi, oli üks Varyse parimaid leide – braavoslasest pistodamees, kellel olid jänesemokk ja töntsid silmad.";informaalsetes;jah;"Sõna ""jänesemokk"" kasutatakse sageli informaalsetes kontekstides, et viidata inimestele, kellel on huule-suulaelõhe. Sellistes tekstides võib sõna kanda emotsionaalset või hinnangulist alatooni, kuna see viitab inimese füüsilisele omadusele, mis võib olla seotud sotsiaalsete ja isiklike väljakutsetega. Näiteks kirjeldatakse inimesi, kellel on see seisund, sageli nende välimuse või sotsiaalsete kogemuste kaudu, mis viitab sõna kasutamisele informaalsetes ja isiklikumates kontekstides. Olen pigem kindel, et see tähendus on informaalsetes tekstides kasutusel.";pigem kindel;kõnekeelne;jah;"Sõna ""jänesemokk"" kasutatakse sageli kõnekeeles ja rahvapäraselt, et viidata inimestele, kellel on huule-suulaelõhe. See kasutus on levinud igapäevases keelekasutuses, kus sõna kasutatakse ilma meditsiinilise või teadusliku kontekstita. Selline kasutus on kõnekeelne, kuna see ei vasta formaalsele või teaduslikule terminoloogiale, vaid on pigem rahvapärane viis viidata sellele füüsilisele seisundile. Seetõttu on märgendid ""kõnekeelne"" ja ""rahvapärane"" sobivad.";;;;;;;;;;;;;
