katsesõna;valimisse_sai_märgendiga;ÜSis_tähendusi_kokku;ÜSis_tähenduste_küljes_olevad_ja_õigeks_loetavad_märgendid;SkE_2023_sagedus;vektoriseerimine;korp_tähenduse_nr;korp_tähendus;korp_koond_tähendus_olemas_ja_adekvaatne;korp_tähenduste_arv_kokku;korps_sagedus;korp_näited;korp_tekstiregister;korp_registri_adekvaatsus;korp_registri_põhjendus;korp_registri_kindlus;korp_märgend;korp_märgendi_adekvaatsus;korp_märgendi_põhjendus;treening_tähenduse_nr;treening_tähendus;treening_koond_tähendus_olemas_ja_adekvaatne;treening_tähenduste_arv_kokku;treening_sagedus;treening_näited;treening_tekstiregister;treening_registri_adekvaatsus;treening_registri_põhjendus;treening_registri_kindlus;treening_märgend;treening_märgendi_adekvaatsus;treening_märgendi_põhjendus
;;;;;;;;;;;;;;;;;;;1;homoseksuaalne mees (halvustav);;2;sage;Ta kartis, et keegi saab teada, et ta on pedakas. | Miks sa arvad, et kõik juuksurid on pedakad? | Vanasti pidid pedakad oma orientatsiooni varjama. | Film räägib pedakast, kes elab väikelinnas. | Nad kutsusid teda pedakaks, kui ta roosa särki kandis.;informaalsetes;;Kasutatakse peamiselt informaalsetes tekstides. See on halvustav slängisõna, mida kasutatakse argikõnes ja mitteametlikes olukordades. Neutraalsetes või formaalsetes tekstides kasutatakse pigem termineid nagu homoseksuaal, gei või homoseksuaalne mees. Sõna pedakas on selgelt negatiivse konnotatsiooniga ja solvav. Seda võib kohata ka ilukirjanduslikes tekstides tegelaste kõne edastamisel. Ametlikes või neutraalsetes tekstides välditakse selle sõna kasutamist.;väga kindel;kõnekeelne;ei;Samuti on see kõnekeelne, kuuludes argikõnde ja mitteametlikku keelekasutusse. Neutraalsetes tekstides kasutatakse pigem neutraalseid termineid.
;;;;;;;;;;;;;;;;;;;2;üldine solvang või sõimusõna;ei;2;keskmine;Ära ole selline pedakas, tule kaasa! | See pedakas ei julgenud mulle otsa vaadata. | Mis pedakas sa oled, et kardad pimedust! | Lõpeta ära, pedakas! | Ta ütles mulle, et ma olen argpüksist pedakas.;informaalsetes;;Kasutatakse informaalsetes tekstides. See on argine sõimusõna, mida kasutatakse kellegi halvustamiseks või solvamiseks. Formaalsetes tekstides seda kindlasti ei kasutata. Sõna on jäme ja labane ning kuulub madalasse registrisse. Seda võib kohata tänavakõnes, informaalsetes vestlustes või ilukirjanduses tegelaste kõne iseloomustamiseks.;väga kindel;halvustav;ei;Ka üldise solvanguna on sõna halvustav, sest selle eesmärk on kedagi solvata või maha teha.
;;;;;;;;;;;;;;;;;;;2;üldine solvang või sõimusõna;;2;keskmine;Ära ole selline pedakas, tule kaasa! | See pedakas ei julgenud mulle otsa vaadata. | Mis pedakas sa oled, et kardad pimedust! | Lõpeta ära, pedakas! | Ta ütles mulle, et ma olen argpüksist pedakas.;informaalsetes;;Kasutatakse informaalsetes tekstides. See on argine sõimusõna, mida kasutatakse kellegi halvustamiseks või solvamiseks. Formaalsetes tekstides seda kindlasti ei kasutata. Sõna on jäme ja labane ning kuulub madalasse registrisse. Seda võib kohata tänavakõnes, informaalsetes vestlustes või ilukirjanduses tegelaste kõne iseloomustamiseks.;väga kindel;vulgaarne;ei; See on vulgaarne oma labases olemuses. 
;;;;;;;;;;;;;;;;;;;2;üldine solvang või sõimusõna;;2;keskmine;Ära ole selline pedakas, tule kaasa! | See pedakas ei julgenud mulle otsa vaadata. | Mis pedakas sa oled, et kardad pimedust! | Lõpeta ära, pedakas! | Ta ütles mulle, et ma olen argpüksist pedakas.;informaalsetes;;Kasutatakse informaalsetes tekstides. See on argine sõimusõna, mida kasutatakse kellegi halvustamiseks või solvamiseks. Formaalsetes tekstides seda kindlasti ei kasutata. Sõna on jäme ja labane ning kuulub madalasse registrisse. Seda võib kohata tänavakõnes, informaalsetes vestlustes või ilukirjanduses tegelaste kõne iseloomustamiseks.;väga kindel;kõnekeelne;ei;Kuulub kõnekeelde, kuna seda kasutatakse ainult mitteametlikes, argikeelsetes olukordades. Formaalsetes tekstides seda kindlasti ei kasutata.
sirk;murdes;2;teised tähendused registrita;5513;jah;1;perekonnanimi;ei;2;sage;Sirk on 25aastane ning tema täpne ametinimetus on Tallinna liikluspolitsei avariitalituse politseijuhtivinspektor. | Kolonel Rauno Sirk ütles BNS-ile, et otsuse, kas osaleda Soome liikursuurtükkide hankes või kuulutada välja oma hange, langetab kaitseministeerium. | Vandeadvokaat ja liiklusjurist Indrek Sirk advokaadibüroost Sirk ja Saareväli räägib rattureid puudutavatest seadustest ning nende kitsaskohtadest ja paradoksidest. | Artur Sirk (25. september 1900 Lehtse vald - 2. august 1937 Echternach) oli Eesti vabadussõjalaste liider. | Meidi Sirk, Sirje Rekkor TLÜ 11.30 – 14.30 Digiõppevara planeerimine ja valiku ning koostamise põhimõtted.;neutraalsetes/formaalsetes;ei;Kasutus on valdavalt ametlikes ja ajakirjanduslikes tekstides, kus räägitakse konkreetsetest isikutest professionaalses kontekstis. Näiteks kolonel Rauno Sirk riigi kaitseinvesteeringute keskuse direktorina, vandeadvokaat Indrek Sirk liiklusjuristina, Artur Sirk ajaloolise isikuna. Tekstid on enamasti uudised, ametlikud dokumendid või ajaloolised ülevaated. Sõnakasutus on neutraalne ja asjalik.;väga kindel;ei kohaldu;ei;ei kohaldu;1;tsirkus (meelelahutusasutus);ei;2;sage;Lapsed tahtsid väga tsirkusesse minna, sest seal esines kuulus kloun. | Sirk saabus linna ja püstitas suure telgi keskväljakule. | Tsirkuses esinesid akrobaadid, žonglöörid ja dreseeritud loomad. | Vanaema rääkis, kuidas ta lapsena esimest korda tsirkust nägi. | Sirku direktori sõnul on tänapäeval raske leida häid artiste.;neutraalsetes/formaalsetes;ei;See tähendus esineb nii ametlikes kui ka mitteametlikes tekstides ühtviisi. Seda kasutatakse ajaleheuudistes, kultuurikavades, ametlikes teadaannetes ja igapäevases kõnes. Tegu on neutraalse põhitähendusega, millel pole stiililist piirangut. Sõna sobib kasutamiseks nii formaalses kirjakeeles kui ka argivestluses. See on sõna otsene ja esmane tähendus.;väga kindel;ei kohaldu;ei;ei kohaldu
;;;;;;2;tsirkus;ei;2;vähene;sirk, sirk ja ainult sirk. lisaks juba ylalöeldule - kas mõõteriist oli taadeldud? | Sirk: Märk on viimane asi, mida vaadatakse. | Sirk: Liikluskorraldajad mõtlevad selle peale, et meil oleks turvalisem: teed on augulised, ummikud on suured. | Sirk - Uus põhiseadus kukkus 2x rahvahääletusel läbi | Sirk - (25. sept 1900– 2.aug 1937) oli Eesti sõjaväelane ja poliitik;informaalsetes;ei;"Sõna esineb peamiselt foorumite kommentaarides ja vabamas vestluses, kus väljendatakse emotsionaalselt laetud arvamusi. Fraas ""sirk, sirk ja ainult sirk"" on selgelt kõnekeelne ja emotsionaalne väljendus, mis viitab millegi absurdsusele või kaootilisusele. Kasutus on mitteformaalne ja emotsionaalne. Kontekst viitab segadusele või absurdsele olukorrale, mitte tsirkusele kui asutusele.";pigem kindel;kõnekeelne;ei;"Sõna kasutatakse tsirkuse tähenduses ainult emotsionaalsetes, mitteformaalsetes kontekstides. Fraas ""sirk, sirk ja ainult sirk"" on selgelt kõnekeelne väljendus, mis viitab millegi absurdsusele või segadusele. See ei ole neutraalne kirjeldus tsirkusest kui meelelahutusasutusest, vaid metafoorne kasutus kaose või absurdi tähistamiseks. Kasutus piirdub foorumite ja kommentaariumitega, kus väljendatakse emotsioone vabamas keeles.";2;kaootiline või segane olukord;ei;2;keskmine;Koosolek muutus täielikuks tsirkuseks, kus kõik rääkisid korraga. | Mis sirk siin toimub, keegi ei tea, mida teha! | Ära tee siia tsirkust, asi pole nii hull. | Terve see projekt on üks suur sirk olnud algusest peale. | Poliitikute debatt muutus tsirkuseks, kus keegi ei kuulanud teist.;informaalsetes;ei;See piltlik tähendus esineb peamiselt argivestlustes, sotsiaalmeedias ja mitteametlikes tekstides. Seda kasutatakse emotsionaalselt laetud olukordade kirjeldamiseks, sageli kriitilises või iroonilises võtmes. Ametlikes dokumentides või formaalsetes tekstides seda tähendust tavaliselt ei kasutata. Tegu on kõnekeelse väljendusviisiga, mis sobib pigem vabamasse registrisse. See metafoorne kasutus on iseloomulik just argikõnele.;pigem kindel;kõnekeelne;ei;Märgend kõnekeelne sobib, sest see tähendus kuulub selgelt vabamasse, mitteametlikku registrisse. Seda kasutatakse peamiselt suulises kõnes ja mitteformaalsetes kirjalikes tekstides. Metafoorne kasutus viitab segadusele või kaosele viisil, mis on iseloomulik just argikõnele. Formaalsetes tekstides eelistatakse selliste olukordade kirjeldamiseks neutraalsemaid väljendeid. See tähendus kannab sageli emotsionaalset või kriitilist varjundit.
õkva;murdes;3;kõik tähendused murdes;2052;jah;1;otse, otsejoones;jah;3;sage;Ma võisin ise küll olla too teejuht, kes vastas võõra mehe küsimusele, kust läheb tee Karula kiriku juurde, - sa läht siist õkva edasi. | Peale Oksa-kohta võis käia kinnissilmi, ainult õkva, siis õkva ja pärast veel tohutu maa õkva. | Kandideerin vasakule ja paremale ja vahepeal õkva prõlla otse ka. | Edasi KP48 juurde pääses õkva üle järvejää - tundus kandvat. | Selgus, et tolle otsitu juurde saab õkva üle maja taga laiuva põllu.;informaalsetes;jah;"Sõna esineb peamiselt murdekeelsetes või kõnekeelsetes kontekstides, näiteks võrukeelsetes tekstilõikudes, argivestlustes ja mitteametlikes kirjeldustes. Formaalsetes tekstides seda tähendust ei esine. Kasutatakse peamiselt suulises kõnes või seda jäljendavates tekstides. Standardkeeles kasutatakse selle asemel sõnu nagu ""otse"" või ""otsejoones"".";väga kindel;murdekeelne;jah;Sõna esineb valdavalt võrukeelsetes tekstides ja murdekeelsetes kontekstides. Samuti kasutatakse seda kõnekeeles mitteformaalses suhtluses. Standardkeeles seda sõna selles tähenduses ei kasutata. Tekstimaterjalis on selgelt näha, et sõna on iseloomulik just Lõuna-Eesti murdele, eriti võru keelele.;1;kohe, otsekohe, viivitamatult;jah;1;vähene;Ta tuli õkva koju. | Õkva kui ta sisse astus, hakkas vihma sadama. | Ma tulen õkva tagasi. | Õkva pärast seda juhtus midagi ootamatut. | Laps jooksis õkva ema juurde.;informaalsetes;jah;"Sõna ""õkva"" esineb minu treeningandmetes peamiselt murdekeelsetes või rahvapärastes kontekstides. See on lõunaeesti murde sõna, mida kasutatakse tähenduses ""kohe"" või ""otsekohe"". Sõna ei esine formaalsetes tekstides ega ametlikus kirjakeeles. Pigem leidub seda murdekeelsetes tekstides, rahvajuttudes või siis teadlikult murdelist värvingut taotlevates ilukirjanduslikes tekstides. Standardkeeles kasutatakse selle asemel sõnu ""kohe"", ""otsekohe"" või ""viivitamatult"".";pigem kindel;murdekeelne;jah;"Sõna ""õkva"" on selgelt lõunaeesti murde sõna, mida standardkeeles ei kasutata. See esineb peamiselt murdekeelsetes tekstides või murdelist kõnepruuki jäljendavates kontekstides. Kirjakeeles kasutatakse selle asemel sõnu ""kohe"" või ""otsekohe"". Sõna murdeline päritolu ja kasutusala on selgelt tuvastatav."
;;;;;;1;otse, otsejoones;;3;sage;Ma võisin ise küll olla too teejuht, kes vastas võõra mehe küsimusele, kust läheb tee Karula kiriku juurde, - sa läht siist õkva edasi. | Peale Oksa-kohta võis käia kinnissilmi, ainult õkva, siis õkva ja pärast veel tohutu maa õkva. | Kandideerin vasakule ja paremale ja vahepeal õkva prõlla otse ka. | Edasi KP48 juurde pääses õkva üle järvejää - tundus kandvat. | Selgus, et tolle otsitu juurde saab õkva üle maja taga laiuva põllu.;informaalsetes;;"Sõna esineb peamiselt murdekeelsetes või kõnekeelsetes kontekstides, näiteks võrukeelsetes tekstilõikudes, argivestlustes ja mitteametlikes kirjeldustes. Formaalsetes tekstides seda tähendust ei esine. Kasutatakse peamiselt suulises kõnes või seda jäljendavates tekstides. Standardkeeles kasutatakse selle asemel sõnu nagu ""otse"" või ""otsejoones"".";väga kindel;kõnekeelne;ei;Sõna esineb valdavalt võrukeelsetes tekstides ja murdekeelsetes kontekstides. Samuti kasutatakse seda kõnekeeles mitteformaalses suhtluses. Standardkeeles seda sõna selles tähenduses ei kasutata. Tekstimaterjalis on selgelt näha, et sõna on iseloomulik just Lõuna-Eesti murdele, eriti võru keelele.;1;kohe, otsekohe, viivitamatult;;1;vähene;Ta tuli õkva koju. | Õkva kui ta sisse astus, hakkas vihma sadama. | Ma tulen õkva tagasi. | Õkva pärast seda juhtus midagi ootamatut. | Laps jooksis õkva ema juurde.;informaalsetes;;"Sõna ""õkva"" esineb minu treeningandmetes peamiselt murdekeelsetes või rahvapärastes kontekstides. See on lõunaeesti murde sõna, mida kasutatakse tähenduses ""kohe"" või ""otsekohe"". Sõna ei esine formaalsetes tekstides ega ametlikus kirjakeeles. Pigem leidub seda murdekeelsetes tekstides, rahvajuttudes või siis teadlikult murdelist värvingut taotlevates ilukirjanduslikes tekstides. Standardkeeles kasutatakse selle asemel sõnu ""kohe"", ""otsekohe"" või ""viivitamatult"".";pigem kindel;harv;ei; Sõna esineb minu treeningandmetes väga vähe, mis näitab, et tegemist on harva kasutatava sõnaga. Ka murdekeelsetes tekstides pole see eriti sage. Tänapäeval on sõna kasutus piiratud peamiselt teatud piirkondade või vanema põlvkonna kõnepruugiga.
;;;;;;2;kohe, otsekohe;jah;3;keskmine;Siin tuleb nüüd jälle üks suurem kompott. Tegemist on Laugarveguri kõrval asuva noorte kunstnike hooviga. Mööda tänavat astudes ja hoovi vaadates avaneb esmalt õkva säärane vaade: | Jope ja saapad pandi õkva voodisse (lina oli juba niikuinii verine). | Operaator Tuikene raputas turtsudes pead ja siis kohe uue täie järele. 'Vala õkva tõne klähv kah!' | Nimekaim pand' õkva tuu mu löütü landi spinnalõ otsa. | Õkva pöörd näo seenä poole, tõmb hinge ja surru.;informaalsetes;jah;"Kasutatakse argikeelsetes kirjeldustes, blogitekstides ja mitteformaalsetes jutustustes. Ametlikes või neutraalsetes tekstides seda kasutust ei kohta. Sõna on iseloomulik spontaansele kõnekeelele ja argisuhtlusele. Formaalsetes tekstides eelistatakse standardkeelseid vasteid nagu ""kohe"" või ""otsekohe"".";väga kindel;kõnekeelne;jah;Sõna on iseloomulik argikeelele ja mitteformaalsele suhtlusele. Esineb ka murdekeelsetes tekstides. Formaalsetes tekstides seda ei kasutata, seal eelistatakse standardkeelseid vasteid. Kasutus on piiratud suulise kõne ja seda jäljendavate tekstidega.;;;;;;;;;;;;;
;;;;;;2;kohe, otsekohe;;3;keskmine;Siin tuleb nüüd jälle üks suurem kompott. Tegemist on Laugarveguri kõrval asuva noorte kunstnike hooviga. Mööda tänavat astudes ja hoovi vaadates avaneb esmalt õkva säärane vaade: | Jope ja saapad pandi õkva voodisse (lina oli juba niikuinii verine). | Operaator Tuikene raputas turtsudes pead ja siis kohe uue täie järele. 'Vala õkva tõne klähv kah!' | Nimekaim pand' õkva tuu mu löütü landi spinnalõ otsa. | Õkva pöörd näo seenä poole, tõmb hinge ja surru.;informaalsetes;;"Kasutatakse argikeelsetes kirjeldustes, blogitekstides ja mitteformaalsetes jutustustes. Ametlikes või neutraalsetes tekstides seda kasutust ei kohta. Sõna on iseloomulik spontaansele kõnekeelele ja argisuhtlusele. Formaalsetes tekstides eelistatakse standardkeelseid vasteid nagu ""kohe"" või ""otsekohe"".";väga kindel;murdekeelne;jah;Sõna on iseloomulik argikeelele ja mitteformaalsele suhtlusele. Esineb ka murdekeelsetes tekstides. Formaalsetes tekstides seda ei kasutata, seal eelistatakse standardkeelseid vasteid. Kasutus on piiratud suulise kõne ja seda jäljendavate tekstidega.;;;;;;;;;;;;;
;;;;;;3;päris, täiesti;jah;3;vähene;Pikk änd õkva nigu sinine tuli. | Ta oll' ää suur õkva. | ammugi siis naine. nii palju siis sellest, et ma lubasin mitte enam rabarberikooki teha. aga see oli täiega nii hea, et sure õkva surnuks. | Kui 77-78 oleks, siis oleks õkva kõva küll. | mitte ülekohuss kotin ei saesa, temä‿m 'õkva kätega 'kaeda ja 'silmiga nättä Puh;informaalsetes;jah;Esineb ainult murdekeelsetes või väga kõnekeelsetes kontekstides, eriti võrukeelsetes tekstilõikudes. See on selgelt mitteformaalne kasutus. Standardkeeles seda tähendust ei tunta. Kasutus on piiratud kindlate murrete ja väga mitteformaalse keelekasutusega.;väga kindel;murdekeelne;jah;Sõna selles tähenduses esineb tekstimaterjalis vähe, peamiselt võrukeelsetes tekstilõikudes. See on spetsiifiline murdekasutus, mis standardkeeles puudub. Materjalis on seda kasutust vähe näiteid. Tähendus on piiratud kindla murdeala ja väga kitsa kasutuskontekstiga.;;;;;;;;;;;;;
;;;;;;3;päris, täiesti;;3;vähene;Pikk änd õkva nigu sinine tuli. | Ta oll' ää suur õkva. | ammugi siis naine. nii palju siis sellest, et ma lubasin mitte enam rabarberikooki teha. aga see oli täiega nii hea, et sure õkva surnuks. | Kui 77-78 oleks, siis oleks õkva kõva küll. | mitte ülekohuss kotin ei saesa, temä‿m 'õkva kätega 'kaeda ja 'silmiga nättä Puh;informaalsetes;;Esineb ainult murdekeelsetes või väga kõnekeelsetes kontekstides, eriti võrukeelsetes tekstilõikudes. See on selgelt mitteformaalne kasutus. Standardkeeles seda tähendust ei tunta. Kasutus on piiratud kindlate murrete ja väga mitteformaalse keelekasutusega.;väga kindel;harv;jah;Sõna selles tähenduses esineb tekstimaterjalis vähe, peamiselt võrukeelsetes tekstilõikudes. See on spetsiifiline murdekasutus, mis standardkeeles puudub. Materjalis on seda kasutust vähe näiteid. Tähendus on piiratud kindla murdeala ja väga kitsa kasutuskontekstiga.;;;;;;;;;;;;;
jänesemokk;rahvapärane;1;;159;ei;1;huule-suulaelõhe (meditsiiniline sünnidefekt);jah;1;sage;"Usuti, et mõnede toitude söömine põhjustab veel sündimata lastel iluvigu või koguni tõsisemaid terviseprobleeme. Näiteks on usutud, et rase ei tohi süüa linnumune ja jäneseliha – muidu sünnib laps tedretähniline ja ""jänesemokaga"". | Sündisin huule-suulaelõhega ehk defektiga, mida tuntakse jänesemokana. | Huule-suulaelõhe ehk rahvakeeli ""jänesemokk"" on sünnidefekt, mis tekib loote arengu käigus. | Taanis korraldatud uuringul ilmnes, et vastsündinutel, kelle emad kogesid ränkadest elusündmustest põhjustatud stressi raseduse ajal, esines rohkem kaasasündinud väärarendeid: jänesemokk, hundikurk või mõlemad koos ning südame väärarendid. | Egiptuse kuningal Tutanhamonil, kes suri oma 9. valitsusaastal 17-aastaselt, oli jänesemokk ja kerge skolioos ehk selgroo kõverdumine.";ei kohaldu;jah;Sõna kasutatakse nii informaalsetes kui ka neutraalsetes/formaalsetes tekstides. Materjalis esineb sõna nii teadusartiklites, meditsiinilistes tekstides kui ka ilukirjanduses ja argivestlustes. Kuigi termin on rahvapärane nimetus meditsiinilisele seisundile, kasutatakse seda laialdaselt kõigis registrites. Sõna on muutunud üldkasutatavaks terminiks, mida pruugitakse paralleelselt ametliku meditsiinilise terminiga huule-suulaelõhe. Isegi meditsiinilistes kontekstides mainitakse sageli mõlemat terminit koos.;väga kindel;rahvapärane;jah;Sõna on rahva seas levinud nimetus meditsiinilisele seisundile (huule-suulaelõhe), kuid pole ametlik meditsiiniline termin. Tekstides esineb sageli koos ametliku terminiga või jutumärkides, mis viitab selle rahvapärasele staatusele. Sõna on laialt kasutusel ja arusaadav, kuid meditsiinilises kontekstis eelistatakse ametlikku terminit. See on tüüpiline rahvapärane haigusnimetus, nagu tekstis ka otsesõnu mainitakse.;1;taim (Oxalis);ei;2;sage;Aknalaual kasvas potis jänesemokk, mille kolmnurksed lehed olid erkrohelised. | Jänesemoka lehed voltuvad kokku, kui neid puudutada või kui õhtu saabub. | Metsas kasvav jänesemokk õitseb valgete või roosade õitega. | Lapsed korjavad jänesemokka ja mängivad sellega, sest taime hapukas maitse on huvitav. | Jänesemokk on levinud umbrohi, mida on raske aiast välja juurida.;neutraalsetes/formaalsetes;ei;Seda tähendust kasutatakse nii teaduslikes kui ka igapäevastes kontekstides ühtviisi neutraalselt. Taime nimetus esineb botaanika õpikutes, aiandusraamatutes ja tavakõnes ilma registri erinevuseta. Sõna on standardne eestikeelne taimede nimetus. Ei ole märke, et seda kasutataks eriti informaalsetes või slängikontekstides. See on neutraalne termin taimeriigis.;väga kindel;ei kohaldu;ei;ei kohaldu
;;;;;;;;;;;;;;;;;;;2;huuleväärus/huulte defekt;jah;2;vähene;Lapsel diagnoositi sünnidefektina jänesemokk, mis vajab kirurgilist korrektsiooni. | Jänesemoka operatsioon tehakse tavaliselt imikueas. | Tänapäeval on jänesemoka ravi väga edukas ja jätab minimaalseid arme. | Jänesemokaga sündinud lapsed vajavad logopeedilist abi kõne arendamiseks. | Ultraheliuuringul on võimalik jänesemokka avastada juba raseduse ajal.;informaalsetes;ei;Meditsiinilises kontekstis kasutatakse pigem terminit huulelõhe või ladinakeelset terminit. Jänesemokk on rahvapärane nimetus, mida kasutatakse argikõnes. Termin võib olla halvustava varjundiga, eriti kui seda kasutatakse kellegi välimuse kirjeldamiseks. Formaalsetes meditsiinilistes tekstides eelistatakse neutraalsemaid termineid. Sõna pärineb rahvapärasest võrdlusest jänese lõhestunud ülahuulega.;pigem kindel;rahvapärane;jah;Rahvapärane märgend sobib, kuna see on rahva seas levinud nimetus meditsiinilisele seisundile, kuid pole ametlik meditsiiniline termin. Ametlikus meditsiinis kasutatakse termineid huulelõhe või keiluhuul. 
;;;;;;;;;;;;;;;;;;;2;huuleväärus/huulte defekt;;2;vähene;Lapsel diagnoositi sünnidefektina jänesemokk, mis vajab kirurgilist korrektsiooni. | Jänesemoka operatsioon tehakse tavaliselt imikueas. | Tänapäeval on jänesemoka ravi väga edukas ja jätab minimaalseid arme. | Jänesemokaga sündinud lapsed vajavad logopeedilist abi kõne arendamiseks. | Ultraheliuuringul on võimalik jänesemokka avastada juba raseduse ajal.;informaalsetes;;Meditsiinilises kontekstis kasutatakse pigem terminit huulelõhe või ladinakeelset terminit. Jänesemokk on rahvapärane nimetus, mida kasutatakse argikõnes. Termin võib olla halvustava varjundiga, eriti kui seda kasutatakse kellegi välimuse kirjeldamiseks. Formaalsetes meditsiinilistes tekstides eelistatakse neutraalsemaid termineid. Sõna pärineb rahvapärasest võrdlusest jänese lõhestunud ülahuulega.;pigem kindel;halvustav;ei;Halvustav märgend on vajalik, kuna sõna võib olla solvav, eriti väljaspool meditsiinilist konteksti. See võib tekitada negatiivset emotsionaalset reaktsiooni inimestel, kellel on see seisund. Tänapäeval peetakse seda terminit ebataktiliseks ja soovitatakse kasutada neutraalsemaid termineid.
mihklikuu;rahvapärane;1;;515;ei;1;september (aasta üheksas kuu);jah;1;sage;Mihklikuu on juba ajalooliselt olnud Ameerika Ühendriikide aktsiaturu jaoks üsna kurjakuulutav. | Septembrit nimetatakse veel ka mihklikuuks, sest 29. kuupäev on rahvakalendris mihklipäev. | Mihklikuu viimasel päeval toimus Saaremaa ühisgümnaasiumis kirbuturg. | Tänavune september ehk mihklikuu oli kliimanormist jahedam. | Mihklikuu jooksul esitati MoneyZenile kokku 339 laenutaotlust.;neutraalsetes/formaalsetes;jah;Sõna mihklikuu kasutatakse neutraalsetes ja formaalsetes tekstides. Materjalist selgub, et sõna esineb nii ajakirjanduslikes tekstides, ametlikes teadaannetes, ilmateadetes kui ka ilukirjanduslikes teostes. See on eesti keeles levinud rahvapärane kuunimetus septembri kohta, mida kasutatakse paralleelselt ametliku nimetusega september. Sõna ei kanna mingit stiililist markeeritust ega ole piiratud kindla registriga.;väga kindel;rahvapärane;jah;Mihklikuu on traditsiooniline eesti rahvakalendri nimetus septembrikuule, mis on saanud nime mihklipäeva järgi. See on rahva seas laialt levinud paralleelnimetus ametlikule kuunimetusele september. Tekstides esineb sageli koos teiste rahvapäraste kuunimedega. Kuigi sõna on tänapäeval täiesti neutraalne ja laialt kasutatav, on tegemist siiski traditsioonilise rahvapärase nimetusega, mitte ametliku terminiga.;1;september (aasta üheksas kuu);jah;1;vähene;Mihklikuu on aasta üheksas kuu. | Mihklikuus algab kooliaasta. | Sel mihklikuul oli ilm eriti soe. | Mihklikuu lõpus korjatakse viimaseid õunu. | Vanasti peeti mihklikuul mihklipäeva laata.;ei kohaldu;ei;"Sõna ""mihklikuu"" esineb peamiselt rahvapärastes ja etnograafilistes tekstides, kus käsitletakse eesti rahvakalendrit ja vanu traditsioone. Samuti leidub seda ilukirjanduslikes tekstides, eriti neis, mis püüavad edasi anda rahvapärast või ajaloolist õhkkonda. Ametlikes dokumentides ja tänapäevastes neutraalsetes tekstides kasutatakse peaaegu alati ""september"". Mihklikuu on selgelt rahvapärane nimetus, mis viitab mihklipäevale (29. september). Kuigi sõna pole halvustav ega vulgaarne, on see siiski markeeritud kui traditsiooniline rahvakeelne väljend, mitte neutraalne termin.";pigem kindel;rahvapärane;jah;"Mihklikuu on traditsiooniline eesti rahvakalendri kuunimetus, mis on seotud mihklipäevaga (29. september). See on rahva seas levinud nimetus, kuid pole ametlik termin - ametlikes kontekstides kasutatakse ""september"". Sõna kuulub samasse kategooriasse teiste rahvapäraste kuunimetustega nagu heinakuu, põimukuu, viinakuu. Tänapäeval kasutatakse seda peamiselt etnograafilistes ja kultuuriloolistes tekstides või siis, kui tahetakse rõhutada rahvapärast konteksti. "
;;;;;;;;;;;;;;;;;;;1;september (aasta üheksas kuu);;1;vähene;Mihklikuu on aasta üheksas kuu. | Mihklikuus algab kooliaasta. | Sel mihklikuul oli ilm eriti soe. | Mihklikuu lõpus korjatakse viimaseid õunu. | Vanasti peeti mihklikuul mihklipäeva laata.;ei kohaldu;;"Sõna ""mihklikuu"" esineb peamiselt rahvapärastes ja etnograafilistes tekstides, kus käsitletakse eesti rahvakalendrit ja vanu traditsioone. Samuti leidub seda ilukirjanduslikes tekstides, eriti neis, mis püüavad edasi anda rahvapärast või ajaloolist õhkkonda. Ametlikes dokumentides ja tänapäevastes neutraalsetes tekstides kasutatakse peaaegu alati ""september"". Mihklikuu on selgelt rahvapärane nimetus, mis viitab mihklipäevale (29. september). Kuigi sõna pole halvustav ega vulgaarne, on see siiski markeeritud kui traditsiooniline rahvakeelne väljend, mitte neutraalne termin.";pigem kindel;harv;ei;"Lisaks on sõna kasutus harv, kuna treeningandmetes esineb see märgatavalt vähem kui ametlik nimetus ""september""."
